,ingredient_amount,ingredient_unit,ingredient_name,type_string,type_num,cocktail_id,cocktail_name
3261,29.5735,ml,Hum,Liqueur,10,582,Le Bourdonnement
3262,29.5735,ml,"Gin, Citadelle",Gin,1,582,Le Bourdonnement
3263,29.5735,ml,"Aromatized wine, Lillet Blanc",Wine,8,582,Le Bourdonnement
3264,2,ds,Orange bitters (Regan's),General,0,582,Le Bourdonnement
3265,44.36025,ml,Smooth Ambler Barrel Aged Gin,Gin,1,583,Br'er Rabbit
3266,14.78675,ml,"Herbal liqueur, Chartreuse",Liqueur,10,583,Br'er Rabbit
3267,29.5735,ml,Carrot juice,General,0,583,Br'er Rabbit
3268,4,ds,"Bitters, Bitter Truth Celery",General,0,583,Br'er Rabbit
3269,59.147,ml,Rye,Whisky,4,584,The Bowery
3270,14.78675,ml,Amontillado Sherry,Wine,8,584,The Bowery
3271,7.393375,ml,Ramazzotti,Liqueur,10,584,The Bowery
3272,7.393375,ml,Apricot liqueur,Liqueur,10,584,The Bowery
3273,1,rinse,Absinthe,Spirits,21,584,The Bowery
3274,1,twst,Orange peel,General,0,584,The Bowery
3275,44.36025,ml,Singani (or Pisco),Brandy,5,585,Brandy & Bubbles (Shoofly)
3276,7.393375,ml,Floc de Gascogne (or white pineau des charentes),General,0,585,Brandy & Bubbles (Shoofly)
3277,59.147,ml,Champagne (brut or drier),Wine,8,585,Brandy & Bubbles (Shoofly)
3278,14.78675,ml,Honey syrup (1:1),General,0,585,Brandy & Bubbles (Shoofly)
3279,7.393375,ml,Ginger syrup,General,0,585,Brandy & Bubbles (Shoofly)
3280,2,ds,Acid phosphate,General,0,585,Brandy & Bubbles (Shoofly)
3281,1,ds,"Bitters, Bittermens 'Elemakule Tiki",General,0,585,Brandy & Bubbles (Shoofly)
3282,3,dr,Orange flower water,General,0,585,Brandy & Bubbles (Shoofly)
3283,44.36025,ml,Gin,Gin,1,586,Bramble Bee
3284,14.78675,ml,Plum eau-de-vie,General,0,586,Bramble Bee
3285,19.715666666666664,ml,Lemon juice,General,0,586,Bramble Bee
3286,9.857833333333332,ml,Honey syrup (2:1),General,0,586,Bramble Bee
3287,3,,Blueberry,General,0,586,Bramble Bee
3288,59.147,ml,Cognac,Brandy,5,587,Brandy Alexander
3289,29.5735,ml,Crème de Cacao (brown),Liqueur,10,587,Brandy Alexander
3290,29.5735,ml,Half and Half,General,0,587,Brandy Alexander
3291,1,pn,Nutmeg (fresh grated),General,0,587,Brandy Alexander
3292,59.147,ml,Cognac,Brandy,5,588,Brandy Crusta
3293,1,bsp,Curaçao,Liqueur,10,588,Brandy Crusta
3294,1,ds,"Bitters, Boker's (or Angostura)",General,0,588,Brandy Crusta
3295,1⁄2,t,Lemon juice,Garnish,11,588,Brandy Crusta
3296,1⁄4,c,Sugar,Garnish,11,588,Brandy Crusta
3297,1⁄2,,Lemon,Garnish,11,588,Brandy Crusta
3298,22.180125,ml,"Rye, Rittenhouse 100",Whisky,4,589,"Brat Prince, pt. deux"
3299,22.180125,ml,Calvados (or Laird's bonded applejack),General,0,589,"Brat Prince, pt. deux"
3300,22.180125,ml,Sweet vermouth,Wine,8,589,"Brat Prince, pt. deux"
3301,14.78675,ml,Fernet Branca,Spirits,21,589,"Brat Prince, pt. deux"
3302,7.393375,ml,Maraschino Liqueur,Liqueur,10,589,"Brat Prince, pt. deux"
3303,1,ds,"Bitters, Fee Brothers (Whiskey Barrel Aged)",Whisky,4,589,"Brat Prince, pt. deux"
3304,44.36025,ml,"Old Tom Gin, Hayman's",Gin,1,590,British Buck
3305,22.180125,ml,Lime juice,General,0,590,British Buck
3306,14.78675,ml,Simple syrup (Cucumber syrup),General,0,590,British Buck
3307,3,ds,"Bitters, Fee Brothers Rhubarb",General,0,590,British Buck
3308,59.147,ml,Ginger beer,General,0,590,British Buck
3309,44.36025,ml,Rye (Rittenhouse Bonded),Whisky,4,591,Broadway Nights
3310,14.78675,ml,Mezcal,Mezcal,20,591,Broadway Nights
3311,14.78675,ml,Sweet vermouth,Wine,8,591,Broadway Nights
3312,7.393375,ml,"Herbal liqueur, Green Chartreuse",Liqueur,10,591,Broadway Nights
3313,7.393375,ml,"Curaçao, Pierre Ferrand Dry",Liqueur,10,591,Broadway Nights
3314,1,ds,"Bitters, Bittermens Xocolatl Mole",General,0,591,Broadway Nights
3315,1,twst,Orange peel,Garnish,11,591,Broadway Nights
3316,59.147,ml,"Bourbon, Woodford Reserve",Whisky,4,592,Brown Billycock
3317,14.78675,ml,Honey syrup (1:1),General,0,592,Brown Billycock
3318,7.393375,ml,Lemon juice,General,0,592,Brown Billycock
3319,4,ds,"Grapefruit bitters, Fee Brothers",General,0,592,Brown Billycock
3320,118.294,ml,Grapefruit soda,General,0,592,Brown Billycock
3321,1,sli,Lemon,General,0,592,Brown Billycock
3322,29.5735,ml,"Bourbon, Maker's Mark",Whisky,4,593,Brown Mountain Lights
3323,14.78675,ml,"Pear liqueur, Marie Brizard",Liqueur,10,593,Brown Mountain Lights
3324,29.5735,ml,Lemon juice,General,0,593,Brown Mountain Lights
3325,29.5735,ml,Egg white,General,0,593,Brown Mountain Lights
3326,22.180125,ml,Maple syrup,General,0,593,Brown Mountain Lights
3327,2,ds,"Bitters, Fee Brothers Old Fashion",General,0,593,Brown Mountain Lights
3328,59.147,ml,Speyside Scotch (Glen Moray Port Cask Finished),Whisky,4,594,Bruceland Sour
3329,29.5735,ml,Meyer lemon juice,General,0,594,Bruceland Sour
3330,14.78675,ml,"Ginger liqueur, Domaine de Canton",Liqueur,10,594,Bruceland Sour
3331,14.78675,ml,Egg white,General,0,594,Bruceland Sour
3332,7.393375,ml,Tawny port (Porto Kopke),Wine,8,594,Bruceland Sour
3333,1,bsp,Rich simple syrup 2:1,General,0,594,Bruceland Sour
3334,3,,Brandied cherry,Garnish,11,594,Bruceland Sour
3335,59.147,ml,"Gin, Beefeater (Earl Grey-infused)",Gin,1,595,Bulwer-Lytton
3336,88.7205,ml,Ginger beer,General,0,595,Bulwer-Lytton
3337,2,ds,Lavender bitters,General,0,595,Bulwer-Lytton
3338,1,wdg,Lime,General,0,595,Bulwer-Lytton
3339,1,wdg,Bergamot orange,General,0,595,Bulwer-Lytton
3340,29.5735,ml,Mezcal,Mezcal,20,596,Bull Ramos Fizz
3341,29.5735,ml,Fino sherry,Wine,8,596,Bull Ramos Fizz
3342,22.180125,ml,Lemon juice,General,0,596,Bull Ramos Fizz
3343,14.78675,ml,Orgeat,General,0,596,Bull Ramos Fizz
3344,7.393375,ml,Vanilla syrup,General,0,596,Bull Ramos Fizz
3345,14.78675,ml,Egg white,General,0,596,Bull Ramos Fizz
3346,29.5735,ml,Soda water,General,0,596,Bull Ramos Fizz
3347,59.147,ml,Jamaican rum (Blackwell),Rum,2,597,Bundt Cake Buddha
3348,22.180125,ml,"Aromatized wine, Dubonnet Rouge",Wine,8,597,Bundt Cake Buddha
3349,22.180125,ml,Cynar,Liqueur,10,597,Bundt Cake Buddha
3350,7.393375,ml,Bénédictine,General,0,597,Bundt Cake Buddha
3351,7.393375,ml,"Orange liqueur, Combier L'Original Liqueur D'Orange",Liqueur,10,597,Bundt Cake Buddha
3352,1,sli,Orange,Garnish,11,597,Bundt Cake Buddha
3353,1,twst,Orange peel,General,0,597,Bundt Cake Buddha
3354,29.5735,ml,Gin,Gin,1,598,Buono Whistler
3355,29.5735,ml,Amaro Montenegro,Liqueur,10,598,Buono Whistler
3356,29.5735,ml,Dry vermouth,Wine,8,598,Buono Whistler
3357,14.78675,ml,Honey syrup (ginger-infused),General,0,598,Buono Whistler
3358,14.78675,ml,Lime juice,General,0,598,Buono Whistler
3359,29.5735,ml,Mezcal,Mezcal,20,599,Burdick's Cocktail
3360,29.5735,ml,Dry vermouth,Wine,8,599,Burdick's Cocktail
3361,29.5735,ml,Byrrh,Wine,8,599,Burdick's Cocktail
3362,7.393375,ml,Crème de Cacao,Liqueur,10,599,Burdick's Cocktail
3363,1,ds,Peychaud's Bitters,General,0,599,Burdick's Cocktail
3364,1,twst,Lemon peel,Garnish,11,599,Burdick's Cocktail
3365,44.36025,ml,"Scotch, Compass Box Peat Monster",Whisky,4,600,"Butter, Lemon, Smoke"
3366,29.5735,ml,"Brandy, Camus VS",Brandy,5,600,"Butter, Lemon, Smoke"
3367,22.180125,ml,"Herbal liqueur, Green Chartreuse",Liqueur,10,600,"Butter, Lemon, Smoke"
3368,22.180125,ml,Bénédictine,General,0,600,"Butter, Lemon, Smoke"
3369,1,twst,Lemon peel,Garnish,11,600,"Butter, Lemon, Smoke"
3370,59.147,ml,"Rye, Rittenhouse",Whisky,4,601,Bzzzt!
3371,14.78675,ml,"Maraschino Liqueur, Luxardo",Liqueur,10,601,Bzzzt!
3372,7.393375,ml,Fernet Branca,Spirits,21,601,Bzzzt!
3373,1,bsp,Maraschino cherry syrup,General,0,601,Bzzzt!
3374,2,ds,Chocolate bitters,General,0,601,Bzzzt!
3375,1,,Maraschino cherry,Garnish,11,601,Bzzzt!
3376,44.36025,ml,"Cognac, Louis Royer VSOP Force 53",Brandy,5,602,C'est La Vie
3377,22.180125,ml,Bigallet China-China,Liqueur,10,602,C'est La Vie
3378,14.78675,ml,"Rye, Jim Beam",Whisky,4,602,C'est La Vie
3379,7.393375,ml,"Sherry, Lustau Pedro Ximenez",Wine,8,602,C'est La Vie
3380,2,ds,"Bitters, Brooklyn Hemispherical Bitters Black Mission Fig",General,0,602,C'est La Vie
3381,739.3375,ml,"Gin, Beefeater",Gin,1,603,Caesarea Cocktail
3382,247.67806249999998,ml,Aperol,Liqueur,10,603,Caesarea Cocktail
3383,147.8675,ml,Simple syrup (infused with 15 basil leaves),General,0,603,Caesarea Cocktail
3384,12,?,Cucumber,General,0,603,Caesarea Cocktail
3385,6,spg,Basil,General,0,603,Caesarea Cocktail
3386,10,?,Lemon,General,0,603,Caesarea Cocktail
3387,22.180125,ml,"Rye, Rittenhouse",Whisky,4,604,Calexico
3388,22.180125,ml,"Herbal liqueur, Green Chartreuse",Liqueur,10,604,Calexico
3389,29.5735,ml,"Aquavit, Linie",Spirits,21,604,Calexico
3390,14.78675,ml,Ancho Reyes Verde chile liqueur,Liqueur,10,604,Calexico
3391,2,ds,"Bitters, Bittermens Xocolatl Mole",General,0,604,Calexico
3392,1,twst,Lemon peel,Garnish,11,604,Calexico
3393,36.966875,ml,Rye,Whisky,4,605,Call of the Wild
3394,36.966875,ml,Old Tom Gin (or London Dry Gin),Gin,1,605,Call of the Wild
3395,14.78675,ml,Bénédictine,General,0,605,Call of the Wild
3396,14.78675,ml,"Herbal liqueur, Yellow Chartreuse",Liqueur,10,605,Call of the Wild
3397,2,ds,Orange bitters,General,0,605,Call of the Wild
3398,1,twst,Lemon peel,Garnish,11,605,Call of the Wild
3399,29.5735,ml,Rye,Whisky,4,606,El Camino
3400,29.5735,ml,Aperol,Liqueur,10,606,El Camino
3401,29.5735,ml,Fernet Branca,Spirits,21,606,El Camino
3402,1,twst,Lemon peel,Garnish,11,606,El Camino
3403,44.36025,ml,Campari,Liqueur,10,607,Campari Sour
3404,22.180125,ml,Lime juice,General,0,607,Campari Sour
3405,14.78675,ml,Elderflower Syrup,General,0,607,Campari Sour
3406,44.36025,ml,Rye (Rittenhouse Bonded),Whisky,4,608,Campo Viejo
3407,14.78675,ml,Mezcal,Mezcal,20,608,Campo Viejo
3408,14.78675,ml,Fernet Branca,Spirits,21,608,Campo Viejo
3409,14.78675,ml,Bénédictine,General,0,608,Campo Viejo
3410,1,ds,"Bitters, Angostura",General,0,608,Campo Viejo
3411,1,ds,"Bitters, Bittermens Xocolatl Mole",General,0,608,Campo Viejo
3412,44.36025,ml,Scotch,Whisky,4,609,Canongate
3413,44.36025,ml,Aperol,Liqueur,10,609,Canongate
3414,14.78675,ml,"Sweet vermouth, Carpano Punt e Mes",Wine,8,609,Canongate
3415,14.78675,ml,Walnut Liqueur,Liqueur,10,609,Canongate
3416,1,,Cherry,Garnish,11,609,Canongate
3417,29.5735,ml,"Rye, Rittenhouse",Whisky,4,610,Cantilever
3418,14.78675,ml,"Gin, Gordon's",Gin,1,610,Cantilever
3419,14.78675,ml,Byrrh,Wine,8,610,Cantilever
3420,29.5735,ml,Amaro Lucano (Lucano Anniversario),Liqueur,10,610,Cantilever
3421,1,twst,Lemon peel,Garnish,11,610,Cantilever
3422,22.180125,ml,Reposado Tequila,Tequila,6,611,Cantinflas Mustache
3423,22.180125,ml,Mezcal,Mezcal,20,611,Cantinflas Mustache
3424,22.180125,ml,Amaro Meletti,Liqueur,10,611,Cantinflas Mustache
3425,22.180125,ml,Bonal Gentiane Quina,Wine,8,611,Cantinflas Mustache
3426,2,ds,"Bitters, Bittermens Xocolatl Mole",General,0,611,Cantinflas Mustache
3427,1,twst,Orange peel,Garnish,11,611,Cantinflas Mustache
3428,44.36025,ml,"Ginger liqueur, Domaine de Canton",Liqueur,10,612,Canton Daisy
3429,29.5735,ml,Lemon juice,General,0,612,Canton Daisy
3430,22.180125,ml,"Herbal liqueur, Green Chartreuse",Liqueur,10,612,Canton Daisy
3431,7.393375,ml,Simple syrup,General,0,612,Canton Daisy
3432,8,dr,"Bitters, Brooklyn Hemispherical Bitters Rhubarb",General,0,612,Canton Daisy
3433,1,cube,Candied Ginger,General,0,612,Canton Daisy
3434,1,spl,Club Soda,General,0,612,Canton Daisy
3435,44.36025,ml,Fernet Branca,Spirits,21,613,Cantina Band
3436,14.78675,ml,Gin,Gin,1,613,Cantina Band
3437,29.5735,ml,Lime juice,General,0,613,Cantina Band
3438,22.180125,ml,Simple syrup,General,0,613,Cantina Band
3439,3,sli,Cucumber,General,0,613,Cantina Band
3440,59.147,ml,Ginger beer,General,0,613,Cantina Band
3441,59.147,ml,Cappelletti Aperitivo,Liqueur,10,614,Cap & Snaps
3442,29.5735,ml,Aquavit,Spirits,21,614,Cap & Snaps
3443,2,ds,"Orange bitters, Regans' orange bitters",General,0,614,Cap & Snaps
3444,1,twst,Orange peel,Garnish,11,614,Cap & Snaps
3445,44.36025,ml,Añejo rum,Rum,2,615,Captain Anne Bonnie
3446,14.78675,ml,Lime juice,General,0,615,Captain Anne Bonnie
3447,1,sli,Nectarine,General,0,615,Captain Anne Bonnie
3448,7.393375,ml,Cynar,Liqueur,10,615,Captain Anne Bonnie
3449,29.5735,ml,"Peach liqueur, Combier",Liqueur,10,615,Captain Anne Bonnie
3450,22.180125,ml,Rhum Agricole (Blanc),Rum,2,616,Captains' Mile
3451,22.180125,ml,Jamaican rum (Funky like Smith & Cross),Rum,2,616,Captains' Mile
3452,14.78675,ml,Cardamaro,Wine,8,616,Captains' Mile
3453,14.78675,ml,Swedish Punsch,Liqueur,10,616,Captains' Mile
3454,14.78675,ml,Lime juice,General,0,616,Captains' Mile
3455,29.5735,ml,Bourbon,Whisky,4,617,Caramel By The Sea
3456,29.5735,ml,"Apple brandy, Laird's Bonded",Brandy,5,617,Caramel By The Sea
3457,29.5735,ml,Averna,Liqueur,10,617,Caramel By The Sea
3458,1⁄2,t,Allspice Dram,Liqueur,10,617,Caramel By The Sea
3459,14.78675,ml,Sea salt caramel syrup (Sonoma Syrup Co.),General,0,617,Caramel By The Sea
3460,44.36025,ml,Aquavit,Spirits,21,618,Caraway Daiquiri
3461,22.180125,ml,"Herbal liqueur, Green Chartreuse",Liqueur,10,618,Caraway Daiquiri
3462,22.180125,ml,Lime juice,General,0,618,Caraway Daiquiri
3463,14.78675,ml,Cane syrup,General,0,618,Caraway Daiquiri
3464,1,pn,Salt,General,0,618,Caraway Daiquiri
3465,5,lf,Mint,General,0,618,Caraway Daiquiri
3466,51.753625,ml,Añejo rum (Kirk & Sweeney 12 Year),Rum,2,619,Caribbean Coffee Crush
3467,14.78675,ml,Falernum,Liqueur,10,619,Caribbean Coffee Crush
3468,2,ds,Fernet Branca,Spirits,21,619,Caribbean Coffee Crush
3469,29.5735,ml,Simple syrup,General,0,619,Caribbean Coffee Crush
3470,3,wdg,Pineapple,General,0,619,Caribbean Coffee Crush
3471,14.78675,ml,Lime juice,General,0,619,Caribbean Coffee Crush
3472,29.5735,ml,Apple Brandy,Brandy,5,620,Carmen Miranda
3473,29.5735,ml,"Rum, Plantation Stiggins' Fancy",Rum,2,620,Carmen Miranda
3474,14.78675,ml,Pear eau de vie,Brandy,5,620,Carmen Miranda
3475,2,ds,"Orange bitters, Regans' orange bitters",General,0,620,Carmen Miranda
3476,1,t,Rich simple syrup 2:1,General,0,620,Carmen Miranda
3477,59.147,ml,Bourbon,Whisky,4,621,Carpano Sour
3478,29.5735,ml,"Sweet vermouth, Carpano Antica Formula",Wine,8,621,Carpano Sour
3479,29.5735,ml,Lemon juice,General,0,621,Carpano Sour
3480,14.78675,ml,Simple syrup,General,0,621,Carpano Sour
3481,14.78675,ml,Egg white (Half an egg white),General,0,621,Carpano Sour
3482,1,?,"Maraschino cherry, Luxardo",General,0,621,Carpano Sour
3483,59.147,ml,"Irish whiskey, Bushmill's",Whisky,4,622,The Carrauntouhill
3484,29.5735,ml,Averna,Liqueur,10,622,The Carrauntouhill
3485,14.78675,ml,"Coffee liqueur, Kahlua",Liqueur,10,622,The Carrauntouhill
3486,7.393375,ml,Heavy Cream,General,0,622,The Carrauntouhill
3487,1,,Egg white,General,0,622,The Carrauntouhill
3488,2,ds,"Chocolate bitters, Bittermens Xocolatl Mole",General,0,622,The Carrauntouhill
3489,44.36025,ml,"Rye, Dad's Hat",Whisky,4,623,Carrie's Book Club
3490,22.180125,ml,Orange Curaçao (Pierre Ferrand),Liqueur,10,623,Carrie's Book Club
3491,14.78675,ml,Bénédictine,General,0,623,Carrie's Book Club
3492,14.78675,ml,Simple syrup,General,0,623,Carrie's Book Club
3493,3,ds,Bitters (Riemerschmid bitters),General,0,623,Carrie's Book Club
3494,44.36025,ml,Cognac,Brandy,5,624,Caruso Cocktail (via Eric Felton)
3495,14.78675,ml,Sweet vermouth,Wine,8,624,Caruso Cocktail (via Eric Felton)
3496,7.393375,ml,Bénédictine,General,0,624,Caruso Cocktail (via Eric Felton)
3497,2,ds,"Bitters, Angostura",General,0,624,Caruso Cocktail (via Eric Felton)
3498,1,,Cherry,Garnish,11,624,Caruso Cocktail (via Eric Felton)
3499,3,wdg,Lime,General,0,625,Casa Samba
3500,1,cube,Sugar (Or 1 tsp),General,0,625,Casa Samba
3501,59.147,ml,Cachaça,Rum,2,625,Casa Samba
3502,14.78675,ml,Bénédictine,General,0,625,Casa Samba
3503,1,ds,Peychaud's Bitters,General,0,625,Casa Samba
3504,1,ds,Absinthe,Spirits,21,625,Casa Samba
3505,2,dr,Salt Solution (Or a tiny pinch salt),General,0,625,Casa Samba
3506,22.180125,ml,"Blanco tequila, Casamigos",Tequila,6,626,Casa Arancione
3507,22.180125,ml,"Orange liqueur, Grand Marnier",Liqueur,10,626,Casa Arancione
3508,22.180125,ml,"Sweet vermouth, Cinzano Bianco",Wine,8,626,Casa Arancione
3509,3,ds,"Orange flower water, Fee Brothers",General,0,626,Casa Arancione
3510,1,wdg,Lemon,General,0,626,Casa Arancione
3511,59.147,ml,Añejo rum (Barbancourt 8 Year),Rum,2,627,Castaway
3512,22.180125,ml,"Falernum, Velvet Falernum",Liqueur,10,627,Castaway
3513,44.36025,ml,Coconut Water,General,0,627,Castaway
3514,29.5735,ml,Pink guava puree (Or nectar),General,0,627,Castaway
3515,14.78675,ml,"Demerara Rum, Lemon Hart",Rum,2,627,Castaway
3516,6,dr,"Bitters, Bittermens 'Elemakule Tiki",General,0,627,Castaway
3517,22.180125,ml,Lime juice,General,0,627,Castaway
3518,29.5735,ml,Rum (Plantation OFTD),Rum,2,628,Caveat Emptor
3519,29.5735,ml,"Sherry, Lustau East India Solera",Wine,8,628,Caveat Emptor
3520,14.78675,ml,Bénédictine,General,0,628,Caveat Emptor
3521,14.78675,ml,Cynar,Liqueur,10,628,Caveat Emptor
3522,1,ds,"Bitters, Bittermens Xocolatl Mole",General,0,628,Caveat Emptor
3523,1,rinse,Campari (Glass rinse),Liqueur,10,628,Caveat Emptor
3524,1,twst,Grapefruit peel,Garnish,11,628,Caveat Emptor
3525,44.36025,ml,Mezcal,Mezcal,20,629,Chachita
3526,14.78675,ml,"Sweet vermouth, Carpano Punt e Mes",Wine,8,629,Chachita
3527,14.78675,ml,Cynar,Liqueur,10,629,Chachita
3528,14.78675,ml,Bénédictine,General,0,629,Chachita
3529,1,ds,"Bitters, Bittermens Xocolatl Mole",General,0,629,Chachita
3530,1,twst,Orange peel,Garnish,11,629,Chachita
3531,29.5735,ml,Añejo tequila,Tequila,6,630,Chac Mool
3532,22.180125,ml,"Damiana Liqueur, Agavero",Liqueur,10,630,Chac Mool
3533,14.78675,ml,"Triple sec, Cointreau Noir",Liqueur,10,630,Chac Mool
3534,14.78675,ml,Lime juice,General,0,630,Chac Mool
3535,14.78675,ml,Grapefruit juice,General,0,630,Chac Mool
3536,1,bsp,Agave Syrup,General,0,630,Chac Mool
3537,2,ds,"Bitters, Bittermens Xocolatl Mole",General,0,630,Chac Mool
3538,59.147,ml,"Bourbon, Maker's Mark (Chai Infused)",Whisky,4,631,Chai-Town Brown
3539,1,bsp,Allspice Dram,Liqueur,10,631,Chai-Town Brown
3540,1,bsp,"Grade B maple syrup, Deep Mountain",General,0,631,Chai-Town Brown
3541,3,ds,"Bitters, Fee Brothers Black Walnut",General,0,631,Chai-Town Brown
3542,22.180125,ml,Grapefruit juice (white),General,0,632,Champagne Year
3543,14.78675,ml,"Aromatized wine, Cocchi Americano",Wine,8,632,Champagne Year
3544,14.78675,ml,Amaro Nonino,Liqueur,10,632,Champagne Year
3545,1,t,Marmalade,General,0,632,Champagne Year
3546,2,ds,Peychaud's Bitters,General,0,632,Champagne Year
3547,118.294,ml,Champagne,Wine,8,632,Champagne Year
3548,1,ds,Rose water,Garnish,11,632,Champagne Year
3549,59.147,ml,"Gin, Hendrick's",Gin,1,633,Charlie Tango
3550,14.78675,ml,"Elderflower liqueur, Chase",Liqueur,10,633,Charlie Tango
3551,22.180125,ml,"Crème de Violette, Rothman & Winter",General,0,633,Charlie Tango
3552,14.78675,ml,Lemon juice,General,0,633,Charlie Tango
3553,59.147,ml,Rye,Whisky,4,634,The Cheerwine & Rye Sour
3554,29.5735,ml,Cheerwine Simple Syrup,Wine,8,634,The Cheerwine & Rye Sour
3555,22.180125,ml,Lemon juice,General,0,634,The Cheerwine & Rye Sour
3556,1,spg,Mint,Garnish,11,634,The Cheerwine & Rye Sour
3557,1,twst,Lemon peel,Garnish,11,634,The Cheerwine & Rye Sour
3558,29.5735,ml,"Bourbon, Knob Creek (single barrel 120)",Whisky,4,635,Chemlabier
3559,29.5735,ml,Gran Classico,General,0,635,Chemlabier
3560,29.5735,ml,"Aromatized wine, Cocchi Americano Rosa",Wine,8,635,Chemlabier
3561,2,ds,Bitters (Dead Rabbit Orinoco),General,0,635,Chemlabier
3562,6,dr,"Bitters, Bittermens Xocolatl Mole",General,0,635,Chemlabier
3563,44.36025,ml,Bourbon,Whisky,4,636,Cherry Christmas
3564,29.5735,ml,Amaro Montenegro,Liqueur,10,636,Cherry Christmas
3565,29.5735,ml,Cherry cider,General,0,636,Cherry Christmas
3566,2,ds,"Bitters, Angostura",General,0,636,Cherry Christmas
3567,29.5735,ml,"Kirschwasser, Schladerer",Brandy,5,637,Cherry Herring No. 2
3568,29.5735,ml,"Sweet vermouth, Cocchi",Wine,8,637,Cherry Herring No. 2
3569,14.78675,ml,"Pear liqueur, Mathilde",Liqueur,10,637,Cherry Herring No. 2
3570,2,ds,"Bitters, Fee Brothers Cherry",General,0,637,Cherry Herring No. 2
3571,29.5735,ml,Prosecco,Wine,8,637,Cherry Herring No. 2
3572,73.93375,ml,Rye,Whisky,4,638,Chocolate Manhattan
3573,29.5735,ml,Cynar,Liqueur,10,638,Chocolate Manhattan
3574,2,ds,"Bitters, Fee Brothers Aztec Chocolate",General,0,638,Chocolate Manhattan
3575,1,twst,Lemon peel,General,0,638,Chocolate Manhattan
3576,1,,Brandied cherry (optional),General,0,638,Chocolate Manhattan
3577,49.28916666666666,ml,"Gin, Tanqueray 10",Gin,1,639,Choke Me Softly
3578,49.28916666666666,ml,Cynar,Liqueur,10,639,Choke Me Softly
3579,1,t,"Lychee liqueur, Soho",Liqueur,10,639,Choke Me Softly
3580,2,ds,Fernet Branca,Spirits,21,639,Choke Me Softly
3581,1,twst,Grapefruit peel,Garnish,11,639,Choke Me Softly
3582,36.966875,ml,Cynar,Liqueur,10,640,Choke On This Drink
3583,22.180125,ml,Rye,Whisky,4,640,Choke On This Drink
3584,14.78675,ml,"Dry vermouth, Noilly Prat",Wine,8,640,Choke On This Drink
3585,14.78675,ml,Cognac,Brandy,5,640,Choke On This Drink
3586,10,dr,"Bitters, Bittermens (Orange Cream Citrate)",General,0,640,Choke On This Drink
3587,2,ds,"Bitters, Brooklyn Hemispherical Bitters Black Mission Fig",General,0,640,Choke On This Drink
3588,1,t,Orgeat,General,0,640,Choke On This Drink
3589,29.5735,ml,Gin,Gin,1,641,"Choke up, little Suzy"
3590,29.5735,ml,Cynar,Liqueur,10,641,"Choke up, little Suzy"
3591,29.5735,ml,Suze,Liqueur,10,641,"Choke up, little Suzy"
3592,1,sli,Orange peel,General,0,641,"Choke up, little Suzy"
3593,29.5735,ml,"Gin, St. George Botanivore",Gin,1,642,Christmas in France
3594,29.5735,ml,Salers Gentiane,Liqueur,10,642,Christmas in France
3595,14.78675,ml,Genepy,Liqueur,10,642,Christmas in France
3596,14.78675,ml,Suze,Liqueur,10,642,Christmas in France
3597,6,ds,Bitters (Vera's Maine Pine Bitters),General,0,642,Christmas in France
3598,59.147,ml,"Coconut Cream, Coco López",General,0,643,Christmas Island
3599,29.5735,ml,"Don's Mix, B.G. Reynolds",General,0,643,Christmas Island
3600,29.5735,ml,Falernum,Liqueur,10,643,Christmas Island
3601,59.147,ml,"Jamaican rum, Coruba",Rum,2,643,Christmas Island
3602,14.78675,ml,Lime juice,General,0,643,Christmas Island
3603,2,ds,"Bitters, Angostura",General,0,643,Christmas Island
3604,44.36025,ml,Gold rum (Goslings),Rum,2,644,Church Bay Cooler
3605,14.78675,ml,"Sherry, Lustau Dry Amontillado",Wine,8,644,Church Bay Cooler
3606,22.180125,ml,"Passion fruit syrup, B.G. Reynolds",General,0,644,Church Bay Cooler
3607,22.180125,ml,Lemon juice,General,0,644,Church Bay Cooler
3608,44.36025,ml,"Vanilla Soda water, DRY Vanilla Bean (top with)",General,0,644,Church Bay Cooler
3609,1,spg,Mint,Garnish,11,644,Church Bay Cooler
3610,1,wdg,Lemon,Garnish,11,644,Church Bay Cooler
3611,44.36025,ml,"Tequila, Jose Cuervo Tradicional Silver",Tequila,6,645,CINCO DE MAYO
3612,14.78675,ml,Crème de Fraise,Liqueur,10,645,CINCO DE MAYO
3613,14.78675,ml,"Aromatized wine, Dubonnet Rouge",Wine,8,645,CINCO DE MAYO
3614,14.78675,ml,Lemon juice,General,0,645,CINCO DE MAYO
3615,1,bsp,Agave Syrup,General,0,645,CINCO DE MAYO
3616,1⁄4,,Red Bell Pepper,General,0,645,CINCO DE MAYO
3617,5,,Raspberry,General,0,645,CINCO DE MAYO
3618,1,bsp,"Mezcal, Del Maguey Vida",Mezcal,20,645,CINCO DE MAYO
3619,44.36025,ml,Gin,Gin,1,646,Circles and Seasons
3620,29.5735,ml,Grapefruit juice,General,0,646,Circles and Seasons
3621,14.78675,ml,Maple syrup,General,0,646,Circles and Seasons
3622,2,ds,"Bitters, Angostura",General,0,646,Circles and Seasons
3623,1,twst,Grapefruit peel,Garnish,11,646,Circles and Seasons
3624,59.147,ml,Blanco Tequila,Tequila,6,647,Ciquita Picante
3625,2,,Strawberry (small to medium),General,0,647,Ciquita Picante
