,ingredient_amount,ingredient_unit,ingredient_name,type_string,type_num,cocktail_id,cocktail_name
381,14.78675,ml,"Mezcal, Ilegal Reposado",Mezcal,20,68,Orange Sunset
382,14.78675,ml,Aperol,Liqueur,10,68,Orange Sunset
383,59.147,ml,"Apple brandy, Laird's Bonded",Brandy,5,69,Orchard Street
384,14.78675,ml,"Sweet vermouth, Carpano Punt e Mes",Wine,8,69,Orchard Street
385,14.78675,ml,Amaro Nardini,Liqueur,10,69,Orchard Street
386,7.393375,ml,Oloroso sherry (Or Amontillado),General,0,69,Orchard Street
387,1,twst,Lemon peel,Garnish,11,69,Orchard Street
388,44.36025,ml,Bourbon,Whisky,4,70,Orchard Sun
389,29.5735,ml,"Apricot liqueur, Rothman & Winter Orchard Apricot",Liqueur,10,70,Orchard Sun
390,1,bsp,Averna,Liqueur,10,70,Orchard Sun
391,1,bsp,Lemon juice,General,0,70,Orchard Sun
392,1,twst,Lemon peel,Garnish,11,70,Orchard Sun
393,29.5735,ml,Reposado Tequila,Tequila,6,71,Original Cinn
394,29.5735,ml,"Rum, Banks 5 Island",Rum,2,71,Original Cinn
395,29.5735,ml,"Amaro, Jefferson",Liqueur,10,71,Original Cinn
396,7.393375,ml,"Crème de Cacao, Tempus Fugit",Liqueur,10,71,Original Cinn
397,5,dr,"Bitters, Bittermens 'Elemakule Tiki",General,0,71,Original Cinn
398,1,sli,Orange,Garnish,11,71,Original Cinn
399,44.36025,ml,Gin,Gin,1,72,Ott's Special
400,22.180125,ml,Strega,Liqueur,10,72,Ott's Special
401,22.180125,ml,Dry vermouth,Wine,8,72,Ott's Special
402,1,ds,"Orange bitters, Regans' orange bitters",General,0,72,Ott's Special
403,1,ds,"Bitters, Fee Brothers Orange",General,0,72,Ott's Special
404,1,twst,Orange peel,Garnish,11,72,Ott's Special
405,22.180125,ml,Pacharan,Gin,1,73,Otoño Cocktail
406,2,bsp,"Coffee liqueur, Arakú (Rum based Coffee Liqueur)",Rum,2,73,Otoño Cocktail
407,44.36025,ml,"Irish whiskey, Jameson",Whisky,4,73,Otoño Cocktail
408,1,ds,"Bitters, Angostura",General,0,73,Otoño Cocktail
409,44.36025,ml,"Dark rum, Barbancourt 8",Rum,2,74,Otto's Kin
410,14.78675,ml,Campari,Liqueur,10,74,Otto's Kin
411,14.78675,ml,Lime juice,General,0,74,Otto's Kin
412,14.78675,ml,Orange juice,General,0,74,Otto's Kin
413,44.36025,ml,Chinotto,General,0,74,Otto's Kin
414,44.36025,ml,"Oude genever, Bols",Spirits,21,75,Oude Bloodhound
415,44.36025,ml,"Sweet vermouth, Carpano Antica Formula",Wine,8,75,Oude Bloodhound
416,22.180125,ml,Strawberry shrub,General,0,75,Oude Bloodhound
417,1,twst,Lemon peel,Garnish,11,75,Oude Bloodhound
418,44.36025,ml,Gin (Russell Henry Hawaiian White Ginger),Gin,1,76,Ovid's First Century Myth
419,14.78675,ml,"Aromatized wine, Cocchi Barolo Chinato",Wine,8,76,Ovid's First Century Myth
420,7.393375,ml,"Orange chocolate liqueur, Distillerie de Biercée Orangine",Liqueur,10,76,Ovid's First Century Myth
421,2,ds,Bitters (Five Watt Coriander Bitters),General,0,76,Ovid's First Century Myth
422,59.147,ml,"Añejo tequila, Don Julio Añejo",Tequila,6,77,P'al Don
423,14.78675,ml,Ancho Reyes Verde chile liqueur,Liqueur,10,77,P'al Don
424,14.78675,ml,Honey syrup,General,0,77,P'al Don
425,2,ds,"Bitters, Angostura",General,0,77,P'al Don
426,1,twst,Orange peel,Garnish,11,77,P'al Don
427,29.5735,ml,Campari,Liqueur,10,78,Painmaker
428,14.78675,ml,"Coconut vodka, Skyy",Vodka,3,78,Painmaker
429,14.78675,ml,"Orange liqueur, Clément Créole Shrubb",Liqueur,10,78,Painmaker
430,14.78675,ml,Pineapple juice,General,0,78,Painmaker
431,29.5735,ml,Lime juice,General,0,78,Painmaker
432,44.36025,ml,"Blanco tequila, Milagro Silver",Tequila,6,79,Pamalagro Crusta
433,29.5735,ml,"Pomegranate Liqueur, Pama",Liqueur,10,79,Pamalagro Crusta
434,14.78675,ml,Lime juice,General,0,79,Pamalagro Crusta
435,1,bsp,"Allspice Dram, St. Elizabeth",Liqueur,10,79,Pamalagro Crusta
436,1,twst,Pomegranate peel,Garnish,11,79,Pamalagro Crusta
437,1,?,Sugar,Garnish,11,79,Pamalagro Crusta
438,44.36025,ml,"Brandy, Copper & Kings",Brandy,5,80,Pantry Raid
439,14.78675,ml,"Aromatized wine, Lillet Blanc",Wine,8,80,Pantry Raid
440,14.78675,ml,"Falernum, Bitter Truth",Liqueur,10,80,Pantry Raid
441,14.78675,ml,"Peach liqueur, Edmond Briottet",Liqueur,10,80,Pantry Raid
442,2,ds,Lemon bitters (Dashfire),General,0,80,Pantry Raid
443,44.36025,ml,"Rum, Smith & Cross",Rum,2,81,Papa's Punch
444,7.393375,ml,"Maraschino Liqueur, Luxardo",Liqueur,10,81,Papa's Punch
445,14.78675,ml,Lime juice,General,0,81,Papa's Punch
446,14.78675,ml,Orange juice,General,0,81,Papa's Punch
447,14.78675,ml,Grapefruit juice,General,0,81,Papa's Punch
448,7.393375,ml,Rich simple syrup 2:1 (optional),General,0,81,Papa's Punch
449,2,ds,Bitters (clove),General,0,81,Papa's Punch
450,44.36025,ml,"Bourbon, Four Roses",Whisky,4,82,Pantone
451,29.5735,ml,Lemon juice,General,0,82,Pantone
452,14.78675,ml,"Triple sec, Combier L'Original Liqueur D'Orange",Liqueur,10,82,Pantone
453,14.78675,ml,Kummel,Liqueur,10,82,Pantone
454,14.78675,ml,Ginger syrup,General,0,82,Pantone
455,22.180125,ml,Beet juice,General,0,82,Pantone
456,10,dr,Salt Solution,General,0,82,Pantone
457,73.93375,ml,Añejo tequila,Tequila,6,83,Pasado de Moda
458,7.393375,ml,"Vanilla liqueur, Nanys (or Licor 43)",Liqueur,10,83,Pasado de Moda
459,1,t,"Maguey sweet sap, Villa de Patos (or agave nectar)",General,0,83,Pasado de Moda
460,2,ds,"Bitters, Angostura",General,0,83,Pasado de Moda
461,1,sli,Orange peel,General,0,83,Pasado de Moda
462,44.36025,ml,Rhum Agricole (Blanc),Rum,2,84,Patois
463,29.5735,ml,Dry vermouth,Wine,8,84,Patois
464,7.393375,ml,Amer Picon,Liqueur,10,84,Patois
465,7.393375,ml,Bénédictine,General,0,84,Patois
466,1,twst,Orange peel,Garnish,11,84,Patois
467,73.93375,ml,"Reposado Tequila, Roca Patrón",Tequila,6,85,The Pastry War Cocktail
468,14.78675,ml,"Sweet vermouth, Dolin",Wine,8,85,The Pastry War Cocktail
469,14.78675,ml,Honey syrup (Acacia),General,0,85,The Pastry War Cocktail
470,14.78675,ml,Lemon juice,General,0,85,The Pastry War Cocktail
471,8,dr,"Bitters, Bittermens Xocolatl Mole",General,0,85,The Pastry War Cocktail
472,1,ds,Mace tincture (with arnica flower-wormwood),General,0,85,The Pastry War Cocktail
473,1,,"Tea, Chai",General,0,85,The Pastry War Cocktail
474,1,pn,Nutmeg,Garnish,11,85,The Pastry War Cocktail
475,29.5735,ml,"Rhum Agricole, Rhum Agricole JM VSOP",Rum,2,86,The Peace Cocktail
476,29.5735,ml,Amaro (Casoni 1814),Liqueur,10,86,The Peace Cocktail
477,29.5735,ml,Bonal Gentiane Quina,Wine,8,86,The Peace Cocktail
478,59.147,ml,"Rye, Rittenhouse",Whisky,4,87,Peace's Rhesus
479,7.393375,ml,Maraschino Liqueur,Liqueur,10,87,Peace's Rhesus
480,14.78675,ml,Crème de Cacao,Liqueur,10,87,Peace's Rhesus
481,7.393375,ml,Cynar,Liqueur,10,87,Peace's Rhesus
482,2,ds,"Bitters, Bittermens Xocolatl Mole",General,0,87,Peace's Rhesus
483,1,twst,Lemon peel,General,0,87,Peace's Rhesus
484,59.147,ml,"Rye, Bulleit",Whisky,4,88,Pearl Handle Gun
485,22.180125,ml,Hibiscus cordial,Spirits,21,88,Pearl Handle Gun
486,22.180125,ml,Lemon juice,General,0,88,Pearl Handle Gun
487,14.78675,ml,Grapefruit juice,General,0,88,Pearl Handle Gun
488,7.393375,ml,"Allspice Dram, St. Elizabeth",Liqueur,10,88,Pearl Handle Gun
489,1,ds,Absinthe,Spirits,21,88,Pearl Handle Gun
490,59.147,ml,"Bourbon, Wild Turkey 101",Whisky,4,89,Pecan Pie
491,14.78675,ml,"Sweet vermouth, Carpano Punt e Mes",Wine,8,89,Pecan Pie
492,14.78675,ml,Amaro Montenegro,Liqueur,10,89,Pecan Pie
493,7.393375,ml,"Curaçao, Pierre Ferrand Dry",Liqueur,10,89,Pecan Pie
494,2,ds,"Bitters, Fee Brothers Black Walnut",General,0,89,Pecan Pie
495,1,twst,Lemon peel,Garnish,11,89,Pecan Pie
496,44.36025,ml,"Light rum, Plantation 3 Star",Rum,2,90,Pêcher du Soleil
497,22.180125,ml,White Peach Shrub,General,0,90,Pêcher du Soleil
498,22.180125,ml,Lime juice,General,0,90,Pêcher du Soleil
499,14.78675,ml,"Peach liqueur, Edmond Briottet",Liqueur,10,90,Pêcher du Soleil
500,7.393375,ml,"Ginger liqueur, Domaine de Canton",Liqueur,10,90,Pêcher du Soleil
501,1,rinse,"Lemon Tree Bitters, Bittercube",General,0,90,Pêcher du Soleil
502,44.36025,ml,"Gin, Tanqueray Rangpur",Gin,1,91,The Penthouse
503,44.36025,ml,"Vodka, Reyka",Vodka,3,91,The Penthouse
504,7.393375,ml,"Elderflower liqueur, St. Germain",Liqueur,10,91,The Penthouse
505,14.78675,ml,Lemon juice,General,0,91,The Penthouse
506,1,twst,Lemon peel,General,0,91,The Penthouse
507,59.147,ml,"Rye, Rittenhouse",Whisky,4,92,Pepper Upper
508,22.180125,ml,Lemon juice,General,0,92,Pepper Upper
509,14.78675,ml,Simple syrup (arbol-chili-infused),General,0,92,Pepper Upper
510,2,ds,"Bitters, Angostura",General,0,92,Pepper Upper
511,1,bsp,Blanco tequila (as float),Tequila,6,92,Pepper Upper
512,1,twst,Lemon peel,Garnish,11,92,Pepper Upper
513,59.147,ml,Gin,Gin,1,93,El Pepino
514,14.78675,ml,"Aromatized wine, Lillet Blanc",Wine,8,93,El Pepino
515,7.393375,ml,Bénédictine,General,0,93,El Pepino
516,1,ds,"Bitters, Scrappy's Black Lemon",General,0,93,El Pepino
517,1,,Pickle,Garnish,11,93,El Pepino
518,1,twst,Lemon peel,Garnish,11,93,El Pepino
519,22.180125,ml,"Dry vermouth, Vya",Wine,8,94,Perfect Summit Manhattan
520,22.180125,ml,"Muscat Wine, Chambers",Wine,8,94,Perfect Summit Manhattan
521,7.393375,ml,Orange Curaçao,Liqueur,10,94,Perfect Summit Manhattan
522,3,dr,"Bitters, Fee Brothers Whiskey Barrel Aged",Whisky,4,94,Perfect Summit Manhattan
523,73.93375,ml,"Bourbon, Woodford Reserve",Whisky,4,94,Perfect Summit Manhattan
524,1,twst,Orange peel,Garnish,11,94,Perfect Summit Manhattan
525,1,,Maraschino cherry,Garnish,11,94,Perfect Summit Manhattan
526,36.966875,ml,"Gin, St. George Terroir",Gin,1,95,Pergélisol
527,14.78675,ml,Zirbenz Stone Pine Liqueur,Liqueur,10,95,Pergélisol
528,7.393375,ml,"Amaretto, Lazzaroni",Liqueur,10,95,Pergélisol
529,1,bsp,Bénédictine,General,0,95,Pergélisol
530,9.857833333333332,ml,Lemon juice,General,0,95,Pergélisol
531,29.5735,ml,"Rye, Rittenhouse",Whisky,4,96,Personal Item
532,14.78675,ml,Grappa,Brandy,5,96,Personal Item
533,44.36025,ml,Amaro (Jefferson),Liqueur,10,96,Personal Item
534,1,twst,Lemon peel,Garnish,11,96,Personal Item
535,44.36025,ml,Pisco,Brandy,5,97,Peruvian Necktie
536,14.78675,ml,Bénédictine,General,0,97,Peruvian Necktie
537,14.78675,ml,Apricot liqueur,Liqueur,10,97,Peruvian Necktie
538,14.78675,ml,Lime juice,General,0,97,Peruvian Necktie
539,10,dr,Absinthe,Spirits,21,97,Peruvian Necktie
540,1,twst,Orange peel,Garnish,11,97,Peruvian Necktie
541,44.36025,ml,Gin (Dry or London Dry),Gin,1,98,Perverted by Language
542,14.78675,ml,Sloe gin,Gin,1,98,Perverted by Language
543,14.78675,ml,Sweet vermouth,Wine,8,98,Perverted by Language
544,14.78675,ml,Cynar,Liqueur,10,98,Perverted by Language
545,1,rinse,Absinthe (Rinse of glass),Spirits,21,98,Perverted by Language
546,1,twst,Lemon peel,Garnish,11,98,Perverted by Language
547,73.93375,ml,Gin,Gin,1,99,Pesto Martini
548,14.78675,ml,Dry vermouth,Wine,8,99,Pesto Martini
549,1,t,Pine Nuts,General,0,99,Pesto Martini
550,3,lf,Basil,General,0,99,Pesto Martini
551,59.147,ml,Gin (London Dry),Gin,1,100,Petticoat Junction
552,29.5735,ml,Aperol,Liqueur,10,100,Petticoat Junction
553,14.78675,ml,Lemon juice,General,0,100,Petticoat Junction
554,14.78675,ml,Orgeat,General,0,100,Petticoat Junction
555,2,ds,"Grapefruit bitters, Bitter Truth Grapefruit",General,0,100,Petticoat Junction
556,1,ds,"Cherry Bitters, Fee Brothers Cherry",General,0,100,Petticoat Junction
557,1,twst,Lemon peel,General,0,100,Petticoat Junction
558,29.5735,ml,Blanco Tequila,Tequila,6,101,Phantastic Voyage
559,29.5735,ml,Sotol,Spirits,21,101,Phantastic Voyage
560,14.78675,ml,"Herbal liqueur, Green Chartreuse",Liqueur,10,101,Phantastic Voyage
561,14.78675,ml,Crème de Cacao,Liqueur,10,101,Phantastic Voyage
562,1,ds,Orange bitters,General,0,101,Phantastic Voyage
563,1,ds,Chocolate bitters,General,0,101,Phantastic Voyage
564,1,,Star Anise,Garnish,11,101,Phantastic Voyage
565,1,,Egg yolk,General,0,102,PHI-FLIP
566,1,bsp,Sugar,General,0,102,PHI-FLIP
567,25.8768125,ml,"Yogurt liqueur, Bols",Liqueur,10,102,PHI-FLIP
568,44.36025,ml,"Genever, Bols",Liqueur,10,102,PHI-FLIP
569,14.78675,ml,White port,Wine,8,102,PHI-FLIP
570,2,ds,Peychaud's Bitters,General,0,102,PHI-FLIP
571,44.36025,ml,Reposado Tequila,Tequila,6,103,Phillips Rose
572,29.5735,ml,Sweet vermouth,Wine,8,103,Phillips Rose
573,14.78675,ml,Campari,Liqueur,10,103,Phillips Rose
574,14.78675,ml,Aperol,Liqueur,10,103,Phillips Rose
575,2,ds,Celery bitters,General,0,103,Phillips Rose
576,22.180125,ml,Rye,Whisky,4,104,The Phrasemaker
577,22.180125,ml,Old Tom Gin,Gin,1,104,The Phrasemaker
578,29.5735,ml,Dry vermouth,Wine,8,104,The Phrasemaker
579,7.393375,ml,Bénédictine,General,0,104,The Phrasemaker
580,7.393375,ml,Pineapple syrup,General,0,104,The Phrasemaker
581,2,ds,"Bitters, Bittermens Xocolatl Mole (Angostura Cocoa)",General,0,104,The Phrasemaker
582,44.36025,ml,"Rye, High West Double Rye",Whisky,4,105,Picasso in a Glass
583,1,t,Fernet Branca,Spirits,21,105,Picasso in a Glass
584,2,t,Licor 43,Liqueur,10,105,Picasso in a Glass
585,2,t,"Sweet vermouth, Carpano Antica Formula",Wine,8,105,Picasso in a Glass
586,1,t,Suze,Liqueur,10,105,Picasso in a Glass
587,14.78675,ml,Coffee,General,0,105,Picasso in a Glass
588,2,ds,"Bitters, Bitter Truth Orange",General,0,105,Picasso in a Glass
589,59.147,ml,"Pineapple rum, Plantation Stiggins' Fancy",Rum,2,106,Pickwick Club
590,7.393375,ml,Overproof rum (Plantation OFTD),Rum,2,106,Pickwick Club
591,7.393375,ml,Passion fruit syrup,General,0,106,Pickwick Club
592,7.393375,ml,Vanilla syrup,General,0,106,Pickwick Club
593,7.393375,ml,Allspice Dram,Liqueur,10,106,Pickwick Club
594,2,ds,"Bitters, Angostura",General,0,106,Pickwick Club
595,2,ds,"Bitters, Bittermens Xocolatl Mole",General,0,106,Pickwick Club
596,1,ds,Absinthe,Spirits,21,106,Pickwick Club
597,1,twst,Orange peel,Garnish,11,106,Pickwick Club
598,29.5735,ml,Gin,Gin,1,107,Piglet's Lament
599,14.78675,ml,Campari,Liqueur,10,107,Piglet's Lament
600,7.393375,ml,Cynar,Liqueur,10,107,Piglet's Lament
601,7.393375,ml,Elderflower liqueur,Liqueur,10,107,Piglet's Lament
602,29.5735,ml,Sweet vermouth,Wine,8,107,Piglet's Lament
603,1,twst,Grapefruit peel,Garnish,11,107,Piglet's Lament
604,29.5735,ml,"Tequila, Espolon Reposado",Tequila,6,108,Pierre Rodriguez
605,14.78675,ml,Suze,Liqueur,10,108,Pierre Rodriguez
606,14.78675,ml,"Orange liqueur, Royal Combier",Liqueur,10,108,Pierre Rodriguez
607,29.5735,ml,Grapefruit juice,General,0,108,Pierre Rodriguez
608,1,twst,Grapefruit peel,General,0,108,Pierre Rodriguez
609,59.147,ml,Bourbon,Whisky,4,109,Piggly Quigley
610,14.78675,ml,Campari,Liqueur,10,109,Piggly Quigley
611,14.78675,ml,Sweet vermouth,Wine,8,109,Piggly Quigley
612,14.78675,ml,Dry vermouth,Wine,8,109,Piggly Quigley
613,7.393375,ml,Maraschino Liqueur,Liqueur,10,109,Piggly Quigley
614,1,t,Absinthe,Spirits,21,109,Piggly Quigley
615,1,twst,Lemon peel,Garnish,11,109,Piggly Quigley
616,59.147,ml,"Sweet vermouth, Carpano Punt e Mes",Wine,8,110,Pillars of Society
617,22.180125,ml,Cynar,Liqueur,10,110,Pillars of Society
618,7.393375,ml,"Curaçao, Pierre Ferrand Dry",Liqueur,10,110,Pillars of Society
619,2,ds,Absinthe,Spirits,21,110,Pillars of Society
620,1,twst,Lemon peel,Garnish,11,110,Pillars of Society
621,44.36025,ml,Gin,Gin,1,111,Pimm's Sour
622,44.36025,ml,Pimm's No. 1 Cup,Liqueur,10,111,Pimm's Sour
623,14.78675,ml,Lemon juice,General,0,111,Pimm's Sour
624,7.393375,ml,Elderflower cordial,Spirits,21,111,Pimm's Sour
625,1,t,Cassis,General,0,111,Pimm's Sour
626,59.147,ml,Pimm's No. 1 Cup,Liqueur,10,112,Pimm's Plantation
627,14.78675,ml,"Crème de Banane, Giffard",Liqueur,10,112,Pimm's Plantation
628,22.180125,ml,Pineapple syrup,General,0,112,Pimm's Plantation
629,59.147,ml,"Grapefruit soda, Izze",General,0,112,Pimm's Plantation
630,22.180125,ml,Lime juice,General,0,112,Pimm's Plantation
631,59.147,ml,Dark Rum,Rum,2,113,Piña Colada
632,59.147,ml,Pineapple juice,General,0,113,Piña Colada
633,44.36025,ml,"Coconut Cream, Coco López",General,0,113,Piña Colada
634,1,,Maraschino cherry,Garnish,11,113,Piña Colada
635,1,cube,Pineapple,Garnish,11,113,Piña Colada
636,44.36025,ml,Rye,Whisky,4,114,Pinball Racket
637,14.78675,ml,Mezcal,Mezcal,20,114,Pinball Racket
638,14.78675,ml,Campari,Liqueur,10,114,Pinball Racket
639,14.78675,ml,Cynar,Liqueur,10,114,Pinball Racket
640,2,ds,"Bitters, Bittermens Xocolatl Mole",General,0,114,Pinball Racket
641,1,,Cherry,Garnish,11,114,Pinball Racket
642,59.147,ml,Mezcal,Mezcal,20,115,Pineapple Death Squad
643,22.180125,ml,Falernum,Liqueur,10,115,Pineapple Death Squad
644,14.78675,ml,Pineapple Gum Syrup,General,0,115,Pineapple Death Squad
645,14.78675,ml,Lime juice,General,0,115,Pineapple Death Squad
646,1,sli,Pineapple,Garnish,11,115,Pineapple Death Squad
647,44.36025,ml,Tequila,Tequila,6,116,Pineapple Express (Ryan Stevens)
648,29.5735,ml,Lemon juice,General,0,116,Pineapple Express (Ryan Stevens)
649,14.78675,ml,"Elderflower liqueur, St. Germain",Liqueur,10,116,Pineapple Express (Ryan Stevens)
650,14.78675,ml,"Triple sec, Combier L'Original Liqueur D'Orange",Liqueur,10,116,Pineapple Express (Ryan Stevens)
651,14.78675,ml,Ginger syrup,General,0,116,Pineapple Express (Ryan Stevens)
652,4,cube,"Pineapple (approx 1"" chunks)",General,0,116,Pineapple Express (Ryan Stevens)
653,3,ds,Peychaud's Bitters,General,0,116,Pineapple Express (Ryan Stevens)
654,22.180125,ml,"Gin, Beefeater",Gin,1,117,Pining for the Fjords
655,22.180125,ml,"Aquavit, Tattersall",Spirits,21,117,Pining for the Fjords
656,22.180125,ml,Grapefruit juice,General,0,117,Pining for the Fjords
657,22.180125,ml,Simple syrup,General,0,117,Pining for the Fjords
658,7.393375,ml,Lime juice,General,0,117,Pining for the Fjords
659,1,rinse,Amère Sauvage,Liqueur,10,117,Pining for the Fjords
660,1,twst,Grapefruit peel,Garnish,11,117,Pining for the Fjords
661,59.147,ml,Gin,Gin,1,118,Pink Eye
662,22.180125,ml,"Sweet vermouth, Carpano Punt e Mes",Wine,8,118,Pink Eye
663,7.393375,ml,Campari,Liqueur,10,118,Pink Eye
664,7.393375,ml,Amère Sauvage,Liqueur,10,118,Pink Eye
665,14.78675,ml,Cherry Syrup,General,0,118,Pink Eye
666,14.78675,ml,Half and Half,General,0,118,Pink Eye
667,2,ds,Peychaud's Bitters,Garnish,11,118,Pink Eye
668,22.180125,ml,Gin,Gin,1,119,Pink Sprig
669,22.180125,ml,Aquavit,Spirits,21,119,Pink Sprig
670,14.78675,ml,Campari,Liqueur,10,119,Pink Sprig
671,14.78675,ml,Grapefruit juice (ruby red),General,0,119,Pink Sprig
672,14.78675,ml,Lemon juice,General,0,119,Pink Sprig
673,7.393375,ml,Rich simple syrup 2:1 (grapefruit and bay-leaf infused),General,0,119,Pink Sprig
674,1,sli,Lemon,Garnish,11,119,Pink Sprig
675,44.36025,ml,"Gin, Beefeater",Gin,1,120,Pink Yente
676,14.78675,ml,"Applejack, Lairds",Brandy,5,120,Pink Yente
677,22.180125,ml,Lemon juice,General,0,120,Pink Yente
678,1,,Egg white,General,0,120,Pink Yente
679,14.78675,ml,"Red wine, Manischewitz (Manischewitz syrup)",Wine,8,120,Pink Yente
680,44.36025,ml,"Tequila, Milagro Silver",Tequila,6,121,Piquant Paloma
681,7.393375,ml,"Elderflower liqueur, St. Germain",Liqueur,10,121,Piquant Paloma
682,29.5735,ml,Grapefruit juice,General,0,121,Piquant Paloma
683,14.78675,ml,Lime juice,General,0,121,Piquant Paloma
684,14.78675,ml,Simple syrup,General,0,121,Piquant Paloma
685,4,ds,"Chipotle pepper sauce, Tabasco",General,0,121,Piquant Paloma
686,3,ds,"Grapefruit bitters, Fee Brothers",General,0,121,Piquant Paloma
687,118.294,ml,Grapefruit soda,General,0,121,Piquant Paloma
688,1,sli,Peach,General,0,121,Piquant Paloma
689,29.5735,ml,Scotch,Whisky,4,122,Pirate's Alley
690,29.5735,ml,Cognac,Brandy,5,122,Pirate's Alley
691,14.78675,ml,Walnut Liqueur,Liqueur,10,122,Pirate's Alley
692,14.78675,ml,Bénédictine,General,0,122,Pirate's Alley
693,3,ds,Peychaud's Bitters,General,0,122,Pirate's Alley
694,1,rinse,Absinthe,Spirits,21,122,Pirate's Alley
695,1,twst,Lemon peel,Garnish,11,122,Pirate's Alley
696,36.966875,ml,Blanco Tequila,Tequila,6,123,Pirueta
697,36.966875,ml,Sotol,Spirits,21,123,Pirueta
698,14.78675,ml,Ancho Reyes Verde chile liqueur,Liqueur,10,123,Pirueta
699,7.393375,ml,Grenadine,General,0,123,Pirueta
700,2,ds,Celery bitters,General,0,123,Pirueta
701,1,,Cocktail onion,Garnish,11,123,Pirueta
702,29.5735,ml,"Pisco, Cesar Italia",Brandy,5,124,Pisco Patio
703,29.5735,ml,Aperol,Liqueur,10,124,Pisco Patio
704,14.78675,ml,Lime juice,General,0,124,Pisco Patio
705,3,ds,"Grapefruit bitters, Fee Brothers",General,0,124,Pisco Patio
706,118.294,ml,Tonic water,General,0,124,Pisco Patio
707,1,twst,Lime peel,General,0,124,Pisco Patio
708,29.5735,ml,"Mezcal, Del Maguey Vida",Mezcal,20,125,Piso Mojado
709,29.5735,ml,"Blanco tequila, El Tesoro Platinum",Tequila,6,125,Piso Mojado
710,22.180125,ml,"Strawberry shrub (With basil, kiwi, & black peppercorns)",General,0,125,Piso Mojado
711,7.393375,ml,"Curaçao, Pierre Ferrand Dry",Liqueur,10,125,Piso Mojado
712,7.393375,ml,Lime juice,General,0,125,Piso Mojado
713,3,ds,"Bitters, Bittermens Burlesque",General,0,125,Piso Mojado
714,44.36025,ml,"Martinique Rum, Clément (Blanc Première canne)",Rum,2,126,Pisse Tafia
715,14.78675,ml,Herbal liqueur (Élixir d'Armorique Warenghem),Liqueur,10,126,Pisse Tafia
716,29.5735,ml,Cider (Fermier brut),General,0,126,Pisse Tafia
717,22.180125,ml,Lime juice,General,0,126,Pisse Tafia
718,14.78675,ml,Cane syrup,General,0,126,Pisse Tafia
719,3,ds,"Bitters, Dale DeGroff's Pimento Bitters",General,0,126,Pisse Tafia
720,59.147,ml,"Gin, The Botanist",Gin,1,127,Pixie Fingers
721,19.715666666666664,ml,Agave syrup (Herb-Infused),General,0,127,Pixie Fingers
722,29.5735,ml,Lemon juice,General,0,127,Pixie Fingers
723,22.180125,ml,Lime juice,General,0,127,Pixie Fingers
724,99.8105625,ml,"Tonic water, Fever Tree elderflower tonic (to top)",General,0,127,Pixie Fingers
725,1,spg,Rosemary,Garnish,11,127,Pixie Fingers
726,1,sli,Lemon,Garnish,11,127,Pixie Fingers
727,1,bsp,Apricot jam,General,0,128,La Plante de la Lune (Plant of the Moon)
728,44.36025,ml,Bourbon,Whisky,4,128,La Plante de la Lune (Plant of the Moon)
729,22.180125,ml,Chardonnay,Wine,8,128,La Plante de la Lune (Plant of the Moon)
730,14.78675,ml,"Sea Buckthorn liqueur, Distillerie de Biercée",Liqueur,10,128,La Plante de la Lune (Plant of the Moon)
731,14.78675,ml,Lemon juice,General,0,128,La Plante de la Lune (Plant of the Moon)
732,3,ds,"Bitters, Bitter Truth Celery",General,0,128,La Plante de la Lune (Plant of the Moon)
733,6,dr,"Celery bitters, Bittermens Orchard Street Celery Shrub",General,0,128,La Plante de la Lune (Plant of the Moon)
734,33.2701875,ml,"Nicaraguan Rum, Flor de Caña Gold 4",Rum,2,129,Plantation Fever
735,25.8768125,ml,"Chocolate spirit, Mozart",Liqueur,10,129,Plantation Fever
736,29.5735,ml,Lime juice,General,0,129,Plantation Fever
737,25.8768125,ml,Simple syrup (Spiced Chipotle),General,0,129,Plantation Fever
