,ingredient_amount,ingredient_unit,ingredient_name,type_string,type_num,cocktail_id,cocktail_name,url
2073,1,dash,Angostura Aromatic Bitters,General,0,3340,Allegheny,https://www.diffordsguide.com/cocktails/recipe/9728/allegheny
2074,,,Lemon zest twist,Garnish,11,3340,Allegheny,https://www.diffordsguide.com/cocktails/recipe/9728/allegheny
2075,45,ml,Rutte Dry Gin,Gin,1,3341,Bramble,https://www.diffordsguide.com/cocktails/recipe/305/bramble
2076,30,ml,Lemon juice,General,0,3341,Bramble,https://www.diffordsguide.com/cocktails/recipe/305/bramble
2077,12.5,ml,Sugar syrup (rich),General,0,3341,Bramble,https://www.diffordsguide.com/cocktails/recipe/305/bramble
2078,12.5,ml,Giffard Crème de Mûre liqueur,Liqueur,10,3341,Bramble,https://www.diffordsguide.com/cocktails/recipe/305/bramble
2079,,,Blackberry,Garnish,11,3341,Bramble,https://www.diffordsguide.com/cocktails/recipe/305/bramble
2080,,,lemon slice,Garnish,11,3341,Bramble,https://www.diffordsguide.com/cocktails/recipe/305/bramble
2081,3,,Blackberry,General,0,3342,Blackberry Martini,https://www.diffordsguide.com/cocktails/recipe/5171/blackberry-martini
2082,60,ml,Rutte Dry Gin,Gin,1,3342,Blackberry Martini,https://www.diffordsguide.com/cocktails/recipe/5171/blackberry-martini
2083,20,ml,Bianco vermouth,Wine,8,3342,Blackberry Martini,https://www.diffordsguide.com/cocktails/recipe/5171/blackberry-martini
2084,5,ml,Sugar syrup (rich),General,0,3342,Blackberry Martini,https://www.diffordsguide.com/cocktails/recipe/5171/blackberry-martini
2085,,,Speared blackberry,Garnish,11,3342,Blackberry Martini,https://www.diffordsguide.com/cocktails/recipe/5171/blackberry-martini
2086,3,,Blackberry,General,0,3343,Especial Day,https://www.diffordsguide.com/cocktails/recipe/723/especial-day
2087,60,ml,Light white rum,Rum,2,3343,Especial Day,https://www.diffordsguide.com/cocktails/recipe/723/especial-day
2088,15,ml,Rosso/rouge (sweet) vermouth,Wine,8,3343,Especial Day,https://www.diffordsguide.com/cocktails/recipe/723/especial-day
2089,22.5,ml,Giffard Crème de Mûre liqueur,Liqueur,10,3343,Especial Day,https://www.diffordsguide.com/cocktails/recipe/723/especial-day
2090,15,ml,Pineapple juice,General,0,3343,Especial Day,https://www.diffordsguide.com/cocktails/recipe/723/especial-day
2091,3,dash,Peychaud's Bitters,General,0,3343,Especial Day,https://www.diffordsguide.com/cocktails/recipe/723/especial-day
2092,,,Blackberry,Garnish,11,3343,Especial Day,https://www.diffordsguide.com/cocktails/recipe/723/especial-day
2093,,,lemon zest twist,Garnish,11,3343,Especial Day,https://www.diffordsguide.com/cocktails/recipe/723/especial-day
2094,1⁄2,,Lime (chopped),General,0,3344,Berry Caipirinha,https://www.diffordsguide.com/cocktails/recipe/206/berry-caipirinha
2095,3,spoon,White caster sugar,General,0,3344,Berry Caipirinha,https://www.diffordsguide.com/cocktails/recipe/206/berry-caipirinha
2096,3,,Raspberry,General,0,3344,Berry Caipirinha,https://www.diffordsguide.com/cocktails/recipe/206/berry-caipirinha
2097,2,,Blackberry,General,0,3344,Berry Caipirinha,https://www.diffordsguide.com/cocktails/recipe/206/berry-caipirinha
2098,3,,Blueberry,General,0,3344,Berry Caipirinha,https://www.diffordsguide.com/cocktails/recipe/206/berry-caipirinha
2099,1,,Strawberry,General,0,3344,Berry Caipirinha,https://www.diffordsguide.com/cocktails/recipe/206/berry-caipirinha
2100,60,ml,Cachaça (from freezer),Rum,2,3344,Berry Caipirinha,https://www.diffordsguide.com/cocktails/recipe/206/berry-caipirinha
2101,,,wooden lolly stick,Garnish,11,3344,Berry Caipirinha,https://www.diffordsguide.com/cocktails/recipe/206/berry-caipirinha
2102,,,sugar cane,Garnish,11,3344,Berry Caipirinha,https://www.diffordsguide.com/cocktails/recipe/206/berry-caipirinha
2103,45,ml,The Busker Blended Irish Whiskey,Whisky,4,3345,Artist's Special Cocktail,https://www.diffordsguide.com/cocktails/recipe/3452/artists-special-cocktail
2104,45,ml,Oloroso sherry,Wine,8,3345,Artist's Special Cocktail,https://www.diffordsguide.com/cocktails/recipe/3452/artists-special-cocktail
2105,15,ml,Lemon juice,General,0,3345,Artist's Special Cocktail,https://www.diffordsguide.com/cocktails/recipe/3452/artists-special-cocktail
2106,15,ml,Groseille (redcurrant) syrup,General,0,3345,Artist's Special Cocktail,https://www.diffordsguide.com/cocktails/recipe/3452/artists-special-cocktail
2107,,,Redcurrant bunch laid across rim,Garnish,11,3345,Artist's Special Cocktail,https://www.diffordsguide.com/cocktails/recipe/3452/artists-special-cocktail
2108,40,ml,Dry vermouth,Wine,8,3346,Nineteen Twenty Cocktail,https://www.diffordsguide.com/cocktails/recipe/4041/nineteen-twenty-cocktail
2109,10,ml,Kirschwasser Eau de vie (cherry),Brandy,5,3346,Nineteen Twenty Cocktail,https://www.diffordsguide.com/cocktails/recipe/4041/nineteen-twenty-cocktail
2110,10,ml,Rutte Dry Gin,Gin,1,3346,Nineteen Twenty Cocktail,https://www.diffordsguide.com/cocktails/recipe/4041/nineteen-twenty-cocktail
2111,5,ml,Groseille (redcurrant) syrup,General,0,3346,Nineteen Twenty Cocktail,https://www.diffordsguide.com/cocktails/recipe/4041/nineteen-twenty-cocktail
2112,1,dash,La Fée Parisienne absinthe,Spirits,21,3346,Nineteen Twenty Cocktail,https://www.diffordsguide.com/cocktails/recipe/4041/nineteen-twenty-cocktail
2113,,,Redcurrant bunch laid across rim,Garnish,11,3346,Nineteen Twenty Cocktail,https://www.diffordsguide.com/cocktails/recipe/4041/nineteen-twenty-cocktail
2114,45,ml,Rutte Old Simon Genever,Liqueur,10,3347,Dutch Artist's Special,https://www.diffordsguide.com/cocktails/recipe/4043/dutch-artists-special
2115,15,ml,Oloroso sherry,Wine,8,3347,Dutch Artist's Special,https://www.diffordsguide.com/cocktails/recipe/4043/dutch-artists-special
2116,15,ml,Kirschwasser Eau de vie (cherry),Brandy,5,3347,Dutch Artist's Special,https://www.diffordsguide.com/cocktails/recipe/4043/dutch-artists-special
2117,15,ml,Lemon juice,General,0,3347,Dutch Artist's Special,https://www.diffordsguide.com/cocktails/recipe/4043/dutch-artists-special
2118,15,ml,Groseille (redcurrant) syrup,General,0,3347,Dutch Artist's Special,https://www.diffordsguide.com/cocktails/recipe/4043/dutch-artists-special
2119,,,Redcurrant bunch laid across rim,Garnish,11,3347,Dutch Artist's Special,https://www.diffordsguide.com/cocktails/recipe/4043/dutch-artists-special
2120,45,ml,The Busker Blended Irish Whiskey,Whisky,4,3348,1920s Artist,https://www.diffordsguide.com/cocktails/recipe/4042/1920s-artist
2121,15,ml,Kirschwasser Eau de vie (cherry),Brandy,5,3348,1920s Artist,https://www.diffordsguide.com/cocktails/recipe/4042/1920s-artist
2122,15,ml,Oloroso sherry,Wine,8,3348,1920s Artist,https://www.diffordsguide.com/cocktails/recipe/4042/1920s-artist
2123,15,ml,Dry vermouth,Wine,8,3348,1920s Artist,https://www.diffordsguide.com/cocktails/recipe/4042/1920s-artist
2124,5,ml,Groseille (redcurrant) syrup,General,0,3348,1920s Artist,https://www.diffordsguide.com/cocktails/recipe/4042/1920s-artist
2125,1,dash,Peychaud's Bitters,General,0,3348,1920s Artist,https://www.diffordsguide.com/cocktails/recipe/4042/1920s-artist
2126,,,Redcurrant bunch laid across rim,Garnish,11,3348,1920s Artist,https://www.diffordsguide.com/cocktails/recipe/4042/1920s-artist
2127,75,ml,Amontillado sherry,Wine,8,3349,Glee Club Cocktail,https://www.diffordsguide.com/cocktails/recipe/4878/glee-club-cocktail
2128,22.5,ml,Yellow Chartreuse liqueur,Liqueur,10,3349,Glee Club Cocktail,https://www.diffordsguide.com/cocktails/recipe/4878/glee-club-cocktail
2129,15,ml,Framboise Raspberry Eau de vie,Brandy,5,3349,Glee Club Cocktail,https://www.diffordsguide.com/cocktails/recipe/4878/glee-club-cocktail
2130,2,dash,La Fée Parisienne absinthe,Spirits,21,3349,Glee Club Cocktail,https://www.diffordsguide.com/cocktails/recipe/4878/glee-club-cocktail
2131,2,dash,Burlesque bitters,General,0,3349,Glee Club Cocktail,https://www.diffordsguide.com/cocktails/recipe/4878/glee-club-cocktail
2132,,,Lemon zest twist,Garnish,11,3349,Glee Club Cocktail,https://www.diffordsguide.com/cocktails/recipe/4878/glee-club-cocktail
2133,,,Luxardo maraschino cherry,Garnish,11,3349,Glee Club Cocktail,https://www.diffordsguide.com/cocktails/recipe/4878/glee-club-cocktail
2134,60,ml,Amontillado sherry,Wine,8,3350,Hardy Grunter,https://www.diffordsguide.com/cocktails/recipe/5854/hardy-grunter
2135,22.5,ml,Rosso/rouge (sweet) vermouth,Wine,8,3350,Hardy Grunter,https://www.diffordsguide.com/cocktails/recipe/5854/hardy-grunter
2136,7.5,ml,Luxardo Maraschino liqueur,Liqueur,10,3350,Hardy Grunter,https://www.diffordsguide.com/cocktails/recipe/5854/hardy-grunter
2137,,,Lemon zest twist,Garnish,11,3350,Hardy Grunter,https://www.diffordsguide.com/cocktails/recipe/5854/hardy-grunter
2138,25,ml,Manzanilla sherry,Wine,8,3351,Jerezana Cocktail,https://www.diffordsguide.com/cocktails/recipe/4565/jerezana-cocktail
2139,25,ml,Amontillado sherry,Wine,8,3351,Jerezana Cocktail,https://www.diffordsguide.com/cocktails/recipe/4565/jerezana-cocktail
2140,12.5,ml,Rosso/rouge (sweet) vermouth,Wine,8,3351,Jerezana Cocktail,https://www.diffordsguide.com/cocktails/recipe/4565/jerezana-cocktail
2141,12.5,ml,Dry vermouth,Wine,8,3351,Jerezana Cocktail,https://www.diffordsguide.com/cocktails/recipe/4565/jerezana-cocktail
2142,10,ml,Vanilla syrup,General,0,3351,Jerezana Cocktail,https://www.diffordsguide.com/cocktails/recipe/4565/jerezana-cocktail
2143,6,dash,Orange Bitters by Angostura,General,0,3351,Jerezana Cocktail,https://www.diffordsguide.com/cocktails/recipe/4565/jerezana-cocktail
2144,,,Orange zest twist,Garnish,11,3351,Jerezana Cocktail,https://www.diffordsguide.com/cocktails/recipe/4565/jerezana-cocktail
2145,60,ml,Patrón Reposado tequila,Tequila,6,3352,Lucky Lily Margarita,https://www.diffordsguide.com/cocktails/recipe/1198/lucky-lily-margarita
2146,30,ml,Pineapple juice,General,0,3352,Lucky Lily Margarita,https://www.diffordsguide.com/cocktails/recipe/1198/lucky-lily-margarita
2147,22.5,ml,Lime juice,General,0,3352,Lucky Lily Margarita,https://www.diffordsguide.com/cocktails/recipe/1198/lucky-lily-margarita
2148,15,ml,Honey syrup (3:1),General,0,3352,Lucky Lily Margarita,https://www.diffordsguide.com/cocktails/recipe/1198/lucky-lily-margarita
2149,5,grind,Black pepper,General,0,3352,Lucky Lily Margarita,https://www.diffordsguide.com/cocktails/recipe/1198/lucky-lily-margarita
2150,,,Pineapple wedge dusted with pepper on rim,Garnish,11,3352,Lucky Lily Margarita,https://www.diffordsguide.com/cocktails/recipe/1198/lucky-lily-margarita
2151,45,ml,Gold rum,Rum,2,3353,Barracuda,https://www.diffordsguide.com/cocktails/recipe/4823/barracuda
2152,15,ml,Galliano L'Autentico liqueur,Liqueur,10,3353,Barracuda,https://www.diffordsguide.com/cocktails/recipe/4823/barracuda
2153,45,ml,Pineapple juice,General,0,3353,Barracuda,https://www.diffordsguide.com/cocktails/recipe/4823/barracuda
2154,7.5,ml,Lime juice,General,0,3353,Barracuda,https://www.diffordsguide.com/cocktails/recipe/4823/barracuda
2155,2.5,ml,Sugar syrup (rich),General,0,3353,Barracuda,https://www.diffordsguide.com/cocktails/recipe/4823/barracuda
2156,30,ml,Brut champagne or sparkling wine,Wine,8,3353,Barracuda,https://www.diffordsguide.com/cocktails/recipe/4823/barracuda
2157,,,Pineapple wedge,Garnish,11,3353,Barracuda,https://www.diffordsguide.com/cocktails/recipe/4823/barracuda
2158,60,ml,Rutte Dry Gin,Gin,1,3354,Savoy Special No.1,https://www.diffordsguide.com/cocktails/recipe/1751/savoy-special-no1
2159,30,ml,Dry vermouth,Wine,8,3354,Savoy Special No.1,https://www.diffordsguide.com/cocktails/recipe/1751/savoy-special-no1
2160,1.25,ml,Giffard Grenadine syrup,General,0,3354,Savoy Special No.1,https://www.diffordsguide.com/cocktails/recipe/1751/savoy-special-no1
2161,1,dash,La Fée Parisienne absinthe,Spirits,21,3354,Savoy Special No.1,https://www.diffordsguide.com/cocktails/recipe/1751/savoy-special-no1
2162,,,Lemon zest twist,Garnish,11,3354,Savoy Special No.1,https://www.diffordsguide.com/cocktails/recipe/1751/savoy-special-no1
2163,1,,Lemon zest oils,General,0,3355,White Lady Cocktail,https://www.diffordsguide.com/cocktails/recipe/2091/white-lady-cocktail
2164,45,ml,Rutte Dry Gin,Gin,1,3355,White Lady Cocktail,https://www.diffordsguide.com/cocktails/recipe/2091/white-lady-cocktail
2165,22.5,ml,De Kuyper Triple Sec (40%),Liqueur,10,3355,White Lady Cocktail,https://www.diffordsguide.com/cocktails/recipe/2091/white-lady-cocktail
2166,22.5,ml,Lemon juice,General,0,3355,White Lady Cocktail,https://www.diffordsguide.com/cocktails/recipe/2091/white-lady-cocktail
2167,10,ml,Sugar syrup (rich) (optional),General,0,3355,White Lady Cocktail,https://www.diffordsguide.com/cocktails/recipe/2091/white-lady-cocktail
2168,10,ml,Pasteurised egg white (or aquafaba),General,0,3355,White Lady Cocktail,https://www.diffordsguide.com/cocktails/recipe/2091/white-lady-cocktail
2169,,,Lemon zest twist,Garnish,11,3355,White Lady Cocktail,https://www.diffordsguide.com/cocktails/recipe/2091/white-lady-cocktail
2170,22.5,ml,Rutte Dry Gin,Gin,1,3356,Corpse Reviver No.2 (Savoy Recipe),https://www.diffordsguide.com/cocktails/recipe/593/corpse-reviver-no2-savoy-recipe
2171,22.5,ml,De Kuyper Triple Sec (40%),Liqueur,10,3356,Corpse Reviver No.2 (Savoy Recipe),https://www.diffordsguide.com/cocktails/recipe/593/corpse-reviver-no2-savoy-recipe
2172,22.5,ml,Lillet Blanc,Wine,8,3356,Corpse Reviver No.2 (Savoy Recipe),https://www.diffordsguide.com/cocktails/recipe/593/corpse-reviver-no2-savoy-recipe
2173,22.5,ml,Lemon juice,General,0,3356,Corpse Reviver No.2 (Savoy Recipe),https://www.diffordsguide.com/cocktails/recipe/593/corpse-reviver-no2-savoy-recipe
2174,2.5,ml,Sugar syrup (rich) (optional),General,0,3356,Corpse Reviver No.2 (Savoy Recipe),https://www.diffordsguide.com/cocktails/recipe/593/corpse-reviver-no2-savoy-recipe
2175,2,dash,La Fée Parisienne absinthe,Spirits,21,3356,Corpse Reviver No.2 (Savoy Recipe),https://www.diffordsguide.com/cocktails/recipe/593/corpse-reviver-no2-savoy-recipe
2176,,,Lemon zest twist,Garnish,11,3356,Corpse Reviver No.2 (Savoy Recipe),https://www.diffordsguide.com/cocktails/recipe/593/corpse-reviver-no2-savoy-recipe
2177,45,ml,Calvados & straight applejacks,Brandy,5,3357,Princess Mary's Pride,https://www.diffordsguide.com/cocktails/recipe/1604/princess-marys-pride
2178,25,ml,Dubonnet/French rouge aromatised wine,Wine,8,3357,Princess Mary's Pride,https://www.diffordsguide.com/cocktails/recipe/1604/princess-marys-pride
2179,25,ml,Martini Riserva Speciale Ambrato,Wine,8,3357,Princess Mary's Pride,https://www.diffordsguide.com/cocktails/recipe/1604/princess-marys-pride
2180,,,Orange zest twist,Garnish,11,3357,Princess Mary's Pride,https://www.diffordsguide.com/cocktails/recipe/1604/princess-marys-pride
2181,45,ml,Bepi Tosolini Grappa di Moscato,Brandy,5,3358,Rosina Ferrario No. 203,https://www.diffordsguide.com/cocktails/recipe/8744/rosina-ferrario-no-203
2182,15,ml,Luxardo Maraschino liqueur,Liqueur,10,3358,Rosina Ferrario No. 203,https://www.diffordsguide.com/cocktails/recipe/8744/rosina-ferrario-no-203
2183,15,ml,Crème de violette liqueur,Liqueur,10,3358,Rosina Ferrario No. 203,https://www.diffordsguide.com/cocktails/recipe/8744/rosina-ferrario-no-203
2184,15,ml,Lemon juice,General,0,3358,Rosina Ferrario No. 203,https://www.diffordsguide.com/cocktails/recipe/8744/rosina-ferrario-no-203
2185,,,Lemon zest twist,Garnish,11,3358,Rosina Ferrario No. 203,https://www.diffordsguide.com/cocktails/recipe/8744/rosina-ferrario-no-203
2186,50,ml,Savoia Americano Rosso,Wine,8,3359,D&B Shakerato,https://www.diffordsguide.com/cocktails/recipe/10623/dandb-shakerato
2187,20,ml,Pink grapefruit juice,General,0,3359,D&B Shakerato,https://www.diffordsguide.com/cocktails/recipe/10623/dandb-shakerato
2188,10,ml,Honey syrup (3:1),General,0,3359,D&B Shakerato,https://www.diffordsguide.com/cocktails/recipe/10623/dandb-shakerato
2189,2,drop,Saline solution,General,0,3359,D&B Shakerato,https://www.diffordsguide.com/cocktails/recipe/10623/dandb-shakerato
2190,,,Grapefruit zest twist,Garnish,11,3359,D&B Shakerato,https://www.diffordsguide.com/cocktails/recipe/10623/dandb-shakerato
2191,60,ml,Speyside single malt Scotch whisky,Whisky,4,3360,Speyside Single Malt Old Fashioned,https://www.diffordsguide.com/cocktails/recipe/8502/speyside-single-malt-old-fashioned
2192,7.5,ml,Sugar syrup (rich),General,0,3360,Speyside Single Malt Old Fashioned,https://www.diffordsguide.com/cocktails/recipe/8502/speyside-single-malt-old-fashioned
2193,2,dash,Angostura Aromatic Bitters,General,0,3360,Speyside Single Malt Old Fashioned,https://www.diffordsguide.com/cocktails/recipe/8502/speyside-single-malt-old-fashioned
2194,,,Orange zest twist,Garnish,11,3360,Speyside Single Malt Old Fashioned,https://www.diffordsguide.com/cocktails/recipe/8502/speyside-single-malt-old-fashioned
2195,45,ml,Caribbean blended rum aged 6-10 years,Rum,2,3361,Corn'n'Oil Cocktail,https://www.diffordsguide.com/cocktails/recipe/3029/cornnoil-cocktail
2196,15,ml,Difford's Falernum liqueur,Liqueur,10,3361,Corn'n'Oil Cocktail,https://www.diffordsguide.com/cocktails/recipe/3029/cornnoil-cocktail
2197,2,dash,Angostura Aromatic Bitters,General,0,3361,Corn'n'Oil Cocktail,https://www.diffordsguide.com/cocktails/recipe/3029/cornnoil-cocktail
2198,15,ml,Dark/black/blackstrap rum,Rum,2,3361,Corn'n'Oil Cocktail,https://www.diffordsguide.com/cocktails/recipe/3029/cornnoil-cocktail
2199,,,Lime wedge/slice,Garnish,11,3361,Corn'n'Oil Cocktail,https://www.diffordsguide.com/cocktails/recipe/3029/cornnoil-cocktail
2200,50,ml,The Busker Blended Irish Whiskey,Whisky,4,3362,Ronan Collins,https://www.diffordsguide.com/cocktails/recipe/8395/ronan-collins
2201,25,ml,Lemon juice,General,0,3362,Ronan Collins,https://www.diffordsguide.com/cocktails/recipe/8395/ronan-collins
2202,15,ml,Sugar syrup (rich),General,0,3362,Ronan Collins,https://www.diffordsguide.com/cocktails/recipe/8395/ronan-collins
2203,45,ml,Thomas Henry Soda Water,General,0,3362,Ronan Collins,https://www.diffordsguide.com/cocktails/recipe/8395/ronan-collins
2204,,,Pineapple wedge on rim,Garnish,11,3362,Ronan Collins,https://www.diffordsguide.com/cocktails/recipe/8395/ronan-collins
2205,30,ml,Speyside single malt Scotch whisky,Whisky,4,3363,Banana Stand,https://www.diffordsguide.com/cocktails/recipe/10136/banana-stand
2206,25,ml,Lemon juice,General,0,3363,Banana Stand,https://www.diffordsguide.com/cocktails/recipe/10136/banana-stand
2207,22.5,ml,Giffard Banane du Brésil liqueur,Liqueur,10,3363,Banana Stand,https://www.diffordsguide.com/cocktails/recipe/10136/banana-stand
2208,15,ml,Caisteal Chamuis peated scotch whisky,Whisky,4,3363,Banana Stand,https://www.diffordsguide.com/cocktails/recipe/10136/banana-stand
2209,7.5,ml,Yellow Chartreuse liqueur,Liqueur,10,3363,Banana Stand,https://www.diffordsguide.com/cocktails/recipe/10136/banana-stand
2210,2.5,ml,Cinnamon syrup,General,0,3363,Banana Stand,https://www.diffordsguide.com/cocktails/recipe/10136/banana-stand
2211,2.5,ml,Pimento dram liqueur,Liqueur,10,3363,Banana Stand,https://www.diffordsguide.com/cocktails/recipe/10136/banana-stand
2212,,,cinnamon stick stirrer,Garnish,11,3363,Banana Stand,https://www.diffordsguide.com/cocktails/recipe/10136/banana-stand
2213,60,ml,Del Maguey Vida Clásico mezcal,Mezcal,20,3364,Succulent Blood,https://www.diffordsguide.com/cocktails/recipe/3340/succulent-blood
2214,30,ml,Blood orange juice,General,0,3364,Succulent Blood,https://www.diffordsguide.com/cocktails/recipe/3340/succulent-blood
2215,7.5,ml,Cinnamon syrup,General,0,3364,Succulent Blood,https://www.diffordsguide.com/cocktails/recipe/3340/succulent-blood
2216,5,ml,Difford's Falernum liqueur,Liqueur,10,3364,Succulent Blood,https://www.diffordsguide.com/cocktails/recipe/3340/succulent-blood
2217,5,ml,Lime juice,General,0,3364,Succulent Blood,https://www.diffordsguide.com/cocktails/recipe/3340/succulent-blood
2218,,,Blood orange slice,Garnish,11,3364,Succulent Blood,https://www.diffordsguide.com/cocktails/recipe/3340/succulent-blood
2219,30,ml,Sauvignon blanc wine,Wine,8,3365,Spritz Le Fizz,https://www.diffordsguide.com/cocktails/recipe/7953/spritz-le-fizz
2220,30,ml,De Kuyper Triple Sec (40%),Liqueur,10,3365,Spritz Le Fizz,https://www.diffordsguide.com/cocktails/recipe/7953/spritz-le-fizz
2221,50,ml,Thomas Henry Soda Water,General,0,3365,Spritz Le Fizz,https://www.diffordsguide.com/cocktails/recipe/7953/spritz-le-fizz
2222,,,Orange zest twist,Garnish,11,3365,Spritz Le Fizz,https://www.diffordsguide.com/cocktails/recipe/7953/spritz-le-fizz
2223,30,ml,The Busker Blended Irish Whiskey,Whisky,4,3366,Tipperary No.1,https://www.diffordsguide.com/cocktails/recipe/1958/tipperary-no1
2224,25,ml,Rosso/rouge (sweet) vermouth,Wine,8,3366,Tipperary No.1,https://www.diffordsguide.com/cocktails/recipe/1958/tipperary-no1
2225,10,ml,Green Chartreuse liqueur,Liqueur,10,3366,Tipperary No.1,https://www.diffordsguide.com/cocktails/recipe/1958/tipperary-no1
2226,,,Orange zest twist discarded,Garnish,11,3366,Tipperary No.1,https://www.diffordsguide.com/cocktails/recipe/1958/tipperary-no1
2227,,,Luxardo Maraschino cherry,Garnish,11,3366,Tipperary No.1,https://www.diffordsguide.com/cocktails/recipe/1958/tipperary-no1
2228,45,ml,Rutte Dry Gin,Gin,1,3367,Opera,https://www.diffordsguide.com/cocktails/recipe/1437/opera
2229,20,ml,Dubonnet/French rouge aromatised wine,Wine,8,3367,Opera,https://www.diffordsguide.com/cocktails/recipe/1437/opera
2230,5,ml,Luxardo Maraschino liqueur,Liqueur,10,3367,Opera,https://www.diffordsguide.com/cocktails/recipe/1437/opera
2231,5,ml,Mandarine Napoleon liqueur,Liqueur,10,3367,Opera,https://www.diffordsguide.com/cocktails/recipe/1437/opera
2232,2,dash,Orange Bitters by Angostura,General,0,3367,Opera,https://www.diffordsguide.com/cocktails/recipe/1437/opera
2233,,,Orange zest twist,Garnish,11,3367,Opera,https://www.diffordsguide.com/cocktails/recipe/1437/opera
2234,30,ml,Rutte Dry Gin,Gin,1,3368,Salome,https://www.diffordsguide.com/cocktails/recipe/7611/salome
2235,30,ml,Dubonnet/French rouge aromatised wine,Wine,8,3368,Salome,https://www.diffordsguide.com/cocktails/recipe/7611/salome
2236,30,ml,Dry vermouth,Wine,8,3368,Salome,https://www.diffordsguide.com/cocktails/recipe/7611/salome
2237,2,dash,Plum bitters (optional),General,0,3368,Salome,https://www.diffordsguide.com/cocktails/recipe/7611/salome
2238,,,Lemon zest twist,Garnish,11,3368,Salome,https://www.diffordsguide.com/cocktails/recipe/7611/salome
2239,45,ml,Rémy Martin 1738 Cognac,Brandy,5,3369,Weep No More,https://www.diffordsguide.com/cocktails/recipe/7610/weep-no-more
2240,37.5,ml,Dubonnet/French rouge aromatised wine,Wine,8,3369,Weep No More,https://www.diffordsguide.com/cocktails/recipe/7610/weep-no-more
2241,7.5,ml,Luxardo Maraschino liqueur,Liqueur,10,3369,Weep No More,https://www.diffordsguide.com/cocktails/recipe/7610/weep-no-more
2242,15,ml,Lime juice,General,0,3369,Weep No More,https://www.diffordsguide.com/cocktails/recipe/7610/weep-no-more
2243,,,Orange zest twist,Garnish,11,3369,Weep No More,https://www.diffordsguide.com/cocktails/recipe/7610/weep-no-more
2244,45,ml,Calvados & straight applejacks,Brandy,5,3370,St Hubertus Old Fashioned,https://www.diffordsguide.com/cocktails/recipe/7609/st-hubertus-old-fashioned
2245,15,ml,Rémy Martin 1738 Cognac,Brandy,5,3370,St Hubertus Old Fashioned,https://www.diffordsguide.com/cocktails/recipe/7609/st-hubertus-old-fashioned
2246,7.5,ml,Jägermeister,Liqueur,10,3370,St Hubertus Old Fashioned,https://www.diffordsguide.com/cocktails/recipe/7609/st-hubertus-old-fashioned
2247,2.5,ml,"sugar syrup, Demerara/Muscovado/Brown sugar (2:1)",General,0,3370,St Hubertus Old Fashioned,https://www.diffordsguide.com/cocktails/recipe/7609/st-hubertus-old-fashioned
2248,,,Lemon zest twist,Garnish,11,3370,St Hubertus Old Fashioned,https://www.diffordsguide.com/cocktails/recipe/7609/st-hubertus-old-fashioned
2249,30,ml,Blended/vatted Scotch malt whisky,Whisky,4,3371,Scotch Adonis,https://www.diffordsguide.com/cocktails/recipe/7608/scotch-adonis
2250,30,ml,Oloroso sherry,Wine,8,3371,Scotch Adonis,https://www.diffordsguide.com/cocktails/recipe/7608/scotch-adonis
2251,30,ml,Rosso/rouge (sweet) vermouth,Wine,8,3371,Scotch Adonis,https://www.diffordsguide.com/cocktails/recipe/7608/scotch-adonis
2252,1,dash,Orange Bitters by Angostura,General,0,3371,Scotch Adonis,https://www.diffordsguide.com/cocktails/recipe/7608/scotch-adonis
2253,15,ml,Water (chilled),General,0,3371,Scotch Adonis,https://www.diffordsguide.com/cocktails/recipe/7608/scotch-adonis
2254,,,Orange zest twist (discarded),Garnish,11,3371,Scotch Adonis,https://www.diffordsguide.com/cocktails/recipe/7608/scotch-adonis
2255,45,ml,Speyside single malt Scotch whisky,Whisky,4,3372,Vanity,https://www.diffordsguide.com/cocktails/recipe/7606/vanity
2256,15,ml,Pommeau du Normandie,Liqueur,10,3372,Vanity,https://www.diffordsguide.com/cocktails/recipe/7606/vanity
2257,20,ml,Lemon juice,General,0,3372,Vanity,https://www.diffordsguide.com/cocktails/recipe/7606/vanity
2258,15,ml,Sugar syrup (rich),General,0,3372,Vanity,https://www.diffordsguide.com/cocktails/recipe/7606/vanity
2259,15,ml,Pasteurised egg white (or aquafaba),General,0,3372,Vanity,https://www.diffordsguide.com/cocktails/recipe/7606/vanity
2260,4,,Cranberry,General,0,3372,Vanity,https://www.diffordsguide.com/cocktails/recipe/7606/vanity
2261,20,ml,Rutte Dry Gin,Gin,1,3373,Rosé 75,https://www.diffordsguide.com/cocktails/recipe/7545/rose-75
2262,10,ml,Raspberry syrup,General,0,3373,Rosé 75,https://www.diffordsguide.com/cocktails/recipe/7545/rose-75
2263,15,ml,Lemon juice,General,0,3373,Rosé 75,https://www.diffordsguide.com/cocktails/recipe/7545/rose-75
2264,105,ml,Rosé champagne,Wine,9,3373,Rosé 75,https://www.diffordsguide.com/cocktails/recipe/7545/rose-75
2265,,,Lemon zest twist,Garnish,11,3373,Rosé 75,https://www.diffordsguide.com/cocktails/recipe/7545/rose-75
2266,30,ml,Calvados & straight applejacks,Brandy,5,3374,Saucy Sue,https://www.diffordsguide.com/cocktails/recipe/7612/saucy-sue
2267,30,ml,Rémy Martin 1738 Cognac,Brandy,5,3374,Saucy Sue,https://www.diffordsguide.com/cocktails/recipe/7612/saucy-sue
