"cocktail_id","cocktail_base","cocktail_color1","cocktail_color2","cocktail_content","cocktail_difficulty","cocktail_glass","cocktail_img","cocktail_name_en","cocktail_name_ko","cocktail_rating","cocktail_update_date","cocktail_update_by"
1357,"Liqueur","갈색","흰색","2021 년 10 월 영국 라이의 클럭웨어에서 당신이 만든 네그로니 리프.",2.0,"올드 패션드 글라스","https://cdn.diffords.com/contrib/stock-images/2021/10/61602f041dd01.jpg","Sheroni","셰로니",5.0,"",0
1358,"Rum","갈색","흰색","럼의 멍청이, 자몽의 신맛 및 메이플 시럽의 풍부함은 모두 비터에 의해 아로마 이어집니다.",2.0,"쿠프 글라스","https://cdn.diffords.com/contrib/stock-images/2021/10/6160273e1423c.jpg","Four W Daiquiri","포 더블유 다이키리",4.5,"",0
1359,"Tequila","흰색","흰색","비교적 저 알코올, 꽃, 자몽 레이스 및 아페리티브 스타일의 마가리타.",2.0,"쿠프 글라스","https://cdn.diffords.com/contrib/stock-images/2021/10/61683571122d4.jpg","Ernest + Rita","어너스트 + 리터",4.5,"",0
1360,"Mezcal","흰색","흰색","진을 사용하면 내 교반 된 드라이 마티니 레시피는 5 대 1이지만 Mezcal을 사용할 때는 너무 많습니다. 55 개의 마티니가 더 적합합니다.꽤",1.0,"올드 패션드 글라스","https://cdn.diffords.com/contrib/stock-images/2021/10/61603ea5c51f5.jpg","Mezcal Martini","메스칼 마티니",4.5,"",0
1361,"Rum","노란색","흰색","펀치가 많은 건조한 아페리티브-셰리에 영향을받은 럼이 있습니다.",1.0,"닉 앤 노라 글라스","https://cdn.diffords.com/contrib/stock-images/2021/10/61603f2675b80.jpg","Dunlop Cocktail","던롭 칵테일",4.5,"",0
1362,"Gin","갈색","흰색","쓴 맛과 섬세한 약초.",2.0,"올드 패션드 글라스","https://cdn.diffords.com/contrib/stock-images/2021/10/61605b2672673.jpg","Tunnel Negroni","터널 네그로니",4.5,"",0
1363,"Mezcal","갈색","흰색","꿀 둥근 둥근이있는 쓴 달콤한 자몽과 Mezcal.",2.0,"쿠프 글라스","https://cdn.diffords.com/contrib/stock-images/2021/10/61602d3f6d1a7.jpg","Mission Bell","미션 벨",4.5,"",0
1364,"Tequila","갈색","흰색","Sam Ross의 종이 비행기에 대한 리프는 맛있는 아페리티브를 만듭니다.2 방울 식염수 용액을 추가하고 싶습니다.",2.0,"쿠프 글라스","https://cdn.diffords.com/contrib/stock-images/2021/10/616026e83d5f5.jpg","Avion de Papel","아비온 디 파펠",5.0,"",0
1365,"Whisky","갈색","흰색","Gareth는 그의 창작물을 초콜릿 노트로 대담하고 연기가 자욱한 것으로 묘사하며 저녁 식사 후에 완벽합니다.그것은!",2.0,"쿠프 글라스","https://cdn.diffords.com/contrib/stock-images/2021/10/61601c7db1076.jpg","Zara","자라",4.5,"",0
1366,"Gin","흰색","흰색","이 김렛은 50/50 진과 아쿠 바트의 스플릿 스피릿베이스와 50/50 라임과 레몬이 있습니다.스웨덴의 스플래시",2.0,"쿠프 글라스","https://cdn.diffords.com/contrib/stock-images/2021/09/614ddbb3c8efc.jpg","Viking Gimlet","바이킹 김렛",4.5,"",0
1367,"Mezcal","흰색","노란색","이 Mai Tai Riff는 똑같이 좋으며 A?ejo Tequila와 함께 노인 럼을 배치했을 때 멕시코 마이 타이가됩니다.",2.0,"더블 올드 패션드 글라스","https://cdn.diffords.com/contrib/stock-images/2021/09/614dd66645e26.jpg","Tia Mia","티아 미아",4.5,"",0
1368,"Gin","흰색","흰색","이 맛있는 진경을 띠는 신맛에 풍부한 꿀과 허브 리큐어 균형 사워 레몬 주스.",2.0,"쿠프 글라스","https://cdn.diffords.com/contrib/stock-images/2021/09/614dd4185a9dd.jpg","Yellow Jacket (Gin-based)","옐로 재킷 (진-베이스드)",4.5,"",0
1369,"Whisky","흰색","흰색","단일 맥아 수염 기반 바비 화상, 그리고 더 우수합니다.",2.0,"닉 앤 노라 글라스","https://cdn.diffords.com/contrib/stock-images/2021/09/614dd51cf1ac5.jpg","Mr Burns","미스터 번즈",4.5,"",0
1370,"Gin","흰색","흰색","흰색 negroni는 일반적으로 세 가지 성분 모두 같은 부분으로 구성되지만이 부드러운 표현에는 1/6 부분이 쓴 맛이 있습니다.",1.0,"올드 패션드 글라스","https://cdn.diffords.com/contrib/stock-images/2022/03/622b60caa91cb.jpg","Mellow White Negroni","멜로 화이트 네그로니",4.0,"",0
1371,"Wine","노란색","흰색","원래 2- 활성화 칵테일에 추가 된 쓴 맛은 맛있는 ap?ritif 또는 digestif 톤을 돕습니다.",1.0,"닉 앤 노라 글라스","https://cdn.diffords.com/contrib/stock-images/2021/09/61449899d00fb.jpg","Algonquin Special","알곤퀸 스페셜",4.0,"",0
1372,"Gin","노란색","흰색","귤/만다린이 없다면, 일반 오렌지 주스는 만다린 리큐어 대신 트리플 SEC (원래 레시피에 따라)와 마찬가지로됩니다.",2.0,"쿠프 글라스","https://cdn.diffords.com/contrib/stock-images/2021/09/6144b05351d8d.jpg","Luigi Cocktail","루이지 칵테일",4.5,"",0
1373,"Gin","갈색","흰색","검은 색의 색상과 Negroni 제품군의 일부인 맛이 있지만 고전적인 Negroni 맛을 만드는 평평한 코크스 같은 부드러움이 있습니다.",1.0,"올드 패션드 글라스","https://cdn.diffords.com/contrib/stock-images/2021/09/6144b193b0b4f.jpg","Iron Negroni","아이언 네그로니",5.0,"",0
1374,"Wine","흰색","남색","드라이 마티니의 대안으로 가장 즐거워하고 나이트캡으로 가장 좋습니다.클래식 레시피는 Tequila, Cura?ao 및 Dry Vermouth와 동등한 부분이지만 나는 좋아합니다.",2.5,"쿠프 글라스","https://cdn.diffords.com/contrib/stock-images/2021/09/6144b0068be1d.jpg","Matador","마타도르",4.0,"2023-04-06 21:13:31",1
1375,"Tequila","분홍색","흰색","당신의 꿀을 선택하는 것은이 물린 크기의 꿀 꿀 마가리타에 큰 영향을 미칩니다.",2.0,"닉 앤 노라 글라스","https://cdn.diffords.com/contrib/stock-images/2021/09/61447e50e1cf5.jpg","Juschu","유슈",4.5,"",0
1376,"Mezcal","흰색","흰색","전형적인 동등한 부분은 마지막 단어이지만 일반적인 진 대신에 mezcal.",2.0,"쿠프 글라스","https://cdn.diffords.com/contrib/stock-images/2021/09/614499f142f6e.jpg","Last of the Oaxacans","라스트 오브 더 오악사칸즈",4.0,"",0
1377,"Whisky","노란색","흰색","나는 마른 버몬트 빈티지 레시피에 50/50 믹스와 비앙코 버몬트의 50/50 믹스를 사용하여 잘 필요한 꿀이 많은 풍부함을 추가했습니다.에 따라",2.0,"쿠프 글라스","https://cdn.diffords.com/contrib/stock-images/2021/09/61447f8beebe8.jpg","Allegheny","앨러게이니",4.5,"",0
1378,"Gin","분홍색","흰색","1980 년대에 나오는 최고의 음료 중 하나입니다.",2.0,"더블 올드 패션드 글라스","https://cdn.diffords.com/contrib/stock-images/2018/5/44/2018af70c0a86415adef427c1630ea2e0a25.jpg","Bramble","브램벌",4.5,"",0
1379,"Gin","흰색","흰색","베리 좋은 이 가볍게 과일, 식물 적으로 과일에 영향을 준 과일이 먼저 테스트되었을 때 막대 반대편의 의견이었습니다.",2.0,"쿠프 글라스","https://cdn.diffords.com/contrib/stock-images/2020/07/5f05924381d21.jpg","Blackberry Martini","블랙베리 마티니",4.5,"",0
1380,"Rum","흰색","흰색","럼주, 매우 과일, 버몬트와 넉넉한 쓴 맛.당신이 프랑스 마티니를 좋아한다면 당신은 이것을 좋아할 것입니다.",2.0,"마티니 글라스","https://cdn.diffords.com/contrib/stock-images/2021/09/61322ca25184b.jpg","Especial Day","어스페셜 데이",4.5,"",0
1381,"Rum","갈색","흰색","인기있는 브라질 음료의 과일 버전.",2.0,"하이볼 글라스 (최대 300ml)","https://cdn.diffords.com/contrib/stock-images/2021/09/61322c87a85e4.jpg","Berry Caipirinha","베리 카이피리냐",4.5,"",0
1382,"Whisky","분홍색","흰색","아일랜드 위스키는 종종 Oloroso Sherry 양념 통에서 성숙 되므로이 칵테일에서 위스키와 셰리가 조화롭게 조화롭게 혼합 한 것은 놀라운 일이 아닙니다.",2.0,"쿠프 글라스","https://cdn.diffords.com/contrib/stock-images/2021/09/6131f94c8e2be.jpg","Artist's Special Cocktail","아티스트 스페셜 칵테일",4.5,"",0
1383,"Wine","분홍색","흰색","물린 크기와 섬세한 맛-붉은 전류 시럽과 kirsch의 조합은 거의 장미 물 모양이며, 건식 버몬트에 의해 희석됩니다.",2.0,"닉 앤 노라 글라스","https://cdn.diffords.com/contrib/stock-images/2021/09/6131f8f93de40.jpg","Nineteen Twenty Cocktail","나인틴 트웬티 칵테일",4.5,"",0
1384,"Liqueur","분홍색","흰색","Bready genever는 Sherry와 Kirsch로 아로 스타 화되며 붉은 건포도 시럽은 레몬 주스와 균형 잡힌 풍부함을 제공합니다.",2.0,"쿠프 글라스","https://cdn.diffords.com/contrib/stock-images/2021/09/61320b1e9a1d1.jpg","Dutch Artist's Special","더치 아티스트 스페셜",4.5,"",0
1385,"Whisky","갈색","주황색","부드러운 연어 핑크색 색조에도 불구 하고이 칵테일은 아일랜드 위스키와 셰리가 앞으로 휘젓습니다.Oloroso Sherry와 Dry Vermouth는 서로 조화롭게 균형을 이룹니다",2.0,"닉 앤 노라 글라스","https://cdn.diffords.com/contrib/stock-images/2021/09/61320c4443fa9.jpg","1920s Artist","1920s 아티스트",5.0,"2023-04-06 21:52:03",3
1386,"Wine","갈색","갈색","Raspberry Notes는 먼저 구개를 쳤고 Chartreuse가 Sherry에 영향을 미쳤습니다.과일이지만 정신을 향하고 복잡합니다.",2.0,"쿠프 글라스","https://cdn.diffords.com/contrib/stock-images/2019/10/5db2e9d34205b.jpg","Glee Club Cocktail","글리 클럽 칵테일",4.5,"",0
1387,"Wine","갈색","흰색","중간 정도의 셰리는 가볍게 달콤하고 달콤한 버몬트와 마라스치노 리큐어로 향상되었습니다.약간 건조기를 선호하는 경우 Amontillado의 15ml / ½oz 이하",1.0,"쿠프 글라스","https://cdn.diffords.com/contrib/stock-images/2020/09/5f573a74729a7.jpg","Hardy Grunter","하디 그런터",4.5,"",0
1388,"Wine","분홍색","갈색","'Hera-Zana'로 발음 된이 맛있는 교반 된 칵테일",2.0,"쿠프 글라스","https://cdn.diffords.com/contrib/stock-images/2018/8/51/20183b9b4f2d89acdd6642adc52950b0d784.jpg","Jerezana Cocktail","헤레사나 칵테일",5.0,"",0
1389,"Tequila","흰색","흰색","매운 데킬라와 파인애플은 균형과 맛으로 따끔 거립니다.",2.0,"쿠프 글라스","https://cdn.diffords.com/contrib/stock-images/2021/08/61168a5de383a.jpg","Lucky Lily Margarita","럭키 릴리 마가리타",4.5,"",0
1390,"Gin","흰색","흰색","아로마 화 된 2 : 1의 손으로 드라이 마티니가 작은 그레나딘을 곁들인 마티니는 이것을 가장 잘 녹은 핑크로 바꾸는 반면, 압제는 벌레 우드를 추가합니다.",2.0,"마티니 글라스","https://cdn.diffords.com/contrib/stock-images/2021/08/610d1527cdb57.jpg","Savoy Special No.1","사보이 스페셜 넘버.원",4.0,"",0
1391,"Gin","흰색","흰색","신맛이 나는 단순하고 부드럽고 맛있는 진 레이스 클래식.My White Lady 레시피는 사용에서 Harry Craddock의 1930 년 레시피 (아래 참조)에게 충실합니다.",2.0,"쿠프 글라스","https://cdn.diffords.com/contrib/stock-images/2018/5/47/2018445bcd329b421a31fac2cf08bc2bd86c.jpg","White Lady Cocktail","화이트 레이디 칵테일",4.5,"",0
1392,"Gin","흰색","흰색","열등한 레몬과 absinthe와 함께 균형이 잘 잡혔습니다.우리는 설탕의 가장 큰 대시를 건전하게 추가했지만 개인적인 취향에 따라",2.0,"쿠프 글라스","https://cdn.diffords.com/contrib/stock-images/2021/08/610d325e8046a.jpg","Corpse Reviver No.2 (Savoy Recipe)","코프스 리바이버 넘버.투 (사보이 레서피)",4.5,"",0
1393,"Brandy","흰색","흰색","애플 브랜디는 앞으로 나간 후 아로마 화 된 와인이 뒤 따릅니다.",1.0,"쿠프 글라스","https://cdn.diffords.com/contrib/stock-images/2020/09/5f573bdad980b.jpg","Princess Mary's Pride","프린세스 마리즈 프라이드",4.0,"",0
1394,"Brandy","흰색","흰색","향기로운 Grappa Notes는이 멋진 꽃, 적절하게 창백한 하늘색 칵테일에서 빛납니다.",2.0,"쿠프 글라스","https://cdn.diffords.com/contrib/stock-images/2021/07/60e5c946bca44.jpg","Rosina Ferrario No. 203","로지나 페라리오 넘버. 투헌드레드쓰리",4.5,"",0
1395,"Wine","갈색","흰색","섬세하게 달콤하고 달콤하고 달콤한 'n'신맛이 나는 꿀이 많은 열렬한 자몽.",2.0,"쿠프 글라스","https://cdn.diffords.com/contrib/stock-images/2021/12/61bb4cc605f61.jpg","D&B Shakerato","디&비 샤케라토",4.5,"",0
1396,"Whisky","분홍색","흰색","일부는 Demerara 설탕 시럽을 사용하기를 원할 수도 있지만 순수한 지팡이 설탕은 맛을 가리지 않고 Malt Whisky를 섬세하게 부드럽게합니다.",1.0,"올드 패션드 글라스","https://cdn.diffords.com/contrib/stock-images/2021/05/60abc1c851235.jpg","Speyside Single Malt Old Fashioned","스페이사이드 싱글 몰트 올드 패션드",4.5,"",0
1397,"Rum","노란색","노란색","럼 럼은 약간 달게되고 팔레르넘의 라임과 정향 맛으로 맛을냅니다.옥수수 'n'오일, 특히 유형에 대한 많은 논쟁이 있습니다.",2.0,"올드 패션드 글라스","https://cdn.diffords.com/contrib/stock-images/2020/07/5f0588cf5cb96.jpg","Corn'n'Oil Cocktail","콘앤오일 칵테일",4.5,"",0
1398,"Whisky","흰색","흰색","연기가 자욱한 수염이 풍부한 풍부한 허브 바나나.이 음료가 들리는 것만 큼 도전적이지 않고 훨씬 더 맛있습니다.",2.0,"하이볼 글라스 (최대 300ml)","https://cdn.diffords.com/contrib/stock-images/2021/11/618e924bc33ce.jpg","Banana Stand","바나나 스탠드",4.5,"",0
1399,"Mezcal","갈색","흰색","신나몬 시럽과 정향이 풍부한 팔레르 늄으로 첨가 된 달콤한 향신료를 곁들인 Mezcal과 Blood Orange Juice.",2.0,"쿠프 글라스","https://cdn.diffords.com/contrib/stock-images/2021/10/6172b94c346eb.jpg","Succulent Blood","서큘런트 블러드",5.0,"",0
1400,"Wine","흰색","흰색","바삭 바삭하고 잔디 소비뇽 블랑 와인은 풍부하고 열광적 인 오렌지 균형 반짝이는 소다수로 활기를 띠게됩니다.",1.0,"와인 글라스","https://cdn.diffords.com/contrib/stock-images/2021/03/6059e148c42d8.jpg","Spritz Le Fizz","스프리츠 르 피즈",4.5,"",0
1401,"Whisky","갈색","흰색","Chartreuse 팬들은이 아일랜드 위스키 포워드 나이트 캡을 좋아할 것입니다.",2.0,"닉 앤 노라 글라스","https://cdn.diffords.com/contrib/stock-images/2021/03/6051edade2b7d.jpg","Tipperary No.1","티퍼러리 넘버.원",4.5,"",0
1402,"Gin","갈색","흰색","나는 Jacques Straub (1914)과 Harry Craddock (1930)의 고전적인 레시피를 섬세한 만다린과 함께이 진으로 묶인 Vinous, 심야 Sipper를 결합했습니다.",2.0,"닉 앤 노라 글라스","https://cdn.diffords.com/contrib/stock-images/2021/03/605376bed19aa.jpg","Opera","오페라",4.0,"",0
1403,"Gin","분홍색","흰색","동일한 부분 진, 아로마 화 와인 및 버몬트는이 쾌적하고 깨끗한 삐걱 거리는 아 페리 티보에 조화롭게 결합됩니다.",2.0,"쿠프 글라스","https://cdn.diffords.com/contrib/stock-images/2021/03/605374ffb9f9f.jpg","Salome","샬롬",4.5,"",0
1404,"Brandy","빨간색","흰색","석회가 튀어 나오는 마라스치노의 터치로 코냑과 풍부한 아로마 화 된 와인.",2.0,"닉 앤 노라 글라스","https://cdn.diffords.com/contrib/stock-images/2021/03/605374cd81809.jpg","Weep No More","위프 노 모어",4.0,"",0
1405,"Brandy","노란색","흰색","구식과 같이 건조하고 정신을 향한 것은 감초의 힌트가 있어야합니다.Jason의 원래 레시피에 추가 한 설탕 2.5ml에도 건조합니다.",2.0,"올드 패션드 글라스","https://cdn.diffords.com/contrib/stock-images/2021/03/6053743bbaab9.jpg","St Hubertus Old Fashioned","스트리트 후버터스 올드 패션드",4.0,"",0
1406,"Whisky","갈색","흰색","일부 스카치 위스키는 셰리 와인 주입 통에서 성숙의 영향으로 이익을 얻습니다.그러나이 칵테일은 강화 된 와인 영향을 증폭시킵니다",2.0,"올드 패션드 글라스","https://cdn.diffords.com/contrib/stock-images/2021/07/60e5ca7c6a869.jpg","Scotch Adonis","스카치 아도니스",4.5,"",0
1407,"Whisky","갈색","흰색","사과와 레몬 주스는 스카치 위스키와 잘 어울리는 것으로 유명하며 허영 에서이 조화로운 조합은 애플이 나타나는 것에 의해 더욱 향상됩니다.",2.0,"쿠프 글라스","https://cdn.diffords.com/contrib/stock-images/2021/03/6053767ff26de.jpg","Vanity","배너티",4.5,"",0
1408,"Wine","갈색","흰색","라즈베리의 과일향과 로제 샴페인, 쿠프 글래스로 제공되는 이 칵테일은 프렌치 75와 차별화되어 발렌타인 데이에 어울리는 선택입니다.",2.0,"쿠프 글라스","https://cdn.diffords.com/contrib/stock-images/2021/03/60537912bcdf6.jpg","Ros? 75","로제 75",4.5,"",0
1409,"Brandy","갈색","흰색","Sue는 특별히 빈약하지 않을 수도 있지만, 그녀는 분명히 정신을 가지고 있습니다 - 같은 부분 Calvados와 Cognac은 살구 리큐어와 대시의 가장 큰 스플래시와 동등합니다.",2.0,"닉 앤 노라 글라스","https://cdn.diffords.com/contrib/stock-images/2021/03/6053753232df8.jpg","Saucy Sue","소시 수",4.0,"",0
1410,"Whisky","갈색","흰색","저녁 식사 / 심야 Sipper 후 정신적이고 부자.",1.0,"닉 앤 노라 글라스","https://cdn.diffords.com/contrib/stock-images/2021/03/6053736602c44.jpg","Velvet Touch","벨벳 터치",4.0,"",0
1411,"Whisky","흰색","흰색","버번과 살구는 잘 확립 된 경기이며 맨해튼을 마시는 모든 사람들은 버몬트와 쓴 맛이 버번과 얼마나 잘 작동하는지 인식 할 것입니다.",2.0,"쿠프 글라스","https://cdn.diffords.com/contrib/stock-images/2021/03/6053772d95327.jpg","Praecocia Cocktail","프라이코샤 칵테일",4.5,"",0
1412,"Gin","분홍색","흰색","지퍼 오렌지가있는 진과 허브 버몬트.나의 이전 레시피는 30ml (1oz) 진, 15ml (½oz) 오렌지 cura?ao, 30ml (1oz) Rosso (Sweet) Vermouth로 구성되었습니다.",2.0,"쿠프 글라스","https://cdn.diffords.com/contrib/stock-images/2021/03/6053930fbe0b8.jpg","Damn-the Weather","댐-더 웨더",4.5,"",0
1413,"Rum","흰색","노란색","늪처럼 보이지만 맛이 맛있습니다.",1.0,"쿠프 글라스","https://cdn.diffords.com/contrib/stock-images/2022/02/61fa6c2d76df5.jpg","Bali Rum Trader","발리 럼 트레이더",4.5,"",0
1414,"Whisky","흰색","흰색","가볍게 매운 숯으로 구운 옥수수.",1.0,"올드 패션드 글라스","https://cdn.diffords.com/contrib/stock-images/2021/03/605391fdc9603.jpg","Corn-on-the-Cob","콘-온-더-콥",4.5,"",0
1415,"Tequila","흰색","흰색","Dick Bradsell의 에스프레소 마티니와 Tommy's Margarita의 결합으로 탄생한 이 칵테일은 새로운 느낌을 선사합니다. 에스프레소의 강한 캐릭터와 마가리타의 상큼한 맛이 어우러져 더욱 풍미롭고 깊은 맛을 느낄 수 있습니다.",1.0,"쿠프 글라스","https://cdn.diffords.com/contrib/stock-images/2021/03/605394aac1e2e.jpg","Mexican Jumping Bean","멕시칸 점핑 빈",4.5,"",0
1416,"Rum","흰색","노란색","정확히 이름이 약속 한 것 - 럼 펀치는 곧바로 Daiquiri 스타일을 제공했습니다.",2.0,"쿠프 글라스","https://cdn.diffords.com/contrib/stock-images/2021/07/60f007b71314f.jpg","Rum Punch-Up","럼 펀치-업",4.5,"",0
1417,"Brandy","흰색","흰색","섬세한 퀴닌 강장제 쓴 맛이있는 바삭 바삭한 마른 사과.",1.0,"콜린스 글라스","https://cdn.diffords.com/contrib/stock-images/2020/09/5f4f5cbcb675a.jpg","Calvados & Tonic","칼바도스 & 토닉",4.5,"",0
1418,"Brandy","노란색","흰색","바닐라, 쓴 달콤함 및 코냑으로 거의 크림 같은.",2.0,"닉 앤 노라 글라스","https://cdn.diffords.com/contrib/stock-images/2021/03/605393ed6fac1.jpg","Butler's Tipple","버틀러즈 티플",4.5,"",0
1419,"Rum","흰색","흰색","감기의 첫 징후를 찍은 다음 침대 덮개 아래에서 후퇴하십시오.증상이 지속되는 동안 정기적으로 복용량을 반복하십시오.경고 - 다른 사람과 함께 소비하지 마십시오",1.0,"올드 패션드 글라스","https://cdn.diffords.com/contrib/stock-images/2021/03/60539446a9356.jpg","Cold Comfort","콜드 컴포트",4.5,"",0
1420,"Gin","흰색","흰색","사트는 샴페인 스플래시를 얹은 백인 여성입니다.사트의 화력을 경험 한 후에는 단순한 흰색으로 정착하고 싶지 않습니다.",2.0,"쿠프 글라스","https://cdn.diffords.com/contrib/stock-images/2021/03/60539473e9e6a.jpg","Sabot","사보",5.0,"",0
1421,"Whisky","흰색","초록색","장난스럽고 활기차고 덕이 있습니다.희미하게 박하, 약초, 감귤류가 위스키와 감귤이 helluva craic을 만들었습니다.",2.0,"쿠프 글라스","https://cdn.diffords.com/contrib/stock-images/2020/12/5fe1f77088511.jpg","St. Patrick's Day","스트리트. 패트릭스 데이",4.5,"",0
1422,"Brandy","흰색","흰색","감초의 힌트가있는 코냑 레이스와 허브, Pied?-terre (프랑스어에서 '땅의 발'으로 번역)",2.0,"쿠프 글라스","https://cdn.diffords.com/contrib/stock-images/2021/03/604b82bda0ba4.jpg","Pied-?-terre","피에다뜨르",4.5,"",0
1423,"Brandy","갈색","흰색","브랜디와 브랜디 강화 애플은 풍부한 허브 버몬트 복잡성으로 조화롭게 앉아 있습니다.",2.0,"쿠프 글라스","https://cdn.diffords.com/contrib/stock-images/2021/03/604b753accdd8.jpg","Naramata","나라마타",4.5,"",0
1424,"Spirits","흰색","흰색","vinous tsipouro, 독특한 mastiha 노트 및 열등 레몬을 가진 신선하고 상쾌한 아페리티브 또는 소화.",2.0,"쿠프 글라스","https://cdn.diffords.com/contrib/stock-images/2021/03/604b74c9e84a1.jpg","It's All Greek To Me","이츠 올 그릭크 투 미",4.5,"",0
1425,"Spirits","흰색","흰색","스타일의 마틴-esque이지만 진의 주니퍼 주도 식물 캐릭터는 그리스 포도 증류 액 (Tsipouro)으로 대체됩니다.향상된 vinous 노트와 풍미",1.0,"닉 앤 노라 글라스","https://cdn.diffords.com/contrib/stock-images/2021/03/604b750821d78.jpg","Lefk? Martini","레프코 마티니",4.5,"",0
1426,"Rum","흰색","흰색","숯을 제한하는 라이트 럼은 더 많은 전신 럼이 단순히 카 다몬과 잘 어울리지 않기 때문에 가장 잘 작동합니다.오른쪽 럼으로 올바른 균형을 맞추십시오",2.0,"쿠프 글라스","https://cdn.diffords.com/contrib/stock-images/2021/03/604b74411da8c.jpg","Cardamom Daiquiri","카르다몬 다이키리",4.5,"",0
1427,"Spirits","노란색","노란색","Absinthe와 Ginger Ale 은이 상쾌한 하이볼에서 잘 결합됩니다.",1.0,"하이볼 글라스 (최대 300ml)","https://cdn.diffords.com/contrib/stock-images/2020/01/5e16fab7bf87f.jpg","Absinthe Spider Highball","압생트 스파이더 하이볼",4.5,"",0
1428,"Wine","노란색","흰색","엘더 플라워와 드라이 스파클링 와인",2.0,"플루트 글라스","https://cdn.diffords.com/contrib/stock-images/2021/02/601d614ae64dd.jpg","Hey Sugar","헤이 슈거",4.5,"",0
1429,"Whisky","흰색","흰색","향기로운 쓴 맛이 나는 버번과 콜라.영국의 G & T에 대한 미국의 답변은 더 많은 록 'n'롤 또는 중금속입니다.대조적으로",1.0,"콜린스 글라스","https://cdn.diffords.com/contrib/stock-images/2021/02/6030dec1b45c3.jpg","Lemmy","레미",4.0,"",0
1430,"Whisky","갈색","흰색","Islay Single Malt Whisky의 연기가 자욱한 이탄 노트는 칵테일 의이 정신을 향하고 쓴 맛을 지배합니다.",2.0,"닉 앤 노라 글라스","https://cdn.diffords.com/contrib/stock-images/2021/02/6030de4015869.jpg","Black Sabbath","블랙 사바스",4.0,"",0
1431,"Whisky","갈색","흰색","좋은 회의와 마찬가지로,이 칵테일의 모든 참가자들은 듣고 그들의 기여는 똑같이 가치가 있습니다.다른 층의 층으로 인해",2.0,"올드 패션드 글라스","https://cdn.diffords.com/contrib/stock-images/2021/02/6030e1268ef01.jpg","The Conference","더 컨퍼런스",4.5,"",0
1432,"Brandy","흰색","흰색","이름에서 알 수 있듯이 이것은 심야 마시기를 위해 만들어졌지만,이 섬세하게 균형 잡힌 달콤한 'n'sour 진과 코냑 칵테일은 똑같이 즐겁습니다.",2.0,"쿠프 글라스","https://cdn.diffords.com/contrib/stock-images/2021/02/6030e03431ae5.jpg","Night Cap (Sloppy Joe's 1935)","나이트 캡 (슬로피 조스 1935)",4.5,"",0
1433,"Whisky","노란색","흰색","체리 브랜디는 달콤한 맨하탄에 영향을 미쳤습니다.",2.0,"쿠프 글라스","https://cdn.diffords.com/contrib/stock-images/2021/02/6030df56cc131.jpg","McKinley's Delight","맥킨린스 딜라이트",5.0,"",0
1434,"Gin","갈색","흰색","오렌지와 레몬 풍미 트위스트의 오일 스프레이는이 쓴 달콤한 aperitivo의 훌륭한 균형을 돕습니다.",2.0,"올드 패션드 글라스","https://cdn.diffords.com/contrib/stock-images/2021/02/602ff9038daa0.jpg","Comte de Sureau","콘트 드 슈르",4.5,"",0
1435,"Tequila","흰색","흰색","원하는 경우 완벽한 소금 림을 위해 바다 소금을 액체하거나 갈아서 더 미세하게 만들 수 있습니다.",2.0,"쿠프 글라스","https://cdn.diffords.com/contrib/stock-images/2021/02/602fdbcf045e3.jpg","Margarita (straight-up)","마가리타 (스트레이트-업)",5.0,"",0
1436,"Gin","흰색","흰색","위대한 클래식 칵테일 중 하나.달콤하고 신맛의 완벽한 균형은 엄청나게 부드럽고 거의 푹신한 입맛에 의해 향상됩니다.",3.0,"콜린스 글라스","https://cdn.diffords.com/contrib/stock-images/2021/08/610d32bab0377.jpg","Ramos Gin Fizz","라모스 진 피즈",5.0,"",0
1437,"Brandy","노란색","흰색","쓴 달콤한 색조와 향기로운 건조.나는이 레시피를 현대의 Caperitif와 함께 시도했지만 위의 두 개의 ap?ritif 와인의 혼합을 선호합니다.",2.0,"쿠프 글라스","https://cdn.diffords.com/contrib/stock-images/2020/12/5fe1f94dad918.jpg","Barney Barnato Cocktail","바니 바나토 칵테일",5.0,"",0
1438,"Brandy","노란색","흰색","정신적이고 약초.심야 사이퍼로서 구식에 대한 훌륭한 대안.",2.0,"올드 패션드 글라스","https://cdn.diffords.com/contrib/stock-images/2020/12/5fe47e79122ba.jpg","Bastille","바스티유",5.0,"",0
1439,"Brandy","갈색","흰색","적절하게 가을.두 개의 버몬트와 두 개의 브랜디가 조화를 이루었습니다.",2.0,"닉 앤 노라 글라스","https://cdn.diffords.com/contrib/stock-images/2022/02/620e78581f0a9.jpg","Fallen Leaves","폴른 리브즈",4.5,"",0
1440,"Wine","흰색","흰색","열정 과일, 진, 와인 및 생강 에일은 모두이 과일이지만 건조하고 상쾌한 음료에 잘 결합됩니다.",2.0,"콜린스 글라스","https://cdn.diffords.com/contrib/stock-images/2018/05/5af318357f20c.jpg","Waltzing Matilda","왈칭 마틸다",4.5,"",0
1441,"Brandy","초록색","흰색","원주와 함께 초콜릿으로 묶인 관대하고, 민트, 크림 같은, 초콜릿.좋아하지 않는 것은 무엇입니까?",2.0,"쿠프 글라스","https://cdn.diffords.com/contrib/stock-images/2020/12/5fe47a570da8f.jpg","Gustings' Grasshopper","구스팅즈 그래스호퍼",4.5,"",0
