,ingredient_amount,ingredient_unit,ingredient_name,type_string,type_num,cocktail_id,cocktail_name,ingredient_id,db_cocktail_ingredient_name,db_ingredient_name
12512,,,Clove,Garnish,11,2223,"Clove, Cinnamon, Orange",521,clove,clove
12513,,,Cinnamon,Garnish,11,2223,"Clove, Cinnamon, Orange",501,cinnamon,cinnamon
12514,,,Orange,Garnish,11,2223,"Clove, Cinnamon, Orange",1263,orange,orange
12515,59.10,ml,Gin,Gin,1,2224,Gin and T Dry,802,gin,gin
12516,,,Tonic Water,General,0,2224,Gin and T Dry,1787,tonic water,tonic water
12517,,wedge,Lemon,General,0,2224,Gin and T Dry,1080,lemon,lemon
12518,,,Lemon,Garnish,11,2224,Gin and T Dry,1079,lemon,lemon
12519,44.40,ml,Gin,Gin,1,2225,Gin and Tea,802,gin,gin
12520,14.80,ml,Simple syrup,General,0,2225,Gin and Tea,1656,simple syrup,simple syrup
12521,,,Tea,General,0,2225,Gin and Tea,1758,tea,tea
12522,1,slice,Lemon,General,0,2225,Gin and Tea,1080,lemon,lemon
12523,,,Lemon,Garnish,11,2225,Gin and Tea,1079,lemon,lemon
12524,44.40,ml,Gin,Gin,1,2226,Gin and Tonic,802,gin,gin
12525,,,Tonic Water,General,0,2226,Gin and Tonic,1787,tonic water,tonic water
12526,2,wedges,Lime,Garnish,11,2226,Gin and Tonic,1114,lime,lime
12527,,,Lime,Garnish,11,2226,Gin and Tonic,1114,lime,lime
12528,59.10,ml,Gin,Gin,1,2227,Gin and Tonic 2,802,gin,gin
12529,2,dashes,Bitters,General,0,2227,Gin and Tonic 2,208,bitters,bitters
12530,,,Tonic Water,General,0,2227,Gin and Tonic 2,1787,tonic water,tonic water
12531,,slice,Lime,General,0,2227,Gin and Tonic 2,1113,lime,lime
12532,,,Lime,Garnish,11,2227,Gin and Tonic 2,1114,lime,lime
12533,59.10,ml,Gin,Gin,1,2228,Gin and Tonic Supreme,802,gin,gin
12534,,,Tonic Water,General,0,2228,Gin and Tonic Supreme,1787,tonic water,tonic water
12535,,slice,Lime,Garnish,11,2228,Gin and Tonic Supreme,1114,lime,lime
12536,,,Lime,Garnish,11,2228,Gin and Tonic Supreme,1114,lime,lime
12537,29.60,ml,Apple Schnapps,Liqueur,10,2229,Gin Appletonic,99,apple schnapps,apple schnapps
12538,29.60,ml,Gin,Gin,1,2229,Gin Appletonic,802,gin,gin
12539,,,Tonic Water,General,0,2229,Gin Appletonic,1787,tonic water,tonic water
12540,59.10,ml,Campari,Liqueur,10,2230,Gin Campari,395,campari,campari
12541,29.60,ml,Gin,Gin,1,2230,Gin Campari,802,gin,gin
12542,,slice,Orange,General,0,2230,Gin Campari,1262,orange,orange
12543,,,Orange,Garnish,11,2230,Gin Campari,1263,orange,orange
12544,59.10,ml,Gin,Gin,1,2231,Gin Cassis,802,gin,gin
12545,14.80,ml,Creme de Cassis,Liqueur,10,2231,Gin Cassis,611,creme de cassis,creme de cassis
12546,14.80,ml,Lemon Juice,General,0,2231,Gin Cassis,1085,lemon juice,lemon juice
12547,14.80,ml,Cherry Brandy,Brandy,5,2232,Gin Cherry Blossom,452,cherry brandy,cherry brandy
12548,14.80,ml,Gin,Gin,1,2232,Gin Cherry Blossom,802,gin,gin
12549,44.40,ml,Sour Mix,General,0,2232,Gin Cherry Blossom,1677,sour mix,sour mix
12550,1,splash,Grenadine,General,0,2232,Gin Cherry Blossom,933,grenadine,grenadine
12551,59.10,ml,Gin,Gin,1,2233,Gin Cooler,802,gin,gin
12552,1/2,tsp,Sugar,General,0,2233,Gin Cooler,1718,sugar,sugar
12553,,,Club Soda,General,0,2233,Gin Cooler,525,club soda,club soda
12554,,,Lemon,Garnish,11,2233,Gin Cooler,1079,lemon,lemon
12555,,,Lemon,Garnish,11,2233,Gin Cooler,1079,lemon,lemon
12556,44.40,ml,Gin,Gin,1,2234,Gin Cup,802,gin,gin
12557,14.80,ml,Lemon Juice,General,0,2234,Gin Cup,1085,lemon juice,lemon juice
12558,1,tsp,Simple syrup,General,0,2234,Gin Cup,1656,simple syrup,simple syrup
12559,3,sprigs,Mineral Water,General,0,2234,Gin Cup,1845,mineral water,water
12560,,,Mint,Garnish,11,2234,Gin Cup,1212,mint,mint
12561,44.40,ml,Gin,Gin,1,2235,Gin Fizz,802,gin,gin
12562,22.20,ml,Lemon Juice,General,0,2235,Gin Fizz,1085,lemon juice,lemon juice
12563,14.80,ml,Simple syrup,General,0,2235,Gin Fizz,1656,simple syrup,simple syrup
12564,,,Club Soda,General,0,2235,Gin Fizz,525,club soda,club soda
12565,,wedge,Lemon,General,0,2235,Gin Fizz,1080,lemon,lemon
12566,,,Lemon,Garnish,11,2235,Gin Fizz,1079,lemon,lemon
12567,59.10,ml,Rose's Lemon,General,0,2236,Gin Fizz Rose,1541,rose's lemon,rose's lemon
12568,29.60,ml,Gin,Gin,1,2236,Gin Fizz Rose,802,gin,gin
12569,,splash,Mineral Water,General,0,2236,Gin Fizz Rose,1845,mineral water,water
12570,,tsp,Sugar,General,0,2236,Gin Fizz Rose,1718,sugar,sugar
12571,,slice,Lemon,General,0,2236,Gin Fizz Rose,1080,lemon,lemon
12572,,,Lemon,Garnish,11,2236,Gin Fizz Rose,1079,lemon,lemon
12573,59.10,ml,Gin,Gin,1,2237,Gin Florada,802,gin,gin
12574,1/2,tsp,Grenadine,General,0,2237,Gin Florada,933,grenadine,grenadine
12575,1/2,tsp,Simple syrup,General,0,2237,Gin Florada,1656,simple syrup,simple syrup
12576,29.60,ml,Lime Juice,General,0,2237,Gin Florada,1118,lime juice,lime juice
12577,,,Ginger Ale,General,0,2237,Gin Florada,868,ginger ale,ginger ale
12578,,,Lime,Garnish,11,2237,Gin Florada,1114,lime,lime
12579,29.60,ml,Gin,Gin,1,2238,Gin Fraise,802,gin,gin
12580,22.20,ml,Cherry Brandy,Brandy,5,2238,Gin Fraise,452,cherry brandy,cherry brandy
12581,14.80,ml,Sweet and Sour Mix,General,0,2238,Gin Fraise,1727,sweet and sour mix,sweet and sour mix
12582,14.80,ml,Grenadine,General,0,2238,Gin Fraise,933,grenadine,grenadine
12583,,splash,Lemon-Lime Soda,General,0,2238,Gin Fraise,1092,lemon-lime soda,lemon-lime soda
12584,,,Strawberry,Garnish,11,2238,Gin Fraise,1705,strawberry,strawberry
12585,,,Strawberry,Garnish,11,2238,Gin Fraise,1705,strawberry,strawberry
12586,44.40,ml,Gin,Gin,1,2239,Gin Gin Mule,802,gin,gin
12587,22.20,ml,Lime Juice,General,0,2239,Gin Gin Mule,1118,lime juice,lime juice
12588,14.80,ml,Simple syrup,General,0,2239,Gin Gin Mule,1656,simple syrup,simple syrup
12589,6,leaves,Mint,General,0,2239,Gin Gin Mule,1213,mint,mint
12590,,,Ginger Beer,General,0,2239,Gin Gin Mule,869,ginger beer,ginger beer
12591,,,Mint,Garnish,11,2239,Gin Gin Mule,1212,mint,mint
12592,59.10,ml,Gin,Gin,1,2240,Gin Sidecar,802,gin,gin
12593,29.60,ml,Triple Sec,Liqueur,10,2240,Gin Sidecar,1791,triple sec,triple sec
12594,29.60,ml,Lemon Juice,General,0,2240,Gin Sidecar,1085,lemon juice,lemon juice
12595,44.40,ml,Gin,Gin,1,2241,Gin Sling,802,gin,gin
12596,14.80,ml,Cherry Brandy,Brandy,5,2241,Gin Sling,452,cherry brandy,cherry brandy
12597,29.60,ml,Lemon Juice,General,0,2241,Gin Sling,1085,lemon juice,lemon juice
12598,,,Club Soda,General,0,2241,Gin Sling,525,club soda,club soda
12599,2,,Cherry,Garnish,11,2241,Gin Sling,450,cherry,cherry
12600,,,Cherry,Garnish,11,2241,Gin Sling,450,cherry,cherry
12601,88.70,ml,Gin,Gin,1,2242,Gin Smash,802,gin,gin
12602,29.60,ml,Club Soda,General,0,2242,Gin Smash,525,club soda,club soda
12603,1,tsp,Sugar,General,0,2242,Gin Smash,1718,sugar,sugar
12604,4,sprigs,Mint,General,0,2242,Gin Smash,1213,mint,mint
12605,,,Lemon,Garnish,11,2242,Gin Smash,1079,lemon,lemon
12606,,,Lemon,Garnish,11,2242,Gin Smash,1079,lemon,lemon
12607,44.40,ml,Gin,Gin,1,2243,Gin St Clements,802,gin,gin
12608,29.60,ml,Orange Juice,General,0,2243,Gin St Clements,1275,orange juice,orange juice
12609,29.60,ml,Lemon Juice,General,0,2243,Gin St Clements,1085,lemon juice,lemon juice
12610,,,Tonic Water,General,0,2243,Gin St Clements,1787,tonic water,tonic water
12611,,slice,Lemon,General,0,2243,Gin St Clements,1080,lemon,lemon
12612,,slice,Orange,General,0,2243,Gin St Clements,1262,orange,orange
12613,,,Lemon,Garnish,11,2243,"Lemon, Orange",1079,lemon,lemon
12614,,,Orange,Garnish,11,2243,"Lemon, Orange",1263,orange,orange
12615,59.10,ml,Gin,Gin,1,2244,Gin Swizzle,802,gin,gin
12616,1/2,tsp,Bitters,General,0,2244,Gin Swizzle,208,bitters,bitters
12617,14.80,ml,Lime Juice,General,0,2244,Gin Swizzle,1118,lime juice,lime juice
12618,1,tsp,Sugar,General,0,2244,Gin Swizzle,1718,sugar,sugar
12619,,,Club Soda,General,0,2244,Gin Swizzle,525,club soda,club soda
12620,,wedge,Lime,Garnish,11,2244,Gin Swizzle,1114,lime,lime
12621,,,Lime,Garnish,11,2244,Gin Swizzle,1114,lime,lime
12622,44.40,ml,Gin,Gin,1,2245,Gin Tincture Toddy,802,gin,gin
12623,1,tsp,Honey,General,0,2245,Gin Tincture Toddy,966,honey,honey
12624,29.60,ml,Lemon Juice,General,0,2245,Gin Tincture Toddy,1085,lemon juice,lemon juice
12625,3,dashes,Tincture,General,0,2245,Gin Tincture Toddy,1782,tincture,tincture
12626,,,Water,General,0,2245,Gin Tincture Toddy,1845,water,water
12627,1,,Cinnamon,General,0,2245,Gin Tincture Toddy,502,cinnamon,cinnamon
12628,,,Orange,Garnish,11,2245,"Orange, Cinnamon",1263,orange,orange
12629,,,Cinnamon,Garnish,11,2245,"Orange, Cinnamon",501,cinnamon,cinnamon
12630,51.80,ml,Gin,Gin,1,2246,Gin to Nicks Gin and Tonic,802,gin,gin
12631,,dash,Angostura Bitters,General,0,2246,Gin to Nicks Gin and Tonic,73,angostura bitters,angostura bitters
12632,,squeeze,Lime Juice,General,0,2246,Gin to Nicks Gin and Tonic,1118,lime juice,lime juice
12633,,,Tonic Water,General,0,2246,Gin to Nicks Gin and Tonic,1787,tonic water,tonic water
12634,,,Lime,Garnish,11,2246,Gin to Nicks Gin and Tonic,1114,lime,lime
12635,44.40,ml,Gin,Gin,1,2247,Gin-X Tonic,802,gin,gin
12636,,,Tonic Water,General,0,2247,Gin-X Tonic,1787,tonic water,tonic water
12637,2,wedges,Lime,General,0,2247,Gin-X Tonic,1113,lime,lime
12638,,,Lime,Garnish,11,2247,Gin-X Tonic,1114,lime,lime
12639,29.60,ml,Gin,Gin,1,2248,Ginger Love,802,gin,gin
12640,14.80,ml,Ginger Liqueur,Liqueur,10,2248,Ginger Love,871,ginger liqueur,ginger liqueur
12641,1,tsp,Campari,Liqueur,10,2248,Ginger Love,395,campari,campari
12642,14.80,ml,Agave Nectar,General,0,2248,Ginger Love,14,agave nectar,
12643,29.60,ml,Grapefruit Juice,General,0,2248,Ginger Love,909,grapefruit juice,grapefruit juice
12644,1,slice,Ginger,Garnish,11,2248,Ginger Love,866,ginger,ginger
12645,,,Ginger,Garnish,11,2248,Ginger Love,866,ginger,ginger
12646,44.40,ml,Gin,Gin,1,2249,Ginnocent,802,gin,gin
12647,14.80,ml,Dry Vermouth,Wine,8,2249,Ginnocent,708,dry vermouth,dry vermouth
12648,3/4,,Lime,General,0,2249,Ginnocent,1113,lime,lime
12649,2,tsp,Fennel,General,0,2249,Ginnocent,751,fennel,fennel
12650,14.80,ml,Simple syrup,General,0,2249,Ginnocent,1656,simple syrup,simple syrup
12651,,,Dill,Garnish,11,2249,Ginnocent,688,dill,dill
12652,,,Dill,Garnish,11,2249,Ginnocent,688,dill,dill
12653,59.10,ml,Gin,Gin,1,2250,Glittering Fruits,802,gin,gin
12654,14.80,ml,Elderflower Syrup,General,0,2250,Glittering Fruits,740,elderflower syrup,elderflower syrup
12655,1/4,,Lime,General,0,2250,Glittering Fruits,1113,lime,lime
12656,3,,Kumquat,General,0,2250,Glittering Fruits,1067,kumquat,kumquat
12657,,,Champagne,Wine,8,2250,Glittering Fruits,444,champagne,champagne
12658,,,Kumquat,Garnish,11,2250,Glittering Fruits,1068,kumquat,kumquat
12659,19.70,ml,Acerola Liqueur,Liqueur,10,2251,Globe Trotter Martini,11,acerola liqueur,acerola liqueur
12660,29.60,ml,Gin,Gin,1,2251,Globe Trotter Martini,802,gin,gin
12661,9.90,ml,Elderflower Liqueur,Liqueur,10,2251,Globe Trotter Martini,734,elderflower liqueur,elderflower liqueur
12662,2,slices,Cucumber,General,0,2251,Globe Trotter Martini,642,cucumber,cucumber
12663,,,Mint,Garnish,11,2251,Globe Trotter Martini,1212,mint,mint
12664,39.40,ml,Gin,Gin,1,2252,Golden Comet,802,gin,gin
12665,19.70,ml,Curaçao,Liqueur,10,2252,Golden Comet,648,curaçao,curaçao
12666,19.70,ml,Lime Juice,General,0,2252,Golden Comet,1118,lime juice,lime juice
12667,,wedge,Lime,Garnish,11,2252,Golden Comet,1114,lime,lime
12668,,,Lime,Garnish,11,2252,Golden Comet,1114,lime,lime
12669,73.90,ml,Gin,Gin,1,2253,Golden Fizz,802,gin,gin
12670,29.60,ml,Lime Juice,General,0,2253,Golden Fizz,1118,lime juice,lime juice
12671,1/2,tsp,Sugar,General,0,2253,Golden Fizz,1718,sugar,sugar
12672,1,,Egg,General,0,2253,Golden Fizz,730,egg,egg
12673,,,Club Soda,General,0,2253,Golden Fizz,525,club soda,club soda
12674,,slice,Lemon,Garnish,11,2253,Golden Fizz,1079,lemon,lemon
12675,,,Lemon,Garnish,11,2253,Golden Fizz,1079,lemon,lemon
12676,59.10,ml,Gin,Gin,1,2254,Golden Gin Fizz,802,gin,gin
12677,14.80,ml,Lemon Juice,General,0,2254,Golden Gin Fizz,1085,lemon juice,lemon juice
12678,1,,Egg,General,0,2254,Golden Gin Fizz,730,egg,egg
12679,2,tsp,Sugar,General,0,2254,Golden Gin Fizz,1718,sugar,sugar
12680,,,Nutmeg,General,0,2254,Golden Gin Fizz,1245,nutmeg,nutmeg
12681,,,Club Soda,General,0,2254,Golden Gin Fizz,525,club soda,club soda
12682,,slice,Lime,Garnish,11,2254,Golden Gin Fizz,1114,lime,lime
12683,,slice,Lemon,Garnish,11,2254,Golden Gin Fizz,1079,lemon,lemon
12684,,,Lemon,Garnish,11,2254,"Lemon, Lime",1079,lemon,lemon
12685,,,Lime,Garnish,11,2254,"Lemon, Lime",1114,lime,lime
12686,59.10,ml,Gin,Gin,1,2255,Golden Hornet,802,gin,gin
12687,14.80,ml,Scotch Whiskey,Whisky,4,2255,Golden Hornet,1855,scotch whiskey,whiskey
12688,14.80,ml,Sherry,Wine,8,2255,Golden Hornet,1646,sherry,sherry
12689,,,Lemon,Garnish,11,2255,Golden Hornet,1079,lemon,lemon
12690,,,Lemon,Garnish,11,2255,Golden Hornet,1079,lemon,lemon
12691,59.10,ml,Gin,Gin,1,2256,Golden Rooster,802,gin,gin
12692,14.80,ml,Dry Vermouth,Wine,8,2256,Golden Rooster,708,dry vermouth,dry vermouth
12693,14.80,ml,Cointreau,Liqueur,10,2256,Golden Rooster,580,cointreau,cointreau
12694,14.80,ml,Apricot Brandy,Brandy,5,2256,Golden Rooster,106,apricot brandy,apricot brandy
12695,,,Cherry,Garnish,11,2256,Golden Rooster,450,cherry,cherry
12696,,,Maraschino Cherry,Garnish,11,2256,Golden Rooster,450,maraschino cherry,cherry
12697,29.60,ml,Gin,Gin,1,2257,Good for the Gander,802,gin,gin
12698,14.80,ml,Elderflower Liqueur,Liqueur,10,2257,Good for the Gander,734,elderflower liqueur,elderflower liqueur
12699,29.60,ml,Dry Vermouth,Wine,8,2257,Good for the Gander,708,dry vermouth,dry vermouth
12700,29.60,ml,Beer,Beer,7,2257,Good for the Gander,179,beer,beer
12701,,,Grapefruit,Garnish,11,2257,Good for the Gander,904,grapefruit,grapefruit
12702,59.10,ml,Gin,Gin,1,2258,Gramercy,802,gin,gin
12703,22.20,ml,Melon Schnapps,Liqueur,10,2258,Gramercy,1183,melon schnapps,melon schnapps
12704,59.10,ml,Pineapple Juice,General,0,2258,Gramercy,1405,pineapple juice,pineapple juice
12705,59.10,ml,Cranberry Juice,General,0,2258,Gramercy,600,cranberry juice,cranberry juice
12706,,wedge,Lime,Garnish,11,2258,Gramercy,1114,lime,lime
12707,,,Lime,Garnish,11,2258,Gramercy,1114,lime,lime
12708,44.40,ml,Orange Liqueur,Liqueur,10,2259,Gran Gala Fizz,1277,orange liqueur,orange liqueur
12709,22.20,ml,Gin,Gin,1,2259,Gran Gala Fizz,802,gin,gin
12710,14.80,ml,Lime Juice,General,0,2259,Gran Gala Fizz,1118,lime juice,lime juice
12711,14.80,ml,Lemon Juice,General,0,2259,Gran Gala Fizz,1085,lemon juice,lemon juice
12712,14.80,ml,Simple syrup,General,0,2259,Gran Gala Fizz,1656,simple syrup,simple syrup
12713,1,,Egg,General,0,2259,Gran Gala Fizz,730,egg,egg
12714,2,dashes,Grapefruit Bitters,General,0,2259,Gran Gala Fizz,906,grapefruit bitters,grapefruit bitters
12715,,,Orange,Garnish,11,2259,Gran Gala Fizz,1263,orange,orange
12716,,,Orange,Garnish,11,2259,Gran Gala Fizz,1263,orange,orange
12717,44.40,ml,Gin,Gin,1,2260,Grapefruit Fizz,802,gin,gin
12718,59.10,ml,Grapefruit Juice,General,0,2260,Grapefruit Fizz,909,grapefruit juice,grapefruit juice
12719,,,Club Soda,General,0,2260,Grapefruit Fizz,525,club soda,club soda
12720,,,Grapefruit,Garnish,11,2260,Grapefruit Fizz,904,grapefruit,grapefruit
12721,59.10,ml,Gin,Gin,1,2261,Grapevine,802,gin,gin
12722,59.10,ml,Grape Juice,General,0,2261,Grapevine,983,grape juice,ice
12723,29.60,ml,Lemon Juice,General,0,2261,Grapevine,1085,lemon juice,lemon juice
12724,1/2,tsp,Simple syrup,General,0,2261,Grapevine,1656,simple syrup,simple syrup
12725,,dash,Grenadine,General,0,2261,Grapevine,933,grenadine,grenadine
12726,2-3,,Grape,Garnish,11,2261,Grapevine,901,grape,grape
12727,,,Grapes,Garnish,11,2261,Grapevine,901,grapes,grape
12728,59.10,ml,Gin,Gin,1,2262,Green Devil,802,gin,gin
12729,59.10,ml,Green Crème de Menthe,Liqueur,10,2262,Green Devil,926,green crème de menthe,green crème de menthe
12730,14.80,ml,Lime Juice,General,0,2262,Green Devil,1118,lime juice,lime juice
12731,44.40,ml,Gin,Gin,1,2263,Green Tea Cooler,802,gin,gin
12732,29.60,ml,Lemon Juice,General,0,2263,Green Tea Cooler,1085,lemon juice,lemon juice
12733,,,Tea,General,0,2263,Green Tea Cooler,1758,tea,tea
12734,,,Sugar,General,0,2263,Green Tea Cooler,1718,sugar,sugar
12735,,slice,Lemon,General,0,2263,Green Tea Cooler,1080,lemon,lemon
12736,,,Mint,General,0,2263,Green Tea Cooler,1213,mint,mint
12737,,,Lemon,Garnish,11,2263,"Lemon, Mint",1079,lemon,lemon
12738,,,Mint,Garnish,11,2263,"Lemon, Mint",1212,mint,mint
12739,22.20,ml,White Crème de Menthe,Liqueur,10,2264,Green Tonic,1863,white crème de menthe,white crème de menthe
12740,22.20,ml,Gin,Gin,1,2264,Green Tonic,802,gin,gin
12741,59.10,ml,Lemonade,General,0,2264,Green Tonic,1094,lemonade,lemonade
12742,,,Red Currant,Garnish,11,2264,Green Tonic,1905,red currant,red currant
12743,,slices,Cucumber,Garnish,11,2264,Green Tonic,643,cucumber,cucumber
12744,,,Redcurrant,Garnish,11,2264,"Redcurrant, Cucumber",1490,redcurrant,redcurrant
12745,,,Cucumber,Garnish,11,2264,"Redcurrant, Cucumber",643,cucumber,cucumber
12746,59.10,ml,Gin,Gin,1,2265,Greenback,802,gin,gin
12747,29.60,ml,Green Crème de Menthe,Liqueur,10,2265,Greenback,926,green crème de menthe,green crème de menthe
12748,29.60,ml,Lemon Juice,General,0,2265,Greenback,1085,lemon juice,lemon juice
12749,44.40,ml,Gin,Gin,1,2266,Hanky Panky,802,gin,gin
12750,44.40,ml,Sweet Vermouth,Wine,8,2266,Hanky Panky,1729,sweet vermouth,sweet vermouth
12751,14.80,ml,Sweet Vermouth,Wine,8,2266,Hanky Panky,1729,sweet vermouth,sweet vermouth
12752,,,Lemon,Garnish,11,2266,Hanky Panky,1079,lemon,lemon
12753,2,dashes,Liqueur,Liqueur,10,2267,Hanky Penky,1128,liqueur,liqueur
12754,44.40,ml,Gin,Gin,1,2267,Hanky Penky,802,gin,gin
12755,44.40,ml,Sweet Vermouth,Wine,8,2267,Hanky Penky,1729,sweet vermouth,sweet vermouth
12756,,,Orange,Garnish,11,2267,Hanky Penky,1263,orange,orange
12757,,,Orange,Garnish,11,2267,Hanky Penky,1263,orange,orange
12758,59.10,ml,Gin,Gin,1,2268,Harlem Cocktail,802,gin,gin
12759,1,tsp,Maraschino Liqueur,Liqueur,10,2268,Harlem Cocktail,1162,maraschino liqueur,maraschino liqueur
12760,44.40,ml,Pineapple Juice,General,0,2268,Harlem Cocktail,1405,pineapple juice,pineapple juice
12761,1,tbsp,Pineapple,General,0,2268,Harlem Cocktail,1401,pineapple,pineapple
12762,59.10,ml,Gin,Gin,1,2269,Hawaiian Orange Blossom,802,gin,gin
12763,29.60,ml,Triple Sec,Liqueur,10,2269,Hawaiian Orange Blossom,1791,triple sec,triple sec
12764,59.10,ml,Orange Juice,General,0,2269,Hawaiian Orange Blossom,1275,orange juice,orange juice
12765,29.60,ml,Pineapple Juice,General,0,2269,Hawaiian Orange Blossom,1405,pineapple juice,pineapple juice
12766,44.40,ml,Gin,Gin,1,2270,Heather Martini,802,gin,gin
12767,19.70,ml,Drambuie Cream Liqueur,Liqueur,10,2270,Heather Martini,699,drambuie cream liqueur,drambuie cream liqueur
12768,1/2,tsp,Scotch Whiskey,Whisky,4,2270,Heather Martini,1855,scotch whiskey,whiskey
12769,44.40,ml,Gin,Gin,1,2271,Hedgerow Sling,802,gin,gin
12770,22.20,ml,Elderflower Liqueur,Liqueur,10,2271,Hedgerow Sling,734,elderflower liqueur,elderflower liqueur
12771,14.80,ml,Blackberry Brandy,Brandy,5,2271,Hedgerow Sling,263,blackberry brandy,blackberry brandy
12772,22.20,ml,Grapefruit Juice,General,0,2271,Hedgerow Sling,909,grapefruit juice,grapefruit juice
12773,14.80,ml,Lemon Juice,General,0,2271,Hedgerow Sling,1085,lemon juice,lemon juice
12774,,,Club Soda,General,0,2271,Hedgerow Sling,525,club soda,club soda
12775,1,,Blackberry,Garnish,11,2271,Hedgerow Sling,261,blackberry,blackberry
12776,,wedge,Lemon,Garnish,11,2271,Hedgerow Sling,1079,lemon,lemon
12777,,,Lemon,Garnish,11,2271,"Lemon, Blackberry",1079,lemon,lemon
12778,,,Blackberry,Garnish,11,2271,"Lemon, Blackberry",261,blackberry,blackberry
12779,19.70,ml,Midori Melon Liqueur,Liqueur,10,2272,Hen Do Berry,1210,midori melon liqueur,midori melon liqueur
12780,39.40,ml,Gin,Gin,1,2272,Hen Do Berry,802,gin,gin
12781,39.40,ml,Raspberry,General,0,2272,Hen Do Berry,1471,raspberry,raspberry
12782,9.90,ml,Kumbava Juice,General,0,2272,Hen Do Berry,1064,kumbava juice,kumbava juice
12783,,,Mint,General,0,2272,Hen Do Berry,1213,mint,mint
12784,,,Ginger Beer,General,0,2272,Hen Do Berry,869,ginger beer,ginger beer
12785,,,Mint,Garnish,11,2272,Hen Do Berry,1212,mint,mint
12786,59.10,ml,Gin,Gin,1,2273,Hi Ho Cocktail,802,gin,gin
12787,22.20,ml,Port Wine,Wine,8,2273,Hi Ho Cocktail,1449,port wine,port
12788,2,dashes,Orange Bitters,General,0,2273,Hi Ho Cocktail,1264,orange bitters,orange bitters
12789,,,Lemon,Garnish,11,2273,Hi Ho Cocktail,1079,lemon,lemon
12790,29.60,ml,Gin,Gin,1,2274,Highland Tea,802,gin,gin
12791,14.80,ml,Lemon Juice,General,0,2274,Highland Tea,1085,lemon juice,lemon juice
12792,14.80,ml,Honey,General,0,2274,Highland Tea,966,honey,honey
12793,,,Water,General,0,2274,Highland Tea,1845,water,water
12794,,,Tea,General,0,2274,Highland Tea,1758,tea,tea
12795,,,Lemon,Garnish,11,2274,Highland Tea,1079,lemon,lemon
12796,44.40,ml,Gin,Gin,1,2275,Hob Nob,802,gin,gin
12797,14.80,ml,Maraschino Liqueur,Liqueur,10,2275,Hob Nob,1162,maraschino liqueur,maraschino liqueur
12798,,rinse,Absinthe,Spirits,21,2275,Hob Nob,1,absinthe,absinthe
12799,14.80,ml,Simple syrup,General,0,2275,Hob Nob,1656,simple syrup,simple syrup
12800,14.80,ml,Grapefruit Juice,General,0,2275,Hob Nob,909,grapefruit juice,grapefruit juice
12801,14.80,ml,Lime Juice,General,0,2275,Hob Nob,1118,lime juice,lime juice
12802,,,Grapefruit,Garnish,11,2275,Hob Nob,904,grapefruit,grapefruit
12803,,,Lime,Garnish,11,2275,Hob Nob,1114,lime,lime
12804,,,Grapefruit,Garnish,11,2275,"Grapefruit, Lime",904,grapefruit,grapefruit
12805,,,Lime,Garnish,11,2275,"Grapefruit, Lime",1114,lime,lime
12806,44.40,ml,Gin,Gin,1,2276,Honeydew,802,gin,gin
12807,1,dash,Absinthe,Spirits,21,2276,Honeydew,1,absinthe,absinthe
12808,14.80,ml,Lemon Juice,General,0,2276,Honeydew,1085,lemon juice,lemon juice
12809,1/2,cup,Melon,General,0,2276,Honeydew,1180,melon,melon
12810,,,Champagne,Wine,8,2276,Honeydew,444,champagne,champagne
12811,,,Melon,Garnish,11,2276,Honeydew,1179,melon,melon
12812,44.40,ml,Gin,Gin,1,2277,Hong Kong Sling,802,gin,gin
12813,14.80,ml,Lychee liqueur,Liqueur,10,2277,Hong Kong Sling,1140,lychee liqueur,lychee liqueur
12814,29.60,ml,Lychee Juice,General,0,2277,Hong Kong Sling,1139,lychee juice,lychee juice
12815,29.60,ml,Lemon Juice,General,0,2277,Hong Kong Sling,1085,lemon juice,lemon juice
12816,14.80,ml,Simple syrup,General,0,2277,Hong Kong Sling,1656,simple syrup,simple syrup
12817,1,,Lychee Fruit Puree,Garnish,11,2277,Hong Kong Sling,1138,lychee fruit puree,lychee fruit puree
12818,,,Club Soda,General,0,2277,Hong Kong Sling,525,club soda,club soda
12819,,,Lychee,Garnish,11,2277,Hong Kong Sling,1137,lychee,lychee
12820,44.40,ml,Gin,Gin,1,2278,Imperial Fiz,802,gin,gin
12821,9.90,ml,Orange Liqueur,Liqueur,10,2278,Imperial Fiz,1277,orange liqueur,orange liqueur
12822,14.80,ml,Red Wine,Wine,8,2278,Imperial Fiz,1486,red wine,red wine
12823,19.70,ml,Lemon Juice,General,0,2278,Imperial Fiz,1085,lemon juice,lemon juice
12824,1,tsp,Simple syrup,General,0,2278,Imperial Fiz,1656,simple syrup,simple syrup
12825,5,,Caraway Seeds,General,0,2278,Imperial Fiz,417,caraway seeds,caraway seeds
12826,2,slices,Ginger,General,0,2278,Imperial Fiz,867,ginger,ginger
12827,,,Beer,Beer,7,2278,Imperial Fiz,179,beer,beer
12828,29.60,ml,Gin,Gin,1,2279,Italian 75,802,gin,gin
12829,22.20,ml,Amaretto,Liqueur,10,2279,Italian 75,34,amaretto,amaretto
12830,14.80,ml,Lemon Juice,General,0,2279,Italian 75,1085,lemon juice,lemon juice
12831,4,leaves,Basil,Garnish,11,2279,Italian 75,169,basil,basil
12832,,,Champagne,Wine,8,2279,Italian 75,444,champagne,champagne
