,ingredient_amount,ingredient_unit,ingredient_name,type_string,type_num,cocktail_id,cocktail_name,ingredient_id,db_cocktail_ingredient_name,db_ingredient_name
12833,,slice,Lemon,Garnish,11,2279,Italian 75,1079,lemon,lemon
12834,,,Basil,Garnish,11,2279,"Basil, Lemon",169,basil,basil
12835,,,Lemon,Garnish,11,2279,"Basil, Lemon",1079,lemon,lemon
12836,59.10,ml,Gin,Gin,1,2280,Italian Aviation,802,gin,gin
12837,1,tbsp,Maraschino Liqueur,Liqueur,10,2280,Italian Aviation,1162,maraschino liqueur,maraschino liqueur
12838,1/2,tbsp,Violet Liqueur,Liqueur,10,2280,Italian Aviation,1823,violet liqueur,violet liqueur
12839,14.80,ml,Lemon Juice,General,0,2280,Italian Aviation,1085,lemon juice,lemon juice
12840,,,Lemon,Garnish,11,2280,Italian Aviation,1079,lemon,lemon
12841,,,Cherry,Garnish,11,2280,Italian Aviation,450,cherry,cherry
12842,,,Maraschino Cherry,Garnish,11,2280,"Maraschino Cherry, Lemon",450,maraschino cherry,cherry
12843,,,Lemon,Garnish,11,2280,"Maraschino Cherry, Lemon",1079,lemon,lemon
12844,29.60,ml,Gin,Gin,1,2281,Italian Martinez,802,gin,gin
12845,59.10,ml,Sweet Vermouth,Wine,8,2281,Italian Martinez,1729,sweet vermouth,sweet vermouth
12846,2,dashes,Maraschino Liqueur,Liqueur,10,2281,Italian Martinez,1162,maraschino liqueur,maraschino liqueur
12847,,dash,Bitters,General,0,2281,Italian Martinez,208,bitters,bitters
12848,,,Lemon,Garnish,11,2281,Italian Martinez,1079,lemon,lemon
12849,,,Olive,Garnish,11,2281,Italian Martinez,1256,olive,olive
12850,,,Olive,Garnish,11,2281,"Olive, Lemon",1256,olive,olive
12851,,,Lemon,Garnish,11,2281,"Olive, Lemon",1079,lemon,lemon
12852,44.40,ml,Gin,Gin,1,2282,Japatini,802,gin,gin
12853,14.80,ml,Sencha Tea Syrup,General,0,2282,Japatini,1640,sencha tea syrup,sencha tea syrup
12854,4,leaves,Sage,General,0,2282,Japatini,1606,sage,sage
12855,2,dashes,Angostura Bitters,General,0,2282,Japatini,73,angostura bitters,angostura bitters
12856,,,Grapefruit,Garnish,11,2282,Japatini,904,grapefruit,grapefruit
12857,44.40,ml,Gin,Gin,1,2283,Jasmine,802,gin,gin
12858,14.80,ml,Cointreau,Liqueur,10,2283,Jasmine,580,cointreau,cointreau
12859,14.80,ml,Campari,Liqueur,10,2283,Jasmine,395,campari,campari
12860,14.80,ml,Lemon Juice,General,0,2283,Jasmine,1085,lemon juice,lemon juice
12861,,,Lemon,Garnish,11,2283,Jasmine,1079,lemon,lemon
12862,,,Lemon,Garnish,11,2283,Jasmine,1079,lemon,lemon
12863,44.40,ml,Gin,Gin,1,2284,Jerry Wenneker,802,gin,gin
12864,14.80,ml,Chocolate Liqueur,Liqueur,10,2284,Jerry Wenneker,486,chocolate liqueur,chocolate liqueur
12865,19.70,ml,Lemon Juice,General,0,2284,Jerry Wenneker,1085,lemon juice,lemon juice
12866,9.90,ml,Passion Fruit Juice,General,0,2284,Jerry Wenneker,1329,passion fruit juice,passion fruit juice
12867,9.90,ml,Maple Syrup,General,0,2284,Jerry Wenneker,1160,maple syrup,maple syrup
12868,1/2,,Egg,General,0,2284,Jerry Wenneker,730,egg,egg
12869,,sprig,Mint,Garnish,11,2284,Jerry Wenneker,1212,mint,mint
12870,,,Mint,Garnish,11,2284,Jerry Wenneker,1212,mint,mint
12871,44.40,ml,Gin,Gin,1,2285,Jumping Jack Smash,802,gin,gin
12872,29.60,ml,Lemon Juice,General,0,2285,Jumping Jack Smash,1085,lemon juice,lemon juice
12873,1,tsp,Absinthe,Spirits,21,2285,Jumping Jack Smash,1,absinthe,absinthe
12874,8,leaves,Basil,General,0,2285,Jumping Jack Smash,170,basil,basil
12875,9.90,ml,Gomme Syrup,General,0,2285,Jumping Jack Smash,894,gomme syrup,gomme syrup
12876,,,Basil,Garnish,11,2285,"Basil, Lemon",169,basil,basil
12877,,,Lemon,Garnish,11,2285,"Basil, Lemon",1079,lemon,lemon
12878,22.20,ml,Esprit de June Liqueur,Liqueur,10,2286,June-iper Cocktail,742,esprit de june liqueur,esprit de june liqueur
12879,22.20,ml,Gin,Gin,1,2286,June-iper Cocktail,802,gin,gin
12880,14.80,ml,Lime Juice,General,0,2286,June-iper Cocktail,1118,lime juice,lime juice
12881,14.80,ml,Orange Juice,General,0,2286,June-iper Cocktail,1275,orange juice,orange juice
12882,1,tsp,Simple syrup,General,0,2286,June-iper Cocktail,1656,simple syrup,simple syrup
12883,2,dashes,Orange Bitters,General,0,2286,June-iper Cocktail,1264,orange bitters,orange bitters
12884,,wedge,Lime,Garnish,11,2286,June-iper Cocktail,1114,lime,lime
12885,,,Lime,Garnish,11,2286,June-iper Cocktail,1114,lime,lime
12886,39.40,ml,Gin,Gin,1,2287,K6,802,gin,gin
12887,14.80,ml,Creme de Cassis,Liqueur,10,2287,K6,611,creme de cassis,creme de cassis
12888,14.80,ml,Lime Juice,General,0,2287,K6,1118,lime juice,lime juice
12889,1,inch,Ginger,General,0,2287,K6,867,ginger,ginger
12890,,,Apple Cider,General,0,2287,K6,94,apple cider,apple cider
12891,59.10,ml,Gin,Gin,1,2288,Kate Cocktail,802,gin,gin
12892,22.20,ml,Elderflower Liqueur,Liqueur,10,2288,Kate Cocktail,734,elderflower liqueur,elderflower liqueur
12893,22.20,ml,Champagne,Wine,8,2288,Kate Cocktail,444,champagne,champagne
12894,,,Mint,General,0,2288,Kate Cocktail,1213,mint,mint
12895,,slice,Cucumber,General,0,2288,Kate Cocktail,642,cucumber,cucumber
12896,14.80,ml,Lime Juice,General,0,2288,Kate Cocktail,1118,lime juice,lime juice
12897,,,Club Soda,General,0,2288,Kate Cocktail,525,club soda,club soda
12898,,,Mint,Garnish,11,2288,"Mint, Cucumber",1212,mint,mint
12899,,,Cucumber,Garnish,11,2288,"Mint, Cucumber",643,cucumber,cucumber
12900,,,Beer,Beer,7,2289,Kelly Green,179,beer,beer
12901,1,shot,Gin,Gin,1,2289,Kelly Green,802,gin,gin
12902,1/2,shot,Midori Melon Liqueur,Liqueur,10,2289,Kelly Green,1210,midori melon liqueur,midori melon liqueur
12903,59.10,ml,Gin,Gin,1,2290,Khira,802,gin,gin
12904,29.60,ml,Lime Juice,General,0,2290,Khira,1118,lime juice,lime juice
12905,14.80,ml,Cardamom Syrup,General,0,2290,Khira,419,cardamom syrup,cardamom
12906,2,slices,Cucumber,Garnish,11,2290,Khira,643,cucumber,cucumber
12907,,splash,Ginger Beer,General,0,2290,Khira,869,ginger beer,ginger beer
12908,,,Cucumber,Garnish,11,2290,Khira,643,cucumber,cucumber
12909,44.40,ml,Gin,Gin,1,2291,King James II,802,gin,gin
12910,1,tbsp,Elderflower Liqueur,Liqueur,10,2291,King James II,734,elderflower liqueur,elderflower liqueur
12911,1,tbsp,Gomme Syrup,General,0,2291,King James II,894,gomme syrup,gomme syrup
12912,1,dash,Grapefruit Bitters,General,0,2291,King James II,906,grapefruit bitters,grapefruit bitters
12913,1,tbsp,Absinthe,Spirits,21,2291,King James II,1,absinthe,absinthe
12914,29.60,ml,Lillet Blanc,Wine,8,2291,King James II,1110,lillet blanc,lillet blanc
12915,,,Lemon,Garnish,11,2291,King James II,1079,lemon,lemon
12916,29.60,ml,Gin,Gin,1,2292,Knockout,802,gin,gin
12917,14.80,ml,Dry Vermouth,Wine,8,2292,Knockout,708,dry vermouth,dry vermouth
12918,7.40,ml,White Crème de Menthe,Liqueur,10,2292,Knockout,1863,white crème de menthe,white crème de menthe
12919,1-2,drops,Absinthe,Spirits,21,2292,Knockout,1,absinthe,absinthe
12920,1,slice,Lemon,Garnish,11,2292,Knockout,1079,lemon,lemon
12921,,,Lemon,Garnish,11,2292,Knockout,1079,lemon,lemon
12922,44.40,ml,Gin,Gin,1,2293,Lapsang Martinez,802,gin,gin
12923,29.60,ml,Lillet Rouge,Wine,8,2293,Lapsang Martinez,1112,lillet rouge,lillet rouge
12924,14.80,ml,Tea,General,0,2293,Lapsang Martinez,1758,tea,tea
12925,14.80,ml,Simple syrup,General,0,2293,Lapsang Martinez,1656,simple syrup,simple syrup
12926,,,Lemon,Garnish,11,2293,Lapsang Martinez,1079,lemon,lemon
12927,29.60,ml,Creme de Cassis,Liqueur,10,2294,Le Jamaique,611,creme de cassis,creme de cassis
12928,29.60,ml,Gin,Gin,1,2294,Le Jamaique,802,gin,gin
12929,44.40,ml,Lime Juice,General,0,2294,Le Jamaique,1118,lime juice,lime juice
12930,,,Lime,Garnish,11,2294,Le Jamaique,1114,lime,lime
12931,29.60,ml,Gin,Gin,1,2295,Le Marseille Fruits Fizz,802,gin,gin
12932,14.80,ml,Elderflower Liqueur,Liqueur,10,2295,Le Marseille Fruits Fizz,734,elderflower liqueur,elderflower liqueur
12933,14.80,ml,Lemon Juice,General,0,2295,Le Marseille Fruits Fizz,1085,lemon juice,lemon juice
12934,1,tsp,Simple syrup,General,0,2295,Le Marseille Fruits Fizz,1656,simple syrup,simple syrup
12935,1,dash,Orange Bitters,General,0,2295,Le Marseille Fruits Fizz,1264,orange bitters,orange bitters
12936,,,Peach,General,0,2295,Le Marseille Fruits Fizz,1344,peach,peach
12937,1,,Egg,General,0,2295,Le Marseille Fruits Fizz,730,egg,egg
12938,,,Club Soda,General,0,2295,Le Marseille Fruits Fizz,525,club soda,club soda
12939,,,Orange,Garnish,11,2295,Le Marseille Fruits Fizz,1263,orange,orange
12940,44.40,ml,Gin,Gin,1,2296,Left Bank Martini,802,gin,gin
12941,29.60,ml,Elderflower Liqueur,Liqueur,10,2296,Left Bank Martini,734,elderflower liqueur,elderflower liqueur
12942,29.60,ml,White Wine,Wine,8,2296,Left Bank Martini,1873,white wine,white wine
12943,,,Lime,Garnish,11,2296,Left Bank Martini,1114,lime,lime
12944,73.90,ml,Gin,Gin,1,2297,Lemonade 485,802,gin,gin
12945,14.80,ml,Apple Brandy,Brandy,5,2297,Lemonade 485,86,apple brandy,apple brandy
12946,14.80,ml,Peach Brandy,Brandy,5,2297,Lemonade 485,1347,peach brandy,peach brandy
12947,1,,Lemon,General,0,2297,Lemonade 485,1080,lemon,lemon
12948,,,Lemon,Garnish,11,2297,Lemonade 485,1079,lemon,lemon
12949,14.80,ml,Midori Melon Liqueur,Liqueur,10,2298,Lickin Lizard,1210,midori melon liqueur,midori melon liqueur
12950,29.60,ml,Pucker Island Punch Schnapps,Liqueur,10,2298,Lickin Lizard,1453,pucker island punch schnapps,pucker island punch schnapps
12951,14.80,ml,Gin,Gin,1,2298,Lickin Lizard,802,gin,gin
12952,1,squeeze,Lemon Juice,General,0,2298,Lickin Lizard,1085,lemon juice,lemon juice
12953,,,Club Soda,General,0,2298,Lickin Lizard,525,club soda,club soda
12954,14.80,ml,Limoncello,Liqueur,10,2299,Lie Below My Lemon Tea,1126,limoncello,limoncello
12955,1,tbsp,Gin,Gin,1,2299,Lie Below My Lemon Tea,802,gin,gin
12956,1,tbsp,Lemon Juice,General,0,2299,Lie Below My Lemon Tea,1085,lemon juice,lemon juice
12957,,,Tea,General,0,2299,Lie Below My Lemon Tea,1758,tea,tea
12958,,,Orange Bitters,General,0,2299,Lie Below My Lemon Tea,1264,orange bitters,orange bitters
12959,14.80,ml,Galliano,Liqueur,10,2300,Livorno Cup,776,galliano,galliano
12960,29.60,ml,Gin,Gin,1,2300,Livorno Cup,802,gin,gin
12961,29.60,ml,Sweet Vermouth,Wine,8,2300,Livorno Cup,1729,sweet vermouth,sweet vermouth
12962,1,squeeze,Lime Juice,General,0,2300,Livorno Cup,1118,lime juice,lime juice
12963,,,Ginger Beer,General,0,2300,Livorno Cup,869,ginger beer,ginger beer
12964,,,Strawberry,Garnish,11,2300,"Strawberry, Lemon, Mint",1705,strawberry,strawberry
12965,,,Lemon,Garnish,11,2300,"Strawberry, Lemon, Mint",1079,lemon,lemon
12966,,,Mint,Garnish,11,2300,"Strawberry, Lemon, Mint",1212,mint,mint
12967,59.10,ml,Gin,Gin,1,2301,London French 75,802,gin,gin
12968,,,Champagne,Wine,8,2301,London French 75,444,champagne,champagne
12969,29.60,ml,Lemon Juice,General,0,2301,London French 75,1085,lemon juice,lemon juice
12970,1/2,tsp,Sugar,General,0,2301,London French 75,1718,sugar,sugar
12971,22.20,ml,Blueberry Liqueur,Liqueur,10,2302,London Style,304,blueberry liqueur,blueberry liqueur
12972,29.60,ml,Gin,Gin,1,2302,London Style,802,gin,gin
12973,14.80,ml,Lime Juice,General,0,2302,London Style,1118,lime juice,lime juice
12974,,,Tonic Water,General,0,2302,London Style,1787,tonic water,tonic water
12975,,wedge,Lime,Garnish,11,2302,London Style,1114,lime,lime
12976,,,Lime,Garnish,11,2302,London Style,1114,lime,lime
12977,73.90,ml,Gin,Gin,1,2303,Lower East Side,802,gin,gin
12978,14.80,ml,Lime Juice,General,0,2303,Lower East Side,1118,lime juice,lime juice
12979,22.20,ml,Honey,General,0,2303,Lower East Side,966,honey,honey
12980,,,Club Soda,General,0,2303,Lower East Side,525,club soda,club soda
12981,,wedge,Lime,Garnish,11,2303,Lower East Side,1114,lime,lime
12982,,,Lime,Garnish,11,2303,Lower East Side,1114,lime,lime
12983,splash,,Absinthe,Spirits,21,2304,Lucid Corpse Reviver,1,absinthe,absinthe
12984,29.60,ml,Gin,Gin,1,2304,Lucid Corpse Reviver,802,gin,gin
12985,29.60,ml,Triple Sec,Liqueur,10,2304,Lucid Corpse Reviver,1791,triple sec,triple sec
12986,29.60,ml,Lillet Blanc,Wine,8,2304,Lucid Corpse Reviver,1110,lillet blanc,lillet blanc
12987,29.60,ml,Lemon Juice,General,0,2304,Lucid Corpse Reviver,1085,lemon juice,lemon juice
12988,44.40,ml,Gin,Gin,1,2305,Mackintosh Rose,802,gin,gin
12989,14.80,ml,Chambord Raspberry Liqueur,Liqueur,10,2305,Mackintosh Rose,441,chambord raspberry liqueur,chambord raspberry liqueur
12990,88.70,ml,Cranberry Juice,General,0,2305,Mackintosh Rose,600,cranberry juice,cranberry juice
12991,5,drops,Lemon bitters,General,0,2305,Mackintosh Rose,1082,lemon bitters,lemon bitters
12992,,,Tonic Water,General,0,2305,Mackintosh Rose,1787,tonic water,tonic water
12993,1,wedge,Lemon,Garnish,11,2305,Mackintosh Rose,1079,lemon,lemon
12994,,,Lemon,Garnish,11,2305,Mackintosh Rose,1079,lemon,lemon
12995,44.40,ml,Gin,Gin,1,2306,Manzangria,802,gin,gin
12996,59.10,ml,Red Wine,Wine,8,2306,Manzangria,1486,red wine,red wine
12997,29.60,ml,Orange Juice,General,0,2306,Manzangria,1275,orange juice,orange juice
12998,,,Tonic Water,General,0,2306,Manzangria,1787,tonic water,tonic water
12999,2,slices,Apple,General,0,2306,Manzangria,84,apple,apple
13000,2,slices,Lemon,General,0,2306,Manzangria,1080,lemon,lemon
13001,2,slices,Orange,General,0,2306,Manzangria,1262,orange,orange
13002,,,Cinnamon,General,0,2306,Manzangria,502,cinnamon,cinnamon
13003,,,Cinnamon,Garnish,11,2306,"Cinnamon, Apple, Lemon, Orange",501,cinnamon,cinnamon
13004,,,Apple,Garnish,11,2306,"Cinnamon, Apple, Lemon, Orange",83,apple,apple
13005,,,Lemon,Garnish,11,2306,"Cinnamon, Apple, Lemon, Orange",1079,lemon,lemon
13006,,,Orange,Garnish,11,2306,"Cinnamon, Apple, Lemon, Orange",1263,orange,orange
13007,29.60,ml,Midori Melon Liqueur,Liqueur,10,2307,Maple FIzz,1210,midori melon liqueur,midori melon liqueur
13008,29.60,ml,Gin,Gin,1,2307,Maple FIzz,802,gin,gin
13009,14.80,ml,Lemon Juice,General,0,2307,Maple FIzz,1085,lemon juice,lemon juice
13010,9.90,ml,Maple Syrup,General,0,2307,Maple FIzz,1160,maple syrup,maple syrup
13011,1,splash,Egg,General,0,2307,Maple FIzz,730,egg,egg
13012,1,slice,Melon,General,0,2307,Maple FIzz,1180,melon,melon
13013,,,Club Soda,General,0,2307,Maple FIzz,525,club soda,club soda
13014,,,Lemon,Garnish,11,2307,"Lemon, Melon",1079,lemon,lemon
13015,,,Melon,Garnish,11,2307,"Lemon, Melon",1179,melon,melon
13016,44.40,ml,Gin,Gin,1,2308,Maple Punch,802,gin,gin
13017,44.40,ml,Orange Juice,General,0,2308,Maple Punch,1275,orange juice,orange juice
13018,14.80,ml,Maple Syrup,General,0,2308,Maple Punch,1160,maple syrup,maple syrup
13019,,pinch,Cinnamon,General,0,2308,Maple Punch,502,cinnamon,cinnamon
13020,,,Cinnamon,Garnish,11,2308,Maple Punch,501,cinnamon,cinnamon
13021,37.00,ml,Gin,Gin,1,2309,Margarets Blush,802,gin,gin
13022,14.80,ml,Triple Sec,Liqueur,10,2309,Margarets Blush,1791,triple sec,triple sec
13023,5,dashes,Orange Bitters,General,0,2309,Margarets Blush,1264,orange bitters,orange bitters
13024,44.40,ml,Cranberry Juice,General,0,2309,Margarets Blush,600,cranberry juice,cranberry juice
13025,44.40,ml,Pineapple Juice,General,0,2309,Margarets Blush,1405,pineapple juice,pineapple juice
13026,,,Club Soda,General,0,2309,Margarets Blush,525,club soda,club soda
13027,1,wedge,Orange,Garnish,11,2309,Margarets Blush,1263,orange,orange
13028,1,wedge,Pineapple,Garnish,11,2309,Margarets Blush,1402,pineapple,pineapple
13029,,,Pineapple,Garnish,11,2309,"Pineapple, Orange",1402,pineapple,pineapple
13030,,,Orange,Garnish,11,2309,"Pineapple, Orange",1263,orange,orange
13031,29.60,ml,Noilly Prat,Wine,8,2310,Marguerite,1244,noilly prat,noilly prat
13032,59.10,ml,Gin,Gin,1,2310,Marguerite,802,gin,gin
13033,1,dash,Orange Bitters,General,0,2310,Marguerite,1264,orange bitters,orange bitters
13034,,,Olive,Garnish,11,2310,Marguerite,1256,olive,olive
13035,51.80,ml,Gin,Gin,1,2311,Martin Miller's Mojito,802,gin,gin
13036,22.20,ml,Simple syrup,General,0,2311,Martin Miller's Mojito,1656,simple syrup,simple syrup
13037,1/2,,Lime,General,0,2311,Martin Miller's Mojito,1113,lime,lime
13038,8,leaves,Mint,General,0,2311,Martin Miller's Mojito,1213,mint,mint
13039,,,Club Soda,General,0,2311,Martin Miller's Mojito,525,club soda,club soda
13040,,,Mint,Garnish,11,2311,Martin Miller's Mojito,1212,mint,mint
13041,29.60,ml,Gin,Gin,1,2312,Martinez,802,gin,gin
13042,59.10,ml,Sweet Vermouth,Wine,8,2312,Martinez,1729,sweet vermouth,sweet vermouth
13043,1,tbsp,Maraschino Liqueur,Liqueur,10,2312,Martinez,1162,maraschino liqueur,maraschino liqueur
13044,1,dash,Angostura Bitters,General,0,2312,Martinez,73,angostura bitters,angostura bitters
13045,,,Lemon,Garnish,11,2312,Martinez,1079,lemon,lemon
13046,59.10,ml,Gin,Gin,1,2313,Martinez 2,802,gin,gin
13047,29.60,ml,Sweet Vermouth,Wine,8,2313,Martinez 2,1729,sweet vermouth,sweet vermouth
13048,2,dashes,Maraschino Liqueur,Liqueur,10,2313,Martinez 2,1162,maraschino liqueur,maraschino liqueur
13049,2,dashes,Bitters,General,0,2313,Martinez 2,208,bitters,bitters
13050,,,Lemon,Garnish,11,2313,Martinez 2,1079,lemon,lemon
13051,51.80,ml,Gin,Gin,1,2314,Martinez No 3,802,gin,gin
13052,22.20,ml,Lillet Rouge,Wine,8,2314,Martinez No 3,1112,lillet rouge,lillet rouge
13053,1,tsp,Maraschino Liqueur,Liqueur,10,2314,Martinez No 3,1162,maraschino liqueur,maraschino liqueur
13054,,dash,Angostura Bitters,General,0,2314,Martinez No 3,73,angostura bitters,angostura bitters
13055,,,Lemon,Garnish,11,2314,Martinez No 3,1079,lemon,lemon
13056,59.10,ml,Gin,Gin,1,2315,Martini No 1,802,gin,gin
13057,1,tsp,Dry Vermouth,Wine,8,2315,Martini No 1,708,dry vermouth,dry vermouth
13058,,,Lemon,Garnish,11,2315,Martini No 1,1079,lemon,lemon
13059,59.10,ml,Gin,Gin,1,2316,Martini No 16,802,gin,gin
13060,14.80,ml,Cognac,Brandy,5,2316,Martini No 16,572,cognac,cognac
13061,2-3,,Grape,Garnish,11,2316,Martini No 16,901,grape,grape
13062,,,Grapes,Garnish,11,2316,Martini No 16,901,grapes,grape
13063,59.10,ml,Gin,Gin,1,2317,Merry Widow,802,gin,gin
13064,29.60,ml,Dry Vermouth,Wine,8,2317,Merry Widow,708,dry vermouth,dry vermouth
13065,14.80,ml,Absinthe,Spirits,21,2317,Merry Widow,1,absinthe,absinthe
13066,3-5,dashes,Bitters,General,0,2317,Merry Widow,208,bitters,bitters
13067,,,Lemon,Garnish,11,2317,Merry Widow,1079,lemon,lemon
13068,,,Lemon,Garnish,11,2317,Merry Widow,1079,lemon,lemon
13069,14.80,ml,Amaretto,Liqueur,10,2318,Messicano,34,amaretto,amaretto
13070,29.60,ml,Gin,Gin,1,2318,Messicano,802,gin,gin
13071,14.80,ml,Peach Schnapps,Liqueur,10,2318,Messicano,1358,peach schnapps,peach schnapps
13072,14.80,ml,Strawberry Syrup,General,0,2318,Messicano,1714,strawberry syrup,strawberry
13073,88.70,ml,Orange Juice,General,0,2318,Messicano,1275,orange juice,orange juice
13074,5-6,,Raspberry,Garnish,11,2318,Messicano,1470,raspberry,raspberry
13075,,,Raspberry,Garnish,11,2318,Messicano,1470,raspberry,raspberry
13076,29.60,ml,Galliano,Liqueur,10,2319,Mi Piace Tanto,776,galliano,galliano
13077,29.60,ml,Gin,Gin,1,2319,Mi Piace Tanto,802,gin,gin
13078,19.70,ml,Lemon Juice,General,0,2319,Mi Piace Tanto,1085,lemon juice,lemon juice
13079,1,tsp,Simple syrup,General,0,2319,Mi Piace Tanto,1656,simple syrup,simple syrup
13080,6,leaves,Mint,General,0,2319,Mi Piace Tanto,1213,mint,mint
13081,,,Mint,Garnish,11,2319,"Mint, Vanilla Bean",1212,mint,mint
13082,,,Vanilla Bean,Garnish,11,2319,"Mint, Vanilla Bean",1805,vanilla bean,vanilla bean
13083,14.80,ml,Midori Melon Liqueur,Liqueur,10,2320,Midori Martini,1210,midori melon liqueur,midori melon liqueur
13084,39.40,ml,Gin,Gin,1,2320,Midori Martini,802,gin,gin
13085,1,dash,Dry Vermouth,Wine,8,2320,Midori Martini,708,dry vermouth,dry vermouth
13086,,,Maraschino Cherry,Garnish,11,2320,"Maraschino Cherry, Lemon",450,maraschino cherry,cherry
13087,,,Lemon,Garnish,11,2320,"Maraschino Cherry, Lemon",1079,lemon,lemon
13088,44.40,ml,Gin,Gin,1,2321,Millers Cosmopolitan,802,gin,gin
13089,22.20,ml,Cointreau,Liqueur,10,2321,Millers Cosmopolitan,580,cointreau,cointreau
13090,22.20,ml,Cranberry Juice,General,0,2321,Millers Cosmopolitan,600,cranberry juice,cranberry juice
13091,14.80,ml,Lime Juice,General,0,2321,Millers Cosmopolitan,1118,lime juice,lime juice
13092,,,Orange,Garnish,11,2321,Millers Cosmopolitan,1263,orange,orange
13093,88.70,ml,Gin,Gin,1,2322,Mint Collins,802,gin,gin
13094,29.60,ml,Lemon Juice,General,0,2322,Mint Collins,1085,lemon juice,lemon juice
13095,1,tsp,Sugar,General,0,2322,Mint Collins,1718,sugar,sugar
13096,7,leaves,Mint,General,0,2322,Mint Collins,1213,mint,mint
13097,,,Club Soda,General,0,2322,Mint Collins,525,club soda,club soda
13098,,slice,Lemon,Garnish,11,2322,Mint Collins,1079,lemon,lemon
13099,,,Lemon,Garnish,11,2322,"Lemon, Mint",1079,lemon,lemon
13100,,,Mint,Garnish,11,2322,"Lemon, Mint",1212,mint,mint
13101,44.40,ml,Gin,Gin,1,2323,Minted Gin,802,gin,gin
13102,14.80,ml,Lemon Juice,General,0,2323,Minted Gin,1085,lemon juice,lemon juice
13103,1/2,tsp,Sugar,General,0,2323,Minted Gin,1718,sugar,sugar
13104,2,sprigs,Mint,General,0,2323,Minted Gin,1213,mint,mint
13105,,splash,Club Soda,General,0,2323,Minted Gin,525,club soda,club soda
13106,,,Mint,Garnish,11,2323,Minted Gin,1212,mint,mint
13107,,,Sloe Gin,Gin,1,2324,Mirrorbar Pousse Cafe,1665,sloe gin,sloe gin
13108,,,Gin,Gin,1,2324,Mirrorbar Pousse Cafe,802,gin,gin
13109,,,Triple Sec,Liqueur,10,2324,Mirrorbar Pousse Cafe,1791,triple sec,triple sec
13110,,,Passionfruit Liqueur,Liqueur,10,2324,Mirrorbar Pousse Cafe,1333,passionfruit liqueur,passionfruit liqueur
13111,,,Yoghurt Liqueur,Liqueur,10,2324,Mirrorbar Pousse Cafe,1882,yoghurt liqueur,yoghurt liqueur
13112,,,Parfait Amour,Liqueur,10,2324,Mirrorbar Pousse Cafe,1324,parfait amour,parfait amour
13113,,,Pomegranate Schnapps,Liqueur,10,2324,Mirrorbar Pousse Cafe,1442,pomegranate schnapps,pomegranate schnapps
13114,,,Maraschino Liqueur,Liqueur,10,2324,Mirrorbar Pousse Cafe,1162,maraschino liqueur,maraschino liqueur
13115,,,Midori Melon Liqueur,Liqueur,10,2324,Mirrorbar Pousse Cafe,1210,midori melon liqueur,midori melon liqueur
13116,,,Butterscotch Schnapps,Liqueur,10,2324,Mirrorbar Pousse Cafe,372,butterscotch schnapps,butterscotch schnapps
13117,,,Creme de Cassis,Liqueur,10,2324,Mirrorbar Pousse Cafe,611,creme de cassis,creme de cassis
13118,,,Grenadine,General,0,2324,Mirrorbar Pousse Cafe,933,grenadine,grenadine
13119,44.40,ml,Gin,Gin,1,2325,Mississippi Mule,802,gin,gin
13120,1,tsp,Creme de Cassis,Liqueur,10,2325,Mississippi Mule,611,creme de cassis,creme de cassis
13121,1,tsp,Lemon Juice,General,0,2325,Mississippi Mule,1085,lemon juice,lemon juice
13122,44.40,ml,Gin,Gin,1,2326,Monkey Gland,802,gin,gin
