,name,img,ingredients,recipe,garnish,glass,url
1667,Summer Gin and Cranberry,http://www.completecocktails.com/img/d/l/SummerGinAndCranberry.jpg,"[{'amount': '1-1/2', 'unit': 'oz', 'name': 'Gin (Beefeater)'}, {'amount': 'null', 'unit': 'null', 'name': 'Cranberry Juice'}, {'amount': 'null', 'unit': 'wedge', 'name': 'Lime'}]","Add gin to a highball glass full of ice. Fill with cranberry juice. Squeeze a lime wedge over the glass, then drop it in. ",['Lime'],Highball Glass,http://www.completecocktails.com/Drinks/SummerGinandCranberry.aspx#.ZAYexHZByUk
1668,Summer Gin Fizz,http://www.completecocktails.com/img/d/l/SummerGinFizz.jpg,"[{'amount': '1-1/2', 'unit': 'oz', 'name': 'Gin (Beefeater)'}, {'amount': '2', 'unit': 'oz', 'name': 'Grapefruit Juice'}, {'amount': 'null', 'unit': 'null', 'name': 'Club Soda'}, {'amount': 'slice', 'unit': 'null', 'name': 'Grapefruit'}]","Fill a highball glass with ice. Add gin and grapefruit juice, then stir. Fill with club soda and garnish with a grapefruit slice. ",['Grapefruit'],Highball Glass,http://www.completecocktails.com/Drinks/SummerGinFizz.aspx#.ZAYeyHZByUk
1669,Summer Iced Tea,http://www.completecocktails.com/img/d/l/SummerIcedTea.jpg,"[{'amount': '1-1/2', 'unit': 'oz', 'name': 'Gin'}, {'amount': 'null', 'unit': 'null', 'name': 'Tea - iced'}, {'amount': 'null', 'unit': 'null', 'name': 'Mint'}, {'amount': 'null', 'unit': 'wedge', 'name': 'Lemon'}]","Fill a highball glass with ice. Add gin and fill with iced tea, then stir. Garnish with fresh mint and a lemon wedge. ","['Mint', ' Lemon']",Highball Glass,http://www.completecocktails.com/Drinks/SummerIcedTea.aspx#.ZAYezHZByUk
1670,Summer Lemonade,http://www.completecocktails.com/img/d/l/SummerLemonade.jpg,"[{'amount': '1-1/2', 'unit': 'oz', 'name': 'Gin (Beefeater)'}, {'amount': 'null', 'unit': 'null', 'name': 'Lemonade'}, {'amount': 'null', 'unit': 'slice', 'name': 'Lemon'}]","Fill a highball glass with ice. Add gin and fill with lemonade, and stir. Garnish with a lemon slice. ",['Lemon'],Highball Glass,http://www.completecocktails.com/Drinks/SummerLemonade.aspx#.ZAYe0nZByUk
1671,Summer Martini,http://www.completecocktails.com/img/d/l/SummerMartini.jpg,"[{'amount': '2', 'unit': 'oz', 'name': 'Gin (Beefeater)'}, {'amount': '3/4', 'unit': 'oz', 'name': 'Dry Vermouth'}, {'amount': 'wedge', 'unit': 'null', 'name': 'Grapefruit'}]",Shake gin and dry vermouth with ice in a cocktail shaker. Strain into a chilled cocktail glass and garnish with a grapefruit wedge. ,['Grapefruit'],Cocktail Glass,http://www.completecocktails.com/Drinks/SummerMartini.aspx#.ZAYe13ZByUk
1672,Summer on the Rocks,http://www.completecocktails.com/img/d/l/SummerOnTheRocks.jpg,"[{'amount': '2', 'unit': 'oz', 'name': 'Gin (Beefeater)'}, {'amount': 'wedge', 'unit': 'null', 'name': 'Grapefruit'}]",Add gin to a rocks glass full of ice. Garnish with a grapefruit wedge. ,['Grapefruit'],Rocks Glass,http://www.completecocktails.com/Drinks/SummerontheRocks.aspx#.ZAYe23ZByUk
1673,Summer Sour,http://www.completecocktails.com/img/d/l/SummerSour.jpg,"[{'amount': '1/2', 'unit': 'oz', 'name': 'Esprit de June Liqueur'}, {'amount': '1', 'unit': 'oz', 'name': 'Gin'}, {'amount': '1', 'unit': 'oz', 'name': 'Lemon Juice'}, {'amount': 'null', 'unit': 'splash', 'name': 'Simple Syrup'}, {'amount': '1/2', 'unit': 'null', 'name': 'Egg - white'}, {'amount': '3', 'unit': 'dashes', 'name': 'Angostura Bitters'}]",Shake all ingredients vigorously with ice in a cocktail shaker. Strain into a chilled cocktail glass and top with a few dashes of aromatic bitters. ,[],Cocktail Glass,http://www.completecocktails.com/Drinks/SummerSour.aspx#.ZAYe33ZByUk
1674,Sunny Rennie,http://www.completecocktails.com/img/d/l/SunnyRennie.jpg,"[{'amount': '1', 'unit': 'oz', 'name': 'Gin (Caorunn)'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Sweet Vermouth'}, {'amount': '2', 'unit': 'oz', 'name': 'Grapefruit Juice'}, {'amount': '5', 'unit': 'drops', 'name': 'Bitters (Peychaud)'}, {'amount': '3', 'unit': 'oz', 'name': 'Orange Juice'}]",Shake all ingredients with ice in a cocktail shaker. Strain into a highball glass full of ice. Grate some grapefruit zest over top. ,['Grapefruit'],Highball Glass,http://www.completecocktails.com/Drinks/SunnyRennie.aspx#.ZAYe5XZByUk
1675,Super Dream,http://www.completecocktails.com/img/g/l/MargaritaGlass.png,"[{'amount': '2/3', 'unit': 'oz', 'name': 'Peach Liqueur'}, {'amount': '1/3', 'unit': 'oz', 'name': 'Gin'}, {'amount': '1/3', 'unit': 'oz', 'name': 'Amaretto'}, {'amount': '1/3', 'unit': 'oz', 'name': 'Blueberry Liqueur'}, {'amount': '2/3', 'unit': 'oz', 'name': 'Passion Fruit Juice'}, {'amount': '1/3', 'unit': 'oz', 'name': 'Lime Juice'}, {'amount': '1/2', 'unit': 'cup', 'name': 'Ice - crushed'}, {'amount': 'null', 'unit': 'null', 'name': 'slice Passion Fruit'}]",Add all ingredients to a blender and blend until smooth. Pour into a chilled margarita glass. Garnish with passion fruit and serve. ,['Passion fruit'],Margarita Glass,http://www.completecocktails.com/Drinks/SuperDream.aspx#.ZAYe6XZByUk
1676,Surgeons Punch,http://www.completecocktails.com/img/d/l/SurgeonsPunch.jpg,"[{'amount': '10', 'unit': 'oz', 'name': 'Gin (Beefeater)'}, {'amount': '5', 'unit': 'oz', 'name': 'Lime Juice'}, {'amount': '5', 'unit': 'oz', 'name': 'Simple Syrup'}, {'amount': '3', 'unit': 'oz', 'name': 'Ice Cream - lime sherbet'}, {'amount': '16', 'unit': 'oz', 'name': 'Tea - chilled green tea'}, {'amount': '5', 'unit': 'dashes', 'name': 'Angostura Bitters'}, {'amount': '1', 'unit': 'Lime', 'name': '- sliced'}]",Fill a large pitcher or punch bowl with ice. Add all ingredients and stir gently. Served in rocks glasses or highball glasses. ,['Lime'],Pitcher/Punch Bowl,http://www.completecocktails.com/Drinks/SurgeonsPunch.aspx#.ZAYe7XZByUk
1677,Sweet Martini,http://www.completecocktails.com/img/g/l/CocktailGlass.png,"[{'amount': '3', 'unit': 'oz', 'name': 'Gin'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Sweet Vermouth'}, {'amount': 'null', 'unit': 'dash', 'name': 'Orange Bitters'}, {'amount': 'null', 'unit': 'null', 'name': 'Orange'}]","Stir gin, sweet vermouth and orange bitters with ice in a mixing glass. Strain into a chilled cocktail glass. Garnish with an orange twist and serve. ",['Orange'],Cocktail Glass,http://www.completecocktails.com/Drinks/SweetMartini.aspx#.ZAYe8XZByUk
1678,Sweet Sixteen,http://www.completecocktails.com/img/g/l/HighballGlass.png,"[{'amount': '1-1/2', 'unit': 'oz', 'name': 'Gin'}, {'amount': '1', 'unit': 'oz', 'name': 'Lime Juice'}, {'amount': '2', 'unit': 'dashes', 'name': 'Grenadine'}, {'amount': '1', 'unit': 'tsp', 'name': 'Simple Syrup'}, {'amount': 'Bitter', 'unit': 'null', 'name': 'Lemon - to fill'}]","Shake gin, lime juice, grenadine and simple syrup with ice in a cocktail shaker. Strain into a highball glass full of ice. Fill with bitter lemon, and garnish with a lemon twist. ",['Lemon'],Highball Glass,http://www.completecocktails.com/Drinks/SweetSixteen.aspx#.ZAYe9XZByUk
1679,Sydney Fizz,http://www.completecocktails.com/img/g/l/RocksGlass.png,"[{'amount': '1-1/2', 'unit': 'oz', 'name': 'Gin'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Orange Juice'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Lemon Juice'}, {'amount': '1/2', 'unit': 'tsp', 'name': 'Grenadine'}, {'amount': 'null', 'unit': 'null', 'name': 'Club Soda - to fill'}, {'amount': '1', 'unit': 'slice', 'name': 'Orange'}]","Shake gin, orange juice, lemon juice and grenadine with ice in a cocktail shaker. Strain into a rocks glass full of ice. Top with a splash of club soda and garnish with an orange slice. ",['Orange'],Rocks Glass,http://www.completecocktails.com/Drinks/SydneyFizz.aspx#.ZAYe-nZByUk
1680,Tailspin Cocktail,http://www.completecocktails.com/img/g/l/ChampagneGlass.png,"[{'amount': '2', 'unit': 'oz', 'name': 'Gin'}, {'amount': '1-1/2', 'unit': 'oz', 'name': 'Green Chartreuse'}, {'amount': '1-1/2', 'unit': 'oz', 'name': 'Sweet Vermouth'}, {'amount': 'null', 'unit': 'dash', 'name': 'Orange Bitters'}, {'amount': 'null', 'unit': 'null', 'name': 'Lemon'}, {'amount': 'null', 'unit': 'null', 'name': 'Cherry'}]","Stir gin, green chartreuse, sweet vermouth and orange bitters with ice in a mixing glass. Strain into a chilled cocktail glass. Garnish with a maraschino cherry and a lemon twist. ","['Lemon', ' Maraschino Cherry']",Champagne Glass,http://www.completecocktails.com/Drinks/TailspinCocktail.aspx#.ZAYfAXZByUk
1681,Tango Cocktail,http://www.completecocktails.com/img/g/l/CocktailGlass.png,"[{'amount': '2', 'unit': 'oz', 'name': 'Gin'}, {'amount': '1', 'unit': 'oz', 'name': 'Sweet Vermouth'}, {'amount': '1', 'unit': 'oz', 'name': 'Dry Vermouth'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Triple Sec'}]",Shake all ingredients well with ice in a cocktail shaker. Strain into a chilled cocktail glass and serve. ,[],Cocktail Glass,http://www.completecocktails.com/Drinks/TangoCocktail.aspx#.ZAYfBXZByUk
1682,Tanqstream,http://www.completecocktails.com/img/g/l/HighballGlass.png,"[{'amount': '1-1/2', 'unit': 'oz', 'name': 'Gin (Tanqueray)'}, {'amount': '2', 'unit': 'tsp', 'name': 'Creme de Cassis'}, {'amount': '2', 'unit': 'tsp', 'name': 'Lime Juice'}, {'amount': 'null', 'unit': 'null', 'name': 'Club Soda- or tonic water, to fill'}, {'amount': '2', 'unit': 'slices', 'name': 'Lime'}, {'amount': '3-4', 'unit': 'Blueberry', 'name': '- or other berries'}]","Shake gin and lime juice with ice in a cocktail shaker. Strain into a highball glass full of ice. Top with club soda or tonic water, and garnish with lime slices and berries. ","['Lime', ' Blueberry']",Highball Glass,http://www.completecocktails.com/Drinks/Tanqstream.aspx#.ZAYfCXZByUk
1683,Ten-Gallon Cocktail,http://www.completecocktails.com/img/g/l/RocksGlass.png,"[{'amount': '1', 'unit': 'oz', 'name': 'Gin'}, {'amount': '1', 'unit': 'oz', 'name': 'Coffee Liqueur'}, {'amount': '1', 'unit': 'oz', 'name': 'Sweet Vermouth'}, {'amount': '1/2', 'unit': 'cup', 'name': 'Ice - crushed'}]",Add all ingredients to a blender and blend until slushy. Pour into a rocks glass and serve. ,[],Rocks Glass,http://www.completecocktails.com/Drinks/TenGallonCocktail.aspx#.ZAYfDnZByUk
1684,Thanksgiving Special Cocktail,http://www.completecocktails.com/img/g/l/CocktailGlass.png,"[{'amount': '2', 'unit': 'oz', 'name': 'Gin'}, {'amount': '1-1/2', 'unit': 'oz', 'name': 'Apricot Brandy'}, {'amount': '1', 'unit': 'oz', 'name': 'Dry Vermouth'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Lemon Juice'}, {'amount': 'null', 'unit': 'null', 'name': 'Cherry'}]",Shake all ingredients well with ice in a cocktail shaker. Strain into a chilled cocktail glass. Garnish with a maraschino cherry and serve. ,['Maraschino Cherry'],Cocktail Glass,http://www.completecocktails.com/Drinks/ThanksgivingSpecialCocktail.aspx#.ZAYfEnZByUk
1685,The Aviation,http://www.completecocktails.com/img/d/l/TheAviation.png,"[{'amount': '1-1/2', 'unit': 'oz', 'name': 'Gin (New Amsterdam)'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Maraschino Liqueur'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Lime Juice'}]","Shake gin, maraschino liqueur and lime juice with ice in a cocktail shaker. Strain into a chilled champagne flute. Garnish with maraschino cherries. ",['Maraschino Cherry'],Champagne Glass,http://www.completecocktails.com/Drinks/TheAviation.aspx#.ZAYfFnZByUk
1686,The Caorunnut,http://www.completecocktails.com/img/d/l/TheCaorunnut.jpg,"[{'amount': '1-1/2', 'unit': 'oz', 'name': 'Gin (Caorunn)'}, {'amount': '2/3', 'unit': 'oz', 'name': 'Hazelnut Irish Cream (Frangelico)'}, {'amount': '1', 'unit': 'oz', 'name': 'Lemon Juice'}, {'amount': '1/3', 'unit': 'oz', 'name': 'Gomme Syrup'}, {'amount': 'null', 'unit': 'null', 'name': 'Club Soda - to top'}, {'amount': 'null', 'unit': 'null', 'name': 'Thyme'}]","Add ice to a sling glass, or other tall stemmed glass. Add Caorunn gin, Frangelico hazelnut liqueur, lemon juice and gomme. Top with club soda and garnish with fresh thyme. ",['Thyme'],Sling Glass,http://www.completecocktails.com/Drinks/TheCaorunnut.aspx#.ZAYfGnZByUk
1687,The Dash,http://www.completecocktails.com/img/d/l/TheDash.png,"[{'amount': '2', 'unit': 'oz', 'name': 'Hpnotiq Harmonie'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Gin'}, {'amount': 'null', 'unit': 'null', 'name': 'Champagne chilled'}, {'amount': 'null', 'unit': 'dash', 'name': 'Lemon Juice'}]","Shake Hpnotiq Harmonie, gin and lemon juice with ice. Strain into a chilled champagne flute, and top with chilled champagne. Garnish with a fresh flower. ",['Flowers'],Champagne Glass,http://www.completecocktails.com/Drinks/TheDash.aspx#.ZAYfH3ZByUk
1688,The Doobs Martini,http://www.completecocktails.com/img/g/l/CocktailGlass.png,"[{'amount': '1', 'unit': 'oz', 'name': 'Gin'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Sloe Gin'}, {'amount': '2', 'unit': 'tsp', 'name': 'Dry Vermouth'}, {'amount': '4', 'unit': 'dashes', 'name': 'Orange Bitters'}]","Shake dry vermouth with ice in a cocktail shaker for 10 seconds, then strain the excess vermouth. Add gin, sloe gin and orange bitters, and shake well. Strain into a chilled cocktail glass and garnish with an orange twist. ",['Orange'],Cocktail Glass,http://www.completecocktails.com/Drinks/TheDoobsMartini.aspx#.ZAYfI3ZByUk
1689,The Fix,http://www.completecocktails.com/img/g/l/RocksGlass.png,"[{'amount': '1-1/2', 'unit': 'oz', 'name': 'Gin'}, {'amount': '1', 'unit': 'dash', 'name': 'Cointreau - orange liqueur'}, {'amount': '1', 'unit': 'dash', 'name': 'Pineapple Syrup'}, {'amount': '1', 'unit': 'dash', 'name': 'Lime Juice'}, {'amount': '1', 'unit': 'dash', 'name': 'Lemon Juice'}, {'amount': '2', 'unit': 'null', 'name': 'wedges Pineapple'}]","Shake gin, Cointreau, pineapple syrup, lime juice and lemon juice with ice in a cocktail shaker. Strain into a rocks glass full of ice. Garnish with pineapple wedges and a lemon twist. ","['Lemon', ' Pineapple']",Rocks Glass,http://www.completecocktails.com/Drinks/TheFix.aspx#.ZAYfJ3ZByUk
1690,The Gin Blossom,http://www.completecocktails.com/img/d/l/TheGinBlossom.png,"[{'amount': '2', 'unit': 'oz', 'name': 'Hpnotiq'}, {'amount': '1', 'unit': 'oz', 'name': 'Gin'}, {'amount': '1', 'unit': 'splash', 'name': 'Lemon Juice'}, {'amount': '1', 'unit': 'splash', 'name': 'Champagne'}]","Shake Hpnotiq, gin and lemon juice with ice in a cocktail shaker. Strain into a chilled cocktail glass. Top with a splash of champagne and garnish with an orange twist. ",['Orange'],Cocktail Glass,http://www.completecocktails.com/Drinks/TheGinBlossom.aspx#.ZAYfLXZByUk
1691,The Gin O' Lantern,http://www.completecocktails.com/img/d/l/TheGinOLantern.png,"[{'amount': 'Beer', 'unit': '-', 'name': 'cold'}, {'amount': '1', 'unit': 'shot', 'name': 'Gin (New Amsterdam)'}, {'amount': '1/2', 'unit': 'shot', 'name': 'Pumpkin Liqueur'}]","Nearly fill a chilled beer glass with light beer. Add gin and pumpkin liqueur, and serve without stirring. ",[],Beer Mug,http://www.completecocktails.com/Drinks/TheGinOLantern.aspx#.ZAYfMnZByUk
1692,The Gypsy,http://www.completecocktails.com/img/d/l/TheGypsy.jpg,"[{'amount': '1-1/2', 'unit': 'oz', 'name': 'Gin'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Elderflower Liqueur (St-Germain)'}, {'amount': '1', 'unit': 'tbsp', 'name': 'Green Chartreuse'}, {'amount': '1', 'unit': 'tbsp', 'name': 'Lime Juice'}]",Shake all ingredients with ice in a cocktail shaker. Strain into a chilled cocktail glass. Garnish with a lime slice. ,['Lime'],Cocktail Glass,http://www.completecocktails.com/Drinks/TheGypsy.aspx#.ZAYfNnZByUk
1693,The Last Italian Word,http://www.completecocktails.com/img/d/l/TheLastItalianWord.jpg,"[{'amount': '3/4', 'unit': 'oz', 'name': 'Maraschino Liqueur (Luxardo)'}, {'amount': '3/4', 'unit': 'oz', 'name': 'Gin'}, {'amount': '3/4', 'unit': 'oz', 'name': 'Green Chartreuse'}, {'amount': '3/4', 'unit': 'oz', 'name': 'Lime Juice'}, {'amount': '2', 'unit': 'slices', 'name': ' Lime'}]",Shake all ingredients with ice in a cocktail shaker. Strain into a chilled cocktail glass. Garnish with lime slices and serve. ,['Lime'],Cocktail Glass,http://www.completecocktails.com/Drinks/TheLastItalianWord.aspx#.ZAYfOnZByUk
1694,The Last Word,http://www.completecocktails.com/img/d/l/TheLastWord.jpg,"[{'amount': '3/4', 'unit': 'oz', 'name': 'Gin (Beefeater)'}, {'amount': '3/4', 'unit': 'oz', 'name': 'Cherry Schnapps'}, {'amount': '3/4', 'unit': 'oz', 'name': 'Green Chartreuse'}, {'amount': '3/4', 'unit': 'oz', 'name': 'Lime Juice'}, {'amount': '1', 'unit': 'null', 'name': 'Cherry'}]","Shake gin, cherry liqueur, green chartreuse and lime juice with ice in a cocktail shaker. Strain into a chilled cocktail glass and garnish with a cherry. ",['Cherry'],Cocktail Glass,http://www.completecocktails.com/Drinks/TheLastWord.aspx#.ZAYfP3ZByUk
1695,The Martini,http://www.completecocktails.com/img/d/l/TheMartini.png,"[{'amount': '2', 'unit': 'oz', 'name': 'Gin (New Amsterdam)'}, {'amount': 'Dry', 'unit': 'Vermouth', 'name': '- to taste'}]",Shake gin and dry vermouth with ice in a cocktail shaker. Strain into a chilled cocktail glass and garnish with a lemon twist. ,['Lemon'],Cocktail Glass,http://www.completecocktails.com/Drinks/TheMartini.aspx#.ZAYfQ3ZByUk
1696,The Operator,http://www.completecocktails.com/img/d/l/TheOperator.png,"[{'amount': '2', 'unit': 'oz', 'name': 'Gin (New Amsterdam)'}, {'amount': '1', 'unit': 'oz', 'name': 'Orange Juice'}, {'amount': '1', 'unit': 'oz', 'name': 'Pineapple Juice'}, {'amount': 'slice', 'unit': 'null', 'name': 'Orange'}]","Fill a rocks glass with ice. Add gin, pineapple juice and orange juice, then stir gently. Garnish with an orange slice. ",['Orange'],Rocks Glass,http://www.completecocktails.com/Drinks/TheOperator.aspx#.ZAYfR3ZByUk
1697,The PAMA Cocktail,http://www.completecocktails.com/img/d/l/ThePAMACocktail.png,"[{'amount': '1', 'unit': 'oz', 'name': 'Pomegranate Liqueur (PAMA)'}, {'amount': '1', 'unit': 'oz', 'name': 'Gin'}, {'amount': '1', 'unit': 'oz', 'name': 'Grapefruit Juice'}, {'amount': 'null', 'unit': 'splash', 'name': 'Club Soda'}, {'amount': 'null', 'unit': 'null', 'name': 'Grapefruit'}]","Shake pomegranate liqueur, gin and grapefruit juice vigorously with ice in a cocktail shaker. Strain into a chilled cocktail glass and top with a splash of club soda. Garnish with a grapefruit twist. ",['Grapefruit'],Cocktail Glass,http://www.completecocktails.com/Drinks/ThePAMACocktail.aspx#.ZAYfTHZByUk
1698,The Sidekick,http://www.completecocktails.com/img/d/l/TheSidekick.png,"[{'amount': '1-1/2', 'unit': 'oz', 'name': 'Gin (New Amsterdam)'}, {'amount': '3/4', 'unit': 'oz', 'name': 'Cranberry Juice'}, {'amount': '1/4', 'unit': 'oz', 'name': 'Lemon Juice'}, {'amount': '1/4', 'unit': 'oz', 'name': 'Honey'}, {'amount': 'null', 'unit': 'slice', 'name': 'Lemon'}]",Shake all ingredients with ice in a cocktail shaker. Strain into a chilled cocktail glass. Garnish with a slice of lemon. ,['Lemon'],Cocktail Glass,http://www.completecocktails.com/Drinks/TheSidekick.aspx#.ZAYfUHZByUk
1699,The Skyrocket,http://www.completecocktails.com/img/d/l/TheSkyrocket.png,"[{'amount': 'Beer', 'unit': '-', 'name': 'pilsner'}, {'amount': '1', 'unit': 'shot', 'name': 'Gin (New Amsterdam)'}, {'amount': '1/2', 'unit': 'shot', 'name': 'Angostura Bitters'}]","Fill a chilled beer glass with cold pilsner beer. Add the gin and bitters, and serve without stirring. ",[],Beer Mug,http://www.completecocktails.com/Drinks/TheSkyrocket.aspx#.ZAYfVHZByUk
1700,The Smoothest Gin and Tonic,http://www.completecocktails.com/img/d/l/TheSmoothestGinAndTonic.png,"[{'amount': '2', 'unit': 'oz', 'name': 'Gin (New Amsterdam)'}, {'amount': 'null', 'unit': 'null', 'name': 'Tonic Water'}, {'amount': 'null', 'unit': 'wedge', 'name': 'Lime'}]",Add gin to a rocks glass full of ice. Fill with ice and garnish with a lime wedge. ,['Lime'],Rocks Glass,http://www.completecocktails.com/Drinks/TheSmoothestGinandTonic.aspx#.ZAYfW3ZByUk
