,name,img,ingredients,recipe,garnish,glass,url
1626,Seventh Heaven Cocktail,http://www.completecocktails.com/img/g/l/CocktailGlass.png,"[{'amount': '2', 'unit': 'oz', 'name': 'Gin'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Maraschino Liqueur'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Grapefruit Juice'}, {'amount': 'null', 'unit': 'sprig', 'name': 'Mint'}]","Shake gin, maraschino liqueur and grapefruit juice with ice in a cocktail shaker. Strain into a chilled cocktail glass. Garnish with a sprig of mint and serve. ",['Mint'],Cocktail Glass,http://www.completecocktails.com/Drinks/SeventhHeavenCocktail.aspx#.ZAYeDHZByUk
1627,Seville,http://www.completecocktails.com/img/g/l/RocksGlass.png,"[{'amount': '2', 'unit': 'oz', 'name': 'Gin'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Sherry - fino sherry'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Orange Juice'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Lemon Juice'}, {'amount': '1', 'unit': 'tbsp', 'name': 'Simple Syrup'}]",Shake all ingredients with ice in a cocktail shaker. Pour into a chilled rocks glass and serve. ,[],Rocks Glass,http://www.completecocktails.com/Drinks/Seville.aspx#.ZAYeEHZByUk
1628,Silicon Alley,http://www.completecocktails.com/img/g/l/HighballGlass.png,"[{'amount': '2', 'unit': 'oz', 'name': 'Gin'}, {'amount': '1', 'unit': 'oz', 'name': 'Lime Juice'}, {'amount': '1', 'unit': 'scoop', 'name': 'Ice Cream - vanilla'}, {'amount': 'null', 'unit': 'null', 'name': 'Club Soda'}, {'amount': '1', 'unit': 'cup', 'name': 'Ice - crushed'}]","Blend gin, lime juice, ice cream and ice in a blender on low speed until smooth. Pour into a chilled highball glass. Fill with club soda and stir very gently. ",[],Highball Glass,http://www.completecocktails.com/Drinks/SiliconAlley.aspx#.ZAYeFXZByUk
1629,Silver Bullet Cocktail,http://www.completecocktails.com/img/g/l/CocktailGlass.png,"[{'amount': '2', 'unit': 'oz', 'name': 'Gin'}, {'amount': '1', 'unit': 'oz', 'name': 'Jagermeister'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Lemon Juice'}]","Shake gin, Jagermeister and lemon juice well with ice in a cocktail shaker. Strain into a chilled cocktail glass and serve. ",[],Cocktail Glass,http://www.completecocktails.com/Drinks/SilverBulletCocktail.aspx#.ZAYeGXZByUk
1630,Silver Cocktail,http://www.completecocktails.com/img/g/l/CocktailGlass.png,"[{'amount': '2', 'unit': 'oz', 'name': 'Gin'}, {'amount': '1', 'unit': 'oz', 'name': 'Dry Vermouth'}, {'amount': '1', 'unit': 'tsp', 'name': 'Maraschino Liqueur'}, {'amount': '3', 'unit': 'dashes', 'name': 'Orange Bitters'}, {'amount': 'null', 'unit': 'null', 'name': 'Lemon'}]","Shake gin, maraschino liqueur, dry vermouth and orange bitters well with ice in a cocktail shaker. Strain into a chilled cocktail glass. Garnish with a lemon twist and serve. ",['Lemon'],Cocktail Glass,http://www.completecocktails.com/Drinks/SilverCocktail.aspx#.ZAYeH3ZByUk
1631,Silver Fizz,http://www.completecocktails.com/img/g/l/HighballGlass.png,"[{'amount': '3', 'unit': 'oz', 'name': 'Gin'}, {'amount': '1', 'unit': 'null', 'name': 'Egg - white'}, {'amount': '1-1/2', 'unit': 'oz', 'name': 'Lemon Juice'}, {'amount': '1', 'unit': 'tsp', 'name': 'Sugar'}, {'amount': 'null', 'unit': 'null', 'name': 'Club Soda'}]","Shake gin, egg white, sugar and lemon juice vigorously with ice in a cocktail shaker. Strain into a highball glass full of ice and fill with club soda. Stir gently and serve. ",[],Highball Glass,http://www.completecocktails.com/Drinks/SilverFizz.aspx#.ZAYeI3ZByUk
1632,Silver King Cocktail,http://www.completecocktails.com/img/g/l/CocktailGlass.png,"[{'amount': '2', 'unit': 'oz', 'name': 'Gin'}, {'amount': '1', 'unit': 'null', 'name': 'Egg - white'}, {'amount': '1', 'unit': 'oz', 'name': 'Lemon Juice'}, {'amount': '1', 'unit': 'tsp', 'name': 'Simple Syrup'},  {'amount': 'null', 'unit': 'dash', 'name': 'Angostura Bitters'}]",Shake all ingredients vigorously with ice in a cocktail shaker. Strain into a chilled cocktail glass and serve. ,[],Cocktail Glass,http://www.completecocktails.com/Drinks/SilverKingCocktail.aspx#.ZAYeJ3ZByUk
1633,Silver Streak Cocktail,http://www.completecocktails.com/img/g/l/CocktailGlass.png,"[{'amount': '3', 'unit': 'oz', 'name': 'Gin'}, {'amount': '1-1/2', 'unit': 'oz', 'name': 'Jagermeister'}]",Shake gin and Jagermeister with ice in a cocktail shaker. Strain into a chilled cocktail glass and serve. ,[],Cocktail Glass,http://www.completecocktails.com/Drinks/SilverStreakCocktail.aspx#.ZAYeLXZByUk
1634,Singapore Italian Sling,http://www.completecocktails.com/img/d/l/SingaporeItalianSling.jpg,"[{'amount': '1-1/2', 'unit': 'oz', 'name': 'Gin (Luxardo)'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Cherry Liqueur (Luxardo Sangue Morlacco)'}, {'amount': '1/4', 'unit': 'oz', 'name': 'Triple Sec (Luxardo Triplum)'}, {'amount': '1/4', 'unit': 'oz', 'name': 'Benedictine'}, {'amount': '3', 'unit': 'oz', 'name': 'Pineapple Juice'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Lime Juice'}, {'amount': '2', 'unit': 'dashes', 'name': 'Angostura Bitters'}, {'amount': '1', 'unit': 'tsp', 'name': 'Grenadine'}, {'amount': 'null', 'unit': 'null', 'name': 'Cherry'}, {'amount': 'null', 'unit': 'null', 'name': 'Pineapple'}]",Shake all ingredients well with ice in a cocktail shaker. Strain into a Collins glass full of ice. Garnish with a cherry and a slice of pineapple. ,"['Cherry', ' Pineapple']",Collins Glass,http://www.completecocktails.com/Drinks/SingaporeItalianSling.aspx#.ZAYeMXZByUk
1635,Singapore Sling,http://www.completecocktails.com/img/d/l/SingaporeSling.jpg,"[{'amount': '1-1/2', 'unit': 'oz', 'name': 'Gin (Beefeater)'}, {'amount': '3/4', 'unit': 'oz', 'name': 'Cherry Brandy'}, {'amount': '1/4', 'unit': 'oz', 'name': 'Cointreau - orange liqueur'}, {'amount': '1/4', 'unit': 'oz', 'name': 'Grenadine'}, {'amount': '2', 'unit': 'oz', 'name': 'Pineapple Juice'}, {'amount': '3/4', 'unit': 'oz', 'name': 'Lemon Juice'}, {'amount': '2', 'unit': 'dashes', 'name': 'Angostura Bitters'}, {'amount': 'null', 'unit': 'null', 'name': 'Club Soda - to top'}, {'amount': 'null', 'unit': 'null', 'name': 'Cherry'}, {'amount': 'null', 'unit': 'wedge', 'name': 'Pineapple'}]","Shake gin, cherry liqueur, Cointreau, grenadine, pineapple juice, lemon juice and bitters with ice in a cocktail shaker. Strain into a highball glass full of ice, and top with club soda. Garnish with a cherry and a pineapple wedge. ","['Cherry', ' Pineapple']",Highball Glass,http://www.completecocktails.com/Drinks/SingaporeSling.aspx#.ZAYeNXZByUk
1636,Sloe Detox,http://www.completecocktails.com/img/g/l/HighballGlass.png,"[{'amount': '1', 'unit': 'oz', 'name': 'Gin'}, {'amount': '1', 'unit': 'oz', 'name': 'Sloe Gin'}, {'amount': '3/4', 'unit': 'oz', 'name': 'Lemon Juice'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Simple Syrup'}, {'amount': '1', 'unit': 'null', 'name': 'Egg - white'}, {'amount': 'null', 'unit': 'null', 'name': 'Club Soda - to fill'}, {'amount': 'null', 'unit': 'null', 'name': 'Lemon'}]","Shake all ingredients, except club soda, with ice in a cocktail shaker. Strain into a highball glass full of ice and fill with club soda. Garnish with a lemon twist and serve. ",['Lemon'],Highball Glass,http://www.completecocktails.com/Drinks/SloeDetox.aspx#.ZAYeOnZByUk
1637,Slow Gin and Tonic,http://www.completecocktails.com/img/g/l/HighballGlass.png,"[{'amount': '1', 'unit': 'oz', 'name': 'Gin'}, {'amount': '1', 'unit': 'oz', 'name': 'Sloe Gin'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Lemon Juice'}, {'amount': 'null', 'unit': 'null', 'name': 'Tonic Water - to fill'}, {'amount': 'null', 'unit': 'slice', 'name': 'Lemon'}]","Fill a highball glass with ice. Add gin, sloe gin and lemon juice, then fill with tonic water. Stir gently and garnish with a lemon slice. ",['Lemon'],Highball Glass,http://www.completecocktails.com/Drinks/SlowGinandTonic.aspx#.ZAYePnZByUk
1638,Smiler Cocktail,http://www.completecocktails.com/img/g/l/CocktailGlass.png,"[{'amount': '1', 'unit': 'oz', 'name': 'Dry Vermouth'}, {'amount': '1', 'unit': 'oz', 'name': 'Sweet Vermouth'}, {'amount': '1', 'unit': 'oz', 'name': 'Gin'},  {'amount': 'null', 'unit': 'dash', 'name': 'Angostura Bitters'}, {'amount': '1/2', 'unit': 'tsp', 'name': 'Orange Juice'}]",Shake all ingredients with ice in a cocktail shaker. Strain into a chilled cocktail glass and serve. ,[],Cocktail Glass,http://www.completecocktails.com/Drinks/SmilerCocktail.aspx#.ZAYeQnZByUk
1639,Smoky,http://www.completecocktails.com/img/g/l/CocktailGlass.png,"[{'amount': '1-1/2', 'unit': 'oz', 'name': 'Gin'}, {'amount': '3/4', 'unit': 'oz', 'name': 'Sloe Gin'}, {'amount': '1', 'unit': 'tbsp', 'name': 'Dry Vermouth'}, {'amount': '5', 'unit': 'drops', 'name': 'Orange Bitters'}]","Add ice and dry vermouth to a mixing glass, and stir gently. Add gin, sloe gin and orange bitters, and stir well. Strain into a chilled cocktail glass and garnish with an orange twist. ",['Orange'],Cocktail Glass,http://www.completecocktails.com/Drinks/Smoky.aspx#.ZAYeRnZByUk
1640,Smoky Martini,http://www.completecocktails.com/img/g/l/CocktailGlass.png,"[{'amount': '3', 'unit': 'oz', 'name': 'Gin'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Dry Vermouth'}, {'amount': '1', 'unit': 'tsp', 'name': 'Scotch Whiskey'}, {'amount': 'null', 'unit': 'null', 'name': 'Lemon'}]","Shake gin, dry vermouth and scotch with ice in a cocktail shaker. Strain into a chilled cocktail glass. Garnish with a lemon twist and serve. ",['Lemon'],Cocktail Glass,http://www.completecocktails.com/Drinks/SmokyMartini.aspx#.ZAYeTHZByUk
1641,Snowball,http://www.completecocktails.com/img/g/l/CocktailGlass.png,"[{'amount': '1', 'unit': 'oz', 'name': 'Gin'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Anisette'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Light Cream'}]",Shake all ingredients with ice in a cocktail shaker. Strain into a chilled cocktail glass and serve. ,[],Cocktail Glass,http://www.completecocktails.com/Drinks/Snowball.aspx#.ZAYeUHZByUk
1642,Snowball Cocktail,http://www.completecocktails.com/img/g/l/CocktailGlass.png,"[{'amount': '2', 'unit': 'oz', 'name': 'Gin'}, {'amount': '1', 'unit': 'oz', 'name': 'Absinthe (Pernod)'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Half and Half'}]","Shake gin, absinthe and half-and-half well with ice in a cocktail shaker. Strain into a chilled cocktail glass and serve. ",[],Cocktail Glass,http://www.completecocktails.com/Drinks/SnowballCocktail.aspx#.ZAYeVXZByUk
1643,Sophie-stication,http://www.completecocktails.com/img/g/l/CocktailGlass.png,"[{'amount': '1-1/2', 'unit': 'oz', 'name': 'Gin'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Strawberry Liqueur'}, {'amount': '3/4', 'unit': 'oz', 'name': 'Lemon Juice'}, {'amount': '2', 'unit': 'null', 'name': 'Strawberry'}, {'amount': '2', 'unit': 'slices', 'name': 'Ginger'}]","Muddle ginger slices and a strawberry in the bottom of a cocktail shaker. Add ice and the remaining ingredients, and shake well. Strain into a chilled cocktail glass and garnish with a strawberry. ",['Strawberry'],Cocktail Glass,http://www.completecocktails.com/Drinks/Sophiestication.aspx#.ZAYeWXZByUk
1644,Sorriso,http://www.completecocktails.com/img/d/l/Sorriso.jpg,"[{'amount': '1', 'unit': 'oz', 'name': 'Gin (Luxardo)'}, {'amount': '1', 'unit': 'oz', 'name': 'Pear Vodka'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Cherry Liqueur (Luxardo Sangue Morlacco)'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Sherry'}, {'amount': '2', 'unit': 'dashes', 'name': 'Bitters'}, {'amount': 'null', 'unit': 'null', 'name': 'Orange'}, {'amount': '2', 'unit': 'null', 'name': 'Cherry'}]",Stir all ingredients in a mixing glass with ice. Strain into a chilled cocktail glass. Garnish with maraschino cherries and an orange twist. ,"['Maraschino Cherry', ' Orange']",Cocktail Glass,http://www.completecocktails.com/Drinks/Sorriso.aspx#.ZAYeXXZByUk
1645,Southern Bride,http://www.completecocktails.com/img/g/l/CocktailGlass.png,"[{'amount': '1-1/2', 'unit': 'oz', 'name': 'Gin'}, {'amount': '1', 'unit': 'tsp', 'name': 'Maraschino Liqueur'}, {'amount': '1', 'unit': 'oz', 'name': 'Grapefruit Juice'}, {'amount': '1', 'unit': 'null', 'name': 'Cherry'}]",Shake all ingredients with ice in a cocktail shaker. Strain into a chilled cocktail glass. Garnish with a maraschino cherry and serve. ,['Maraschino Cherry'],Cocktail Glass,http://www.completecocktails.com/Drinks/SouthernBride.aspx#.ZAYeYnZByUk
1646,Southern Bride Cocktail,http://www.completecocktails.com/img/g/l/CocktailGlass.png,"[{'amount': '3', 'unit': 'oz', 'name': 'Gin'}, {'amount': '1', 'unit': 'tsp', 'name': 'Maraschino Liqueur'}, {'amount': '2', 'unit': 'oz', 'name': 'Grapefruit Juice'}]","Shake gin, grapefruit juice and maraschino liqueur well with ice in a cocktail shaker. Strain into a chilled cocktail glass and serve. ",[],Cocktail Glass,http://www.completecocktails.com/Drinks/SouthernBrideCocktail.aspx#.ZAYeZnZByUk
1647,Southern Gin Cocktail,http://www.completecocktails.com/img/g/l/CocktailGlass.png,"[{'amount': '3', 'unit': 'oz', 'name': 'Gin'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Triple Sec'}, {'amount': '3', 'unit': 'dashes', 'name': 'Orange Bitters'}, {'amount': 'null', 'unit': 'null', 'name': 'Lemon'}]","Stir gin, triple sec and orange bitters with ice in a mixing glass. Strain into a chilled cocktail glass. Garnish with a lemon twist and serve. ",['Lemon'],Cocktail Glass,http://www.completecocktails.com/Drinks/SouthernGinCocktail.aspx#.ZAYeanZByUk
1648,Southside Cocktail,http://www.completecocktails.com/img/g/l/CocktailGlass.png,"[{'amount': '3', 'unit': 'oz', 'name': 'Gin'}, {'amount': '1-1/2', 'unit': 'oz', 'name': 'Lemon Juice'}, {'amount': '1', 'unit': 'tsp', 'name': 'Sugar'}, {'amount': 'null', 'unit': 'sprig', 'name': 'Mint'}]","Shake gin, sugar and lemon juice with ice in a cocktail shaker. Strain into a chilled cocktail glass. Garnish with a sprig of mmint and serve. ",['Mint'],Cocktail Glass,http://www.completecocktails.com/Drinks/SouthsideCocktail.aspx#.ZAYebnZByUk
1649,Spa,http://www.completecocktails.com/img/d/l/Spa.png,"[{'amount': '1-1/2', 'unit': 'oz', 'name': 'Gin (New Amsterdam)'}, {'amount': '1', 'unit': 'oz', 'name': 'Mineral Water'}, {'amount': '1', 'unit': 'tsp', 'name': 'Sugar'}, {'amount': 'splash', 'unit': 'Vanilla', 'name': 'Syrup'}, {'amount': '6', 'unit': 'slices', 'name': 'Cucumber'}]","Muddle 3 cucumber slices with sugar and vanilla syrup in a cocktail shaker. Add ice, gin and mineral water, and shake well. Strain into a chilled cocktail glass, and garnish with the remaining cucumber slices. ",['Cucumber'],Cocktail Glass,http://www.completecocktails.com/Drinks/Spa.aspx#.ZAYecnZByUk
1650,Spencer Cocktail,http://www.completecocktails.com/img/g/l/CocktailGlass.png,"[{'amount': '2', 'unit': 'oz', 'name': 'Gin'}, {'amount': '1', 'unit': 'oz', 'name': 'Apricot Brandy'}, {'amount': '1/2', 'unit': 'tsp', 'name': 'Orange Juice'},  {'amount': 'null', 'unit': 'dash', 'name': 'Angostura Bitters'}, {'amount': 'null', 'unit': 'null', 'name': 'Cherry'}, {'amount': 'null', 'unit': 'null', 'name': 'Orange'}]","Shake gin, apricot brandy, bitters and orange juice with ice in a cocktail shaker. Strain into a chilled cocktail glass. Garnish with a maraschino cherry and an orange twist. ","['Maraschino Cherry', ' Orange']",Cocktail Glass,http://www.completecocktails.com/Drinks/SpencerCocktail.aspx#.ZAYeeXZByUk
1651,Spiced Gin Lemonade,http://www.completecocktails.com/img/d/l/SpicedGinLemonade.jpg,"[{'amount': '2', 'unit': 'oz', 'name': 'Gin (Beefeater)'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Lime Juice'}, {'amount': '2', 'unit': 'dashes', 'name': 'Angostura Bitters'}, {'amount': 'null', 'unit': 'null', 'name': 'Ginger Beer'}, {'amount': 'null', 'unit': 'null', 'name': 'Mint'}, {'amount': 'null', 'unit': 'slice', 'name': 'Lime'}]","Fill a highball glass with ice. Add gin, lime juice and bitters, then fill with ginger beer. Garnish with fresh mint and a slice of lime. ","['Mint', ' Lime']",Highball Glass,http://www.completecocktails.com/Drinks/SpicedGinLemonade.aspx#.ZAYefXZByUk
1652,Spicy Gin and Tonic,http://www.completecocktails.com/img/d/l/SpicyGinAndTonic.jpg,"[{'amount': '1-3/4', 'unit': 'oz', 'name': ""Gin (Martin Miller's)""}, {'amount': '3', 'unit': 'dashes', 'name': 'Tabasco Sauce'}, {'amount': 'null', 'unit': 'null', 'name': 'Tonic Water'}, {'amount': '1', 'unit': 'Chili', 'name': 'Pepper'}]","Fill a highball glass with ice. Add Martin Miller's gin and Tabasco sauce, then fill with tonic water and stir gently. Garnish with a red chili pepper. ",['Chili Pepper'],Highball Glass,http://www.completecocktails.com/Drinks/SpicyGinandTonic.aspx#.ZAYegXZByUk
1653,Springbok Frozen,http://www.completecocktails.com/img/d/l/SpringbokFrozen.png,"[{'amount': '1', 'unit': 'oz', 'name': 'Amarula Cream Liqueur'}, {'amount': '1', 'unit': 'tbsp', 'name': 'Gin'}, {'amount': '1', 'unit': 'tbsp', 'name': 'Milk'}, {'amount': 'null', 'unit': 'null', 'name': 'Chocolate'}, {'amount': 'null', 'unit': 'null', 'name': 'Mint'}]","Shake the Amarula cream liqueur, gin and milk with ice in a cocktail shaker. Strain into a chilled shot glass. Garnish with grated chocolate and fresh mint. ","['Chocolate', ' Mint']",Shot Glass,http://www.completecocktails.com/Drinks/SpringbokFrozen.aspx#.ZAYehnZByUk
1654,St-Germain Gin and Tonic,http://www.completecocktails.com/img/d/l/StGermainGinAndTonic.jpg,"[{'amount': '1-1/2', 'unit': 'oz', 'name': 'Gin'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Elderflower Liqueur (St-Germain)'}, {'amount': 'null', 'unit': 'null', 'name': 'Tonic Water'}, {'amount': '1', 'unit': 'slice', 'name': 'Lime'}]","Fill a highball glass with ice. Add gin and elderflower liqueur, and top with tonic water. Garnish with a slice of lime. ",['Lime'],Highball Glass,http://www.completecocktails.com/Drinks/StGermainGinandTonic.aspx#.ZAYeinZByUk
1655,St-Germain Martini,http://www.completecocktails.com/img/d/l/StGermainMartini.jpg,"[{'amount': '1-1/2', 'unit': 'oz', 'name': 'Gin'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Elderflower Liqueur (St-Germain)'}]",Stir the elderflower liqueur and gin with ice in a mixing glass. Strain into a chilled cocktail glass. Garnish with a lemon twist. ,['Lemon'],Cocktail Glass,http://www.completecocktails.com/Drinks/StGermainMartini.aspx#.ZAYejnZByUk
1656,Stan and Ollie,http://www.completecocktails.com/img/d/l/StanAndOllie.jpg,"[{'amount': '1', 'unit': 'oz', 'name': 'Gin'}, {'amount': '1', 'unit': 'oz', 'name': 'Genever (Bols)'}, {'amount': '1', 'unit': 'oz', 'name': 'Triple Sec (Bols)'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Orange Liqueur (Bols Dry Orange)'}, {'amount': '1', 'unit': 'oz', 'name': 'Lemon Juice'}, {'amount': 'null', 'unit': 'null', 'name': 'Prosecco - chilled'}]","Shake gin, genever, triple sec, orange liqueur and lemon juice with ice in a cocktail shaker. Strain into both a chilled shot glass and a rocks glass full of ice. Top the rocks glass with chilled prosecco. ",[],Shot Glass,http://www.completecocktails.com/Drinks/StanandOllie.aspx#.ZAYek3ZByUk
1657,Standing Alone,http://www.completecocktails.com/img/g/l/CocktailGlass.png,"[{'amount': '1', 'unit': 'oz', 'name': 'Gin'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Triple Sec'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Parfait Amour'}, {'amount': '1', 'unit': 'oz', 'name': 'Lemon Juice'}, {'amount': '1/3', 'unit': 'oz', 'name': 'Lavender Syrup'}, {'amount': '1', 'unit': 'null', 'name': 'Egg - white'}, {'amount': '3', 'unit': 'dashes', 'name': 'Orange Bitters'}, {'amount': 'null', 'unit': 'null', 'name': 'sprig Lavender'}, {'amount': 'null', 'unit': 'null', 'name': 'Lemon'}]",Shake all ingredients vigorously with ice in a cocktail shaker. Strain into a chilled cocktail glass. Garnish with a lemon twist and a lavender flower. ,"['Lemon', ' Flowers']",Cocktail Glass,http://www.completecocktails.com/Drinks/StandingAlone.aspx#.ZAYel3ZByUk
1658,Star Daisy,http://www.completecocktails.com/img/g/l/WineGlass.jpg,"[{'amount': '2', 'unit': 'oz', 'name': 'Gin'}, {'amount': '1-1/2', 'unit': 'oz', 'name': 'Apple Brandy (Calvados)'}, {'amount': '1/2', 'unit': 'tsp', 'name': 'Triple Sec'}, {'amount': '1-1/2', 'unit': 'oz', 'name': 'Lemon Juice'}, {'amount': '1', 'unit': 'tsp', 'name': 'Simple Syrup'}]","Shake gin, Calvados, triple sec, lemon juice and simple syrup with ice in a cocktail shaker. Strain into a chilled wine glass and serve. ",[],Wine Glass,http://www.completecocktails.com/Drinks/StarDaisy.aspx#.ZAYem3ZByUk
1659,Stolen Tom Collins,http://www.completecocktails.com/img/d/l/StolenTomCollins.jpg,"[{'amount': '2', 'unit': 'oz', 'name': 'Gin'}, {'amount': '3/4', 'unit': 'oz', 'name': 'Lemon Juice'}, {'amount': '3/4', 'unit': 'oz', 'name': 'Simple Syrup'}, {'amount': 'null', 'unit': 'null', 'name': 'Club Soda'}]","Shake gin, lemon juice and simple syrup with ice in a cocktail shaker. Strain into a highball glass full of ice. Fill with club soda and garnish with a lemon twist. ",['Lemon'],Highball Glass,http://www.completecocktails.com/Drinks/StolenTomCollins.aspx#.ZAYen3ZByUk
1660,Stormy Weather,http://www.completecocktails.com/img/g/l/CocktailGlass.png,"[{'amount': '1-1/2', 'unit': 'oz', 'name': 'Gin'}, {'amount': '1/4', 'unit': 'oz', 'name': 'Mandarine Napoleon'}, {'amount': '1/4', 'unit': 'oz', 'name': 'Dry Vermouth'}, {'amount': '1/4', 'unit': 'oz', 'name': 'Sweet Vermouth'}]",Shake all ingredients with ice in a cocktail shaker. Strain into a chilled cocktail glass. Garnish with an orange twist. ,['Orange'],Cocktail Glass,http://www.completecocktails.com/Drinks/StormyWeather.aspx#.ZAYepnZByUk
1661,Straight Law Cocktail,http://www.completecocktails.com/img/g/l/CocktailGlass.png,"[{'amount': '3', 'unit': 'oz', 'name': 'Sherry - amontillado sherry'}, {'amount': '1', 'unit': 'oz', 'name': 'Gin'}]",Stir amontillado sherry and gin with ice in a mixing glass. Strain into a chilled cocktail glass and serve. ,[],Cocktail Glass,http://www.completecocktails.com/Drinks/StraightLawCocktail.aspx#.ZAYeqnZByUk
1662,Strawberryade Gin,http://www.completecocktails.com/img/d/l/StrawberryadeGin.jpg,"[{'amount': '2', 'unit': 'oz', 'name': 'Gin (Beefeater)'}, {'amount': '1', 'unit': 'oz', 'name': 'Lemon Juice'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Simple Syrup'}, {'amount': '3', 'unit': 'null', 'name': 'Strawberry'}, {'amount': 'null', 'unit': 'null', 'name': 'Club Soda'}]","Muddle the strawberries in the bottom of a highball glass. Fill with ice, then add gin, lemon juice and simple syrup, and stir. Top with club soda, and garnish with a lemon slice and a strawberry. ","['Lemon', ' Strawberry']",Highball Glass,http://www.completecocktails.com/Drinks/StrawberryadeGin.aspx#.ZAYernZByUk
1663,Strega Sour,http://www.completecocktails.com/img/g/l/SourGlass.jpg,"[{'amount': '2', 'unit': 'oz', 'name': 'Gin'}, {'amount': '1', 'unit': 'oz', 'name': 'Strega'}, {'amount': '1', 'unit': 'oz', 'name': 'Lemon Juice'}, {'amount': 'null', 'unit': 'slice', 'name': 'Lemon'}]","Shake gin, Strega and lemon juice with ice in a cocktail shaker. Strain into a chilled cocktail glass. Garnish with a lemon slice. ",[],Sour Glass,http://www.completecocktails.com/Drinks/StregaSour.aspx#.ZAYes3ZByUk
1664,Suffering Bastard,http://www.completecocktails.com/img/g/l/CollinsGlass.png,"[{'amount': '2', 'unit': 'oz', 'name': 'Gin'}, {'amount': '1-1/2', 'unit': 'oz', 'name': 'Brandy'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Lime Juice'}, {'amount': '1', 'unit': 'tbsp', 'name': 'Angostura Bitters'}, {'amount': '1', 'unit': 'tsp', 'name': 'Simple Syrup'}, {'amount': 'null', 'unit': 'null', 'name': 'Ginger Ale'}, {'amount': 'null', 'unit': 'slice', 'name': 'Cucumber'}, {'amount': 'null', 'unit': 'sprig', 'name': 'Mint'}, {'amount': 'null', 'unit': 'slice', 'name': 'Lime'}]","Add bitters to a chilled Collins glass and swirl around until the inside is coated, and discard excess bitters. Fill the glass with ice, then add gin, brandy, simple syrup and lime juice. Fill with ginger ale and stir gently. Garnish with mint, cucumber and lime, and serve. ","['Cucumber', ' Mint', ' Lime']",Collins Glass,http://www.completecocktails.com/Drinks/SufferingBastard.aspx#.ZAYeuHZByUk
1665,Summer Breeze Punch,http://www.completecocktails.com/img/d/l/SummerBreezePunch.jpg,"[{'amount': '10', 'unit': 'oz', 'name': 'Gin (Beefeater)'}, {'amount': '5', 'unit': 'oz', 'name': 'Lemon Juice'}, {'amount': '5', 'unit': 'oz', 'name': 'Lillet Blanc'}, {'amount': '2', 'unit': 'oz', 'name': 'Curacao'}, {'amount': '2', 'unit': 'oz', 'name': 'Simple Syrup'}, {'amount': '16', 'unit': 'oz', 'name': 'Tea - chilled mint or vervain'}, {'amount': '1', 'unit': 'null', 'name': 'Lemon - sliced'}, {'amount': '5', 'unit': 'Strawberry', 'name': '- sliced'}]","Add all ingredients to a punch bowl or large pitcher filled with ice. Stir gently, and add fruit slices. ","['Strawberry', ' Lemon']",Pitcher/Punch Bowl,http://www.completecocktails.com/Drinks/SummerBreezePunch.aspx#.ZAYevHZByUk
1666,Summer Cooler,http://www.completecocktails.com/img/d/l/SummerCooler.jpg,"[{'amount': '1-1/2', 'unit': 'oz', 'name': 'Gin (Beefeater)'}, {'amount': '3/4', 'unit': 'oz', 'name': 'Elderflower Liqueur (St-Germain)'}, {'amount': 'null', 'unit': 'null', 'name': 'Ginger Ale'}, {'amount': 'null', 'unit': 'null', 'name': 'Raspberry'}, {'amount': 'null', 'unit': 'null', 'name': 'Blackberry'}, {'amount': 'null', 'unit': 'null', 'name': 'Orange'}, {'amount': 'null', 'unit': 'null', 'name': 'Strawberry'}]",Fill a highball glass with ice. Add gin and elderflower liqueur and fill with ginger ale. Add slices of fresh seasonal fruit and serve. ,[],Highball Glass,http://www.completecocktails.com/Drinks/SummerCooler.aspx#.ZAYewHZByUk
