,Unnamed: 0,name,img,ingredients,recipe,garnish,flavor,url,glass,content,rating,alcohol
2470,1876,Bloody 901,http://www.completecocktails.com/img/d/l/Bloody901.png,"[{'amount': '1-1//2', 'unit': 'oz', 'name': 'Tequila - Silver (901 Silver)'}, {'amount': '5', 'unit': 'oz', 'name': 'Tomato Juice'}, {'amount': '1', 'unit': 'oz', 'name': 'Lemon Juice'}, {'amount': '1', 'unit': 'tsp', 'name': 'Horseradish'}, {'amount': 'null', 'unit': 'pinch', 'name': 'Celery Salt'}, {'amount': 'null', 'unit': 'dash', 'name': 'Worcestershire Sauce'}, {'amount': 'null', 'unit': 'dash', 'name': 'Tabasco Sauce'}, {'amount': 'null', 'unit': 'null', 'name': 'Celery'}, {'amount': '2', 'unit': 'null', 'name': 'Tomato'}]",Shake all ingredients with ice in a cocktail shaker. Strain into a highball glass full of ice. Garnish with cherry tomatoes and a celery stalk. ,"['Celery', ' Tomato']",,http://www.completecocktails.com/Drinks/Bloody901.aspx#.ZAYienZByUk,Highball Glass,,,
2471,1877,Bloody Carioca Caipirinha,http://www.completecocktails.com/img/d/l/BloodyCariocaCaipirinha.jpg,"[{'amount': '2', 'unit': 'oz', 'name': 'Cachaca (Leblon)'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Lemon Juice'}, {'amount': '1', 'unit': 'tbsp', 'name': 'Worcestershire Sauce'}, {'amount': 'null', 'unit': 'pinch', 'name': 'Celery Salt'}, {'amount': 'null', 'unit': 'pinch', 'name': 'Black Pepper'}, {'amount': 'null', 'unit': 'pinch', 'name': 'Nutmeg'}, {'amount': 'pinch', 'unit': 'Onion', 'name': 'Powder'}, {'amount': '5', 'unit': 'oz', 'name': 'Tomato Juice'}, {'amount': 'Paprika', 'unit': '-', 'name': 'to rim glass'}, {'amount': 'null', 'unit': 'slice', 'name': 'Cucumber'}]","Wet the rim of a highball glass, then dip into paprika to coat the rim. Shake all remaining ingredients well with ice in a cocktail shaker. Pour into the glass without disturbing the rim, and garnish with a large cucumber slice. ","['Cucumber', ' Paprika']",,http://www.completecocktails.com/Drinks/BloodyCariocaCaipirinha.aspx#.ZAYifnZByUk,Highball Glass,,,
2472,1878,Bloody Citrus,http://www.completecocktails.com/img/d/l/BloodyCitrus.png,"[{'amount': '1', 'unit': 'oz', 'name': 'Citrus Vodka (Stoli Citros)'}, {'amount': '4', 'unit': 'oz', 'name': 'Tomato Juice'}, {'amount': '1', 'unit': 'tbsp', 'name': 'Lemon Juice'}, {'amount': '1', 'unit': 'tsp', 'name': 'Horseradish - freshly grated'}, {'amount': '1', 'unit': 'dash', 'name': 'Worcestershire Sauce'}, {'amount': '1', 'unit': 'dash', 'name': 'Tabasco Sauce'}, {'amount': 'null', 'unit': 'null', 'name': 'Black Pepper - to taste'}, {'amount': 'null', 'unit': 'null', 'name': 'Salt - to taste'}]","Fill a highball glass with ice. Add all ingredients and stir. Salt and pepper to taste, and garnish with celery and olives. ","['Celery', ' Olive']",,http://www.completecocktails.com/Drinks/BloodyCitrus.aspx#.ZAYig3ZByUk,Highball Glass,,,
2473,1879,Bloody Lip,http://www.completecocktails.com/img/d/l/BloodyLip.jpg,"[{'amount': '1-1/2', 'unit': 'oz', 'name': 'Cachaca (Boca Loca)'}, {'amount': 'Tomato', 'unit': 'null', 'name': 'Juice'}, {'amount': 'null', 'unit': 'dash', 'name': 'Worcestershire Sauce'}, {'amount': 'null', 'unit': 'dash', 'name': 'Tabasco Sauce'}, {'amount': 'null', 'unit': 'splash', 'name': 'Lemon Juice'}, {'amount': 'null', 'unit': 'pinch', 'name': 'Celery Salt'}, {'amount': 'null', 'unit': 'pinch', 'name': 'Black Pepper'}, {'amount': 'null', 'unit': 'slice', 'name': 'Lime'}, {'amount': 'null', 'unit': 'null', 'name': 'Celery'}]","Fill a highball glass with ice. Add cachaca, Worcestershire sauce, Tabasco sauce, lemon juice, celery salt and pepper. Fill with tomato juice and stir well. Garnish with a slice of lime and a celery stalk. ","['Celery', ' Lime']",,http://www.completecocktails.com/Drinks/BloodyLip.aspx#.ZAYih3ZByUk,Highball Glass,,,
2474,1880,Bloody Maria Azul,http://www.completecocktails.com/img/d/l/BloodyMariaAzul.png,"[{'amount': '2', 'unit': 'oz', 'name': 'Tequila - Gold (Lunazul Reposado)'}, {'amount': 'null', 'unit': 'dash', 'name': 'Lemon Juice'}, {'amount': 'null', 'unit': 'pinch', 'name': 'Celery Salt'}, {'amount': '6', 'unit': 'oz', 'name': 'Tomato Juice'}]",Shake all ingredients with ice in a cocktail shaker. Strain into a highball glass full of ice. Garnish with a celery stalk. ,['Celery'],,http://www.completecocktails.com/Drinks/BloodyMariaAzul.aspx#.ZAYii3ZByUk,Highball Glass,,,
2478,1884,Bloody Mary Jane,http://www.completecocktails.com/img/d/l/BloodyMaryJane.png,"[{'amount': '1-1/2', 'unit': 'oz', 'name': 'Hemp Vodka (Stoked)'}, {'amount': '3', 'unit': 'oz', 'name': 'Clamato Tomato Cocktail'}, {'amount': '2', 'unit': 'tsp', 'name': 'Lemon Juice'}, {'amount': 'null', 'unit': 'null', 'name': 'Tabasco Sauce - to taste'}, {'amount': 'null', 'unit': 'null', 'name': 'Worcestershire Sauce - to taste'}]",Shake all ingredients with ice in a cocktail shaker. Strain into a chilled cocktail glass. Garnish with fresh mint. ,['Mint'],,http://www.completecocktails.com/Drinks/BloodyMaryJane.aspx#.ZAYinnZByUk,Cocktail Glass,,,
2479,1885,Blossom Dear,http://www.completecocktails.com/img/d/l/BlossomDear.jpg,"[{'amount': '1-1/2', 'unit': 'oz', 'name': 'Cachaca (Boca Loca)'}, {'amount': '3/4', 'unit': 'oz', 'name': 'Lemon Juice'}, {'amount': '3/4', 'unit': 'oz', 'name': 'Ginger Syrup'}, {'amount': '1', 'unit': 'null', 'name': 'Egg - white'}, {'amount': 'null', 'unit': 'dash', 'name': 'Orange Bitters'}, {'amount': 'null', 'unit': 'slice', 'name': 'Lemon'}]",Shake all ingredients vigorously with ice in a cocktail shaker. Strain into a rocks glass full of ice. Garnish with a lemon slice. ,,,http://www.completecocktails.com/Drinks/BlossomDear.aspx#.ZAYionZByUk,Rocks Glass,,,
2480,1886,BLT,http://www.completecocktails.com/img/d/l/BLT.png,"[{'amount': '1-1/2', 'unit': 'oz', 'name': 'Dark Rum (Flor de Cana) - infused with bacon for at least a week'}, {'amount': '2', 'unit': 'oz', 'name': 'Tomato Juice (Sacramento tomato juice)'}, {'amount': 'null', 'unit': 'dash', 'name': 'Worcestershire Sauce'}, {'amount': 'null', 'unit': 'pinch', 'name': 'Celery Salt'}, {'amount': 'null', 'unit': 'pinch', 'name': 'Black Pepper'}, {'amount': 'null', 'unit': 'squeeze', 'name': 'Lemon Juice'}, {'amount': 'null', 'unit': 'pinch', 'name': 'Horseradish'}, {'amount': 'pinch', 'unit': 'null', 'name': 'Cilantro'}, {'amount': 'null', 'unit': 'null', 'name': 'slice Avocado'}, {'amount': 'null', 'unit': 'null', 'name': 'Tomato'}]","Shake all ingredients with ice in a cocktail shaker. Strain into a chilled glass. Garnish with an avocado slice, cilantro and a cherry tomato. ","['Cilantro', ' Tomato']",,http://www.completecocktails.com/Drinks/BLT.aspx#.ZAYipnZByUk,Highball Glass,,,
2481,1887,Blue Angel,http://www.completecocktails.com/img/g/l/CocktailGlass.png,"[{'amount': '1', 'unit': 'oz', 'name': 'Brandy'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Blue Curacao'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Vanilla Liqueur'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Milk'}, {'amount': 'null', 'unit': 'dash', 'name': 'Lemon Juice'}]",Shake all ingredients with ice in a cocktail shaker. Strain into a chilled cocktail glass. ,,,http://www.completecocktails.com/Drinks/BlueAngel.aspx#.ZAYiqnZByUk,Cocktail Glass,,,
2482,1888,Blue Grass Cocktail,http://www.completecocktails.com/img/g/l/CocktailGlass.png,"[{'amount': '2', 'unit': 'part', 'name': 'Bourbon'}, {'amount': '1', 'unit': 'tsp', 'name': 'Maraschino Liqueur'}, {'amount': '1', 'unit': 'oz', 'name': 'Pineapple Juice'}, {'amount': '1', 'unit': 'oz', 'name': 'Lemon Juice'}]","Shake bourbon, maraschino liqueur, pineapple juice and lemon juice with ice in a cocktail shaker. Strain into a chilled cocktail glass and serve. ",,,http://www.completecocktails.com/Drinks/BlueGrassCocktail.aspx#.ZAYirnZByUk,Cocktail Glass,,,
2483,1889,Blueberry Rainforest,http://www.completecocktails.com/img/d/l/BlueberryRainforest.png,"[{'amount': '1-1/2', 'unit': 'oz', 'name': 'Blueberry Vodka (Stoli Blueberi)'}, {'amount': '1', 'unit': 'wedge', 'name': 'Mango'}, {'amount': '1', 'unit': 'tbsp', 'name': 'Lemon Juice'}, {'amount': '1', 'unit': 'tbsp', 'name': 'Agave Nectar'}]","Muddle the mango in an old-fashioned glass, then add ice. Add the blueberry vodka, agave nectar and lemon juice and stir. Garnish with a lemon wedge and blueberries. ","['Blueberry', ' Lemon']",,http://www.completecocktails.com/Drinks/BlueberryRainforest.aspx#.ZAYis3ZByUk,Rocks Glass,,,
2484,1890,Blueberry Smash,http://www.completecocktails.com/img/d/l/BlueberrySmash.png,"[{'amount': '1-1/2', 'unit': 'oz', 'name': 'Blueberry Vodka (Stoli Blueberi)'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Lemon Juice'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Agave Nectar'}, {'amount': '2', 'unit': 'oz', 'name': 'Pineapple Juice'}, {'amount': '4', 'unit': 'leaves', 'name': 'Mint'}]","Muddle the mint leaves and agave nectar in the bottom of a highball glass. Add ice, then the lemon juice, blueberry vodka and pineapple juice. Garnish with a lime wheel. ",['Lime'],,http://www.completecocktails.com/Drinks/BlueberrySmash.aspx#.ZAYit3ZByUk,Highball Glass,,,
2485,1891,Blueberry Summer Crush,http://www.completecocktails.com/img/d/l/BlueberrySummerCrush.jpg,"[{'amount': '1-2/3', 'unit': 'oz', 'name': 'Pimms (No. 1)'}, {'amount': '1/3', 'unit': 'oz', 'name': 'Bilberry Liqueur (Joseph Cartron Creme de Myrtille de Montagne)'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Lemon Juice'}, {'amount': '10', 'unit': 'leaves', 'name': 'Mint'}, {'amount': 'Beer', 'unit': '(wheat', 'name': 'beer)'}]","Bruise the mint in a cocktail shaker, then add Pimm's liqueur, bilberry liqueur, lemon juice and ice, and shake well. Strain into a chilled beer mug full of ice, and top with chilled wheat beer. Garnish with blueberries, mint and lemon. ","['Mint', ' Blueberry', ' Lemon']",,http://www.completecocktails.com/Drinks/BlueberrySummerCrush.aspx#.ZAYivXZByUk,Beer Mug,,,
2486,1892,Bluegrass Shot,http://www.completecocktails.com/img/d/l/BluegrassShot.png,"[{'amount': '1', 'unit': 'oz', 'name': 'Blueberry Vodka (Stoli Blueberi)'}, {'amount': '1/4', 'unit': 'oz', 'name': 'Lemon Juice'}, {'amount': '1/4', 'unit': 'oz', 'name': 'Agave Nectar'}]","Shake the blueberry vodka, lemon juice and agave nectar with ice in a cocktail shaker. Strain into a chilled shot glass. Garnish with a lime wedge. ",['Lime'],,http://www.completecocktails.com/Drinks/BluegrassShot.aspx#.ZAYiw3ZByUk,Shot Glass,,,
2487,1893,Bluetini,http://www.completecocktails.com/img/d/l/Bluetini.jpg,"[{'amount': '2', 'unit': 'oz', 'name': ""Blueberry Vodka (Burnett's)""}, {'amount': '1', 'unit': 'oz', 'name': 'Blue Curacao'}, {'amount': '1', 'unit': 'oz', 'name': 'Cranberry Juice - white'}, {'amount': 'null', 'unit': 'splash', 'name': 'Lemon Juice'}, {'amount': 'null', 'unit': 'slice', 'name': 'Lemon'}]","Shake blueberry vodka, blue curacao, white cranberry juice and lemon juice with ice in a cocktail shaker. Strain into a chilled cocktail glass. Garnish with a slice of lemon. ",['Lemon'],,http://www.completecocktails.com/Drinks/Bluetini.aspx#.ZAYix3ZByUk,Cocktail Glass,,,
2489,1895,Boca Amora Bruise,http://www.completecocktails.com/img/d/l/BocaAmoraBruise.jpg,"[{'amount': '1-1/2', 'unit': 'oz', 'name': 'Cachaca (Boca Loca)'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Apple Brandy (Applejack)'}, {'amount': '1', 'unit': 'oz', 'name': 'Simple Syrup'}, {'amount': '3/4', 'unit': 'oz', 'name': 'Lemon Juice'}, {'amount': '5', 'unit': 'null', 'name': 'Blackberry'}, {'amount': 'null', 'unit': 'null', 'name': 'Lemon'}]",Muddle blackberries and simple syrup in the bottom of a cocktail shaker. Add ice and the remaining ingredients. Shake vigorously and strain into a rocks glass full of crushed ice. Garnish with a lemon slice and a few blackberries. ,"['Lemon', ' Blackberry']",,http://www.completecocktails.com/Drinks/BocaAmoraBruise.aspx#.ZAYiz3ZByUk,Rocks Glass,,,
2490,1896,Boca Ginger Fizz,http://www.completecocktails.com/img/d/l/BocaGingerFizz.jpg,"[{'amount': '1-1/2', 'unit': 'oz', 'name': 'Cachaca (Boca Loca)'}, {'amount': '3/4', 'unit': 'oz', 'name': 'Ginger Liqueur (Domain de Canton)'}, {'amount': '3/4', 'unit': 'oz', 'name': 'Lemon Juice'}, {'amount': '3/4', 'unit': 'oz', 'name': 'Agave Nectar'}, {'amount': '1/2', 'unit': 'null', 'name': 'Egg - white'}, {'amount': '2', 'unit': 'leaves', 'name': 'Sage'}, {'amount': 'dash', 'unit': 'Peach', 'name': 'Bitters'}, {'amount': 'null', 'unit': 'slice', 'name': 'Lemon'}, {'amount': 'null', 'unit': 'null', 'name': 'Club Soda - to fill'}]","Shake all ingredients, except club soda, with ice in a cocktail shaker. Strain into a highball glass full of ice and fill with club soda. Stir gently and garnish with a lemon slice. ",['Lemon'],,http://www.completecocktails.com/Drinks/BocaGingerFizz.aspx#.ZAYi1HZByUk,Highball Glass,,,
2491,1897,Boca Royale,http://www.completecocktails.com/img/d/l/BocaRoyale.jpg,"[{'amount': '2', 'unit': 'oz', 'name': 'Cachaca (Boca Loca)'}, {'amount': 'null', 'unit': 'null', 'name': 'Champagne - to fill'}, {'amount': '2', 'unit': 'null', 'name': 'Strawberry'}, {'amount': '1', 'unit': 'oz', 'name': 'Lemon Juice'}, {'amount': '1', 'unit': 'oz', 'name': 'Simple Syrup'}, {'amount': 'null', 'unit': 'slice', 'name': 'Lemon'}]","Muddle strawberries, lemon juice and simple syrup in the bottom of a cocktail shaker. Add cachaca and ice, and shake vigorously. Strain into a highball glass full of ice and fill with chilled champagne. Garnish with a strawberry and lemon slice. ","['Lemon', ' Strawberry']",,http://www.completecocktails.com/Drinks/BocaRoyale.aspx#.ZAYi2HZByUk,Highball Glass,,,
2493,1899,Bon Ton,http://www.completecocktails.com/img/g/l/HighballGlass.png,"[{'amount': '1', 'unit': 'oz', 'name': 'Mango Liqueur (Wenneker)'}, {'amount': '1', 'unit': 'oz', 'name': 'Pineapple Vodka'}, {'amount': '1', 'unit': 'oz', 'name': 'Mango - puree'}, {'amount': '1', 'unit': 'null', 'name': 'Passion Fruit'}, {'amount': '1', 'unit': 'oz', 'name': 'Lemon Juice'}, {'amount': '1/2', 'unit': 'tsp', 'name': 'Vanilla Syrup'}, {'amount': 'null', 'unit': 'null', 'name': 'Club Soda - to fill'}, {'amount': 'null', 'unit': 'sprig', 'name': 'Mint'}]",Shake all ingredients with ice in a cocktail shaker. Strain into a highball glass full of ice and fill with club soda. Garnish with mint and half of a passion fruit. ,"['Passion fruit', ' Mint']",,http://www.completecocktails.com/Drinks/BonTon.aspx#.ZAYi4HZByUk,Highball Glass,,,
2494,1900,Bongo Cola,http://www.completecocktails.com/img/g/l/CollinsGlass.png,"[{'amount': '2', 'unit': 'oz', 'name': 'Dark Rum'}, {'amount': '1', 'unit': 'oz', 'name': 'Coffee Liqueur'}, {'amount': '2', 'unit': 'oz', 'name': 'Pineapple Juice'}, {'amount': 'dash', 'unit': 'Cherry', 'name': 'Brandy'}, {'amount': 'null', 'unit': 'dash', 'name': 'Lemon Juice'}, {'amount': 'Cola', 'unit': '-', 'name': 'to fill'}, {'amount': 'null', 'unit': 'null', 'name': 'Cherry'}]","Shake rum, coffee liqueur, pineapple juice, lemon juice and cherry brandy with ice in a cocktail shaker. Strain into a Collins glass full of ice and fill with cola. Stir gently and garnish with a maraschino cherry. ",['Maraschino Cherry'],,http://www.completecocktails.com/Drinks/BongoCola.aspx#.ZAYi5XZByUk,Collins Glass,,,
2496,1902,Border Agitation,http://www.completecocktails.com/img/d/l/BorderAgitation.jpg,"[{'amount': '1-1/2', 'unit': 'oz', 'name': 'Cachaca (Boca Loca)'}, {'amount': '3/4', 'unit': 'oz', 'name': 'Lemon Juice'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Simple Syrup'}, {'amount': '1/2', 'unit': 'null', 'name': 'Egg - white'}, {'amount': 'pinch', 'unit': 'Chili', 'name': 'Pepper'}]",Shake all ingredients vigorously with ice in a cocktail shaker. Strain into a chilled cocktail glass and serve. ,,,http://www.completecocktails.com/Drinks/BorderAgitation.aspx#.ZAYi73ZByUk,Cocktail Glass,,,
2502,1908,Boston Sour,http://www.completecocktails.com/img/g/l/SourGlass.jpg,"[{'amount': '2', 'unit': 'oz', 'name': 'Whiskey'}, {'amount': '1', 'unit': 'oz', 'name': 'Lemon Juice'}, {'amount': '1', 'unit': 'tsp', 'name': 'Sugar'}, {'amount': '1', 'unit': 'null', 'name': 'Egg - white'}, {'amount': 'null', 'unit': 'null', 'name': 'Cherry'}, {'amount': 'null', 'unit': 'slice', 'name': 'Lemon'}]",Shake all ingredients vigorously with ice in a cocktail shaker. Strain into a chilled sour glass. Garnish with a lemon slice and a maraschino cherry. ,"['Lemon', ' Maraschino Cherry']",,http://www.completecocktails.com/Drinks/BostonSour.aspx#.ZAYjC3ZByUk,Sour Glass,,,
2503,1909,Bourbon Cobbler,http://www.completecocktails.com/img/g/l/HighballGlass.png,"[{'amount': '2', 'unit': 'oz', 'name': 'Bourbon'}, {'amount': '1', 'unit': 'oz', 'name': 'Southern Comfort'}, {'amount': '1', 'unit': 'tsp', 'name': 'Peach Brandy'}, {'amount': '2', 'unit': 'tsp', 'name': 'Lemon Juice'}, {'amount': '1/2', 'unit': 'tsp', 'name': 'Sugar'}, {'amount': 'null', 'unit': 'null', 'name': 'Club Soda'}, {'amount': 'null', 'unit': 'slice', 'name': 'Peach'}]","Shake bourbon, Southern Comfort, peach brandy, lemon juice and sugar with ice in a cocktail shaker. Strain into a highball glass full of ice. Fill with club soda and garnish with a peach slice. ",['Peach'],,http://www.completecocktails.com/Drinks/BourbonCobbler.aspx#.ZAYjEHZByUk,Highball Glass,,,
2504,1910,Bourbon Daddy,http://www.completecocktails.com/img/d/l/BourbonDaddy.jpg,"[{'amount': '2', 'unit': 'oz', 'name': 'Bourbon (Basil Hayden)'}, {'amount': '1', 'unit': 'oz', 'name': 'Lemon Juice'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Agave Syrup'}, {'amount': '1', 'unit': 'null', 'name': 'Egg - white'}, {'amount': '4', 'unit': 'null', 'name': 'leaves Sage'}, {'amount': '4', 'unit': 'Peppercorn', 'name': '- pink'}]","Muddle peppercorns, sage, agave syrup and lemon juice in the bottom of a cocktail shaker. Add bourbon, egg white and ice and shake vigorously until frothy. Strain into a rocks glass full of ice and float a sage leaf on top. ",['Sage'],,http://www.completecocktails.com/Drinks/BourbonDaddy.aspx#.ZAYjFHZByUk,Rocks Glass,,,
2505,1911,Bourbon Sidecar,http://www.completecocktails.com/img/g/l/CocktailGlass.png,"[{'amount': '2', 'unit': 'oz', 'name': 'Bourbon'}, {'amount': '1', 'unit': 'oz', 'name': 'Triple Sec'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Lemon Juice'}]","Shake bourbon, triple sec and lemon juice with ice in a cocktail shaker. ",,,http://www.completecocktails.com/Drinks/BourbonSidecar.aspx#.ZAYjGnZByUk,Cocktail Glass,,,
2506,1912,Bourbon Sloe Gin,http://www.completecocktails.com/img/g/l/CocktailGlass.png,"[{'amount': '1-1/2', 'unit': 'oz', 'name': 'Bourbon'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Sloe Gin'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Lemon Juice'}, {'amount': '1', 'unit': 'tbsp', 'name': 'Simple Syrup'}, {'amount': '1', 'unit': 'slice', 'name': 'Peach'}, {'amount': '1', 'unit': 'slice', 'name': 'Lemon'}]","Shake bourbon, sloe gin, lemon juice and simple syrup with ice in a cocktail shaker. Strain into a chilled cocktail glass. Garnish with a lemon slice and a peach slice. ",,,http://www.completecocktails.com/Drinks/BourbonSloeGin.aspx#.ZAYjHnZByUk,Cocktail Glass,,,
2507,1913,Bourbon Sloe Gin Fizz,http://www.completecocktails.com/img/g/l/CollinsGlass.png,"[{'amount': '2', 'unit': 'oz', 'name': 'Bourbon'}, {'amount': '1', 'unit': 'oz', 'name': 'Sloe Gin'}, {'amount': '1', 'unit': 'tsp', 'name': 'Lemon Juice'}, {'amount': '1', 'unit': 'tsp', 'name': 'Simple Syrup'}, {'amount': 'null', 'unit': 'null', 'name': 'Club Soda - to fill'}, {'amount': '1', 'unit': 'slice', 'name': 'Lemon'}, {'amount': '1', 'unit': 'null', 'name': 'Cherry'}]","Shake bourbon, sloe gin, lemon juice and simple syrup with ice in a cocktail shaker. Strain into a Collins glass full of ice. Fill with club soda and garnish with a maraschino cherry and lemon slice. ","['Lemon', ' Maraschino Cherry']",,http://www.completecocktails.com/Drinks/BourbonSloeGinFizz.aspx#.ZAYjI3ZByUk,Collins Glass,,,
2508,1914,Bourbon Sour,http://www.completecocktails.com/img/g/l/SourGlass.jpg,"[{'amount': '2', 'unit': 'oz', 'name': 'Bourbon'}, {'amount': '1', 'unit': 'oz', 'name': 'Lemon Juice'}, {'amount': '1/2', 'unit': 'tsp', 'name': 'Sugar'}, {'amount': 'null', 'unit': 'slice', 'name': 'Orange'}]","Shake bourbon, lemon juice and sugar with ice in a cocktail shaker. Strain into a chilled sour glass. Garnish with a small orange slice. ",['Orange'],,http://www.completecocktails.com/Drinks/BourbonSour.aspx#.ZAYjJ3ZByUk,Sour Glass,,,
