,Unnamed: 0,name,img,ingredients,recipe,garnish,flavor,url,glass,content,rating,alcohol
843,249,La Bomba,http://www.completecocktails.com/img/g/l/RocksGlass.png,"[{'amount': '1', 'unit': 'oz', 'name': 'White Rum'}, {'amount': '1', 'unit': 'oz', 'name': 'Apricot Brandy'}, {'amount': '1', 'unit': 'oz', 'name': 'Absinthe (Pernod)'}, {'amount': '1', 'unit': 'oz', 'name': 'Triple Sec'}, {'amount': '1', 'unit': 'oz', 'name': 'Lemon Juice'}, {'amount': 'null', 'unit': 'wedge', 'name': 'Pineapple'}]",Shake all ingredients with ice in a cocktail shaker. Strain into a chilled rocks glass. Garnish with a pineapple wedge and serve. ,['Pineapple'],,http://www.completecocktails.com/Drinks/LaBomba.aspx#.ZAYFyXZByUk,Rocks Glass,,,
844,250,La Peche Attitude,http://www.completecocktails.com/img/d/l/LaPecheAttitude.jpg,"[{'amount': '1', 'unit': 'oz', 'name': 'White Rum'}, {'amount': '1', 'unit': 'oz', 'name': 'Peach Brandy (Joseph Cartron Creme de Peche de Vigne de Bourgogn)'}, {'amount': '2', 'unit': 'oz', 'name': 'Guava Juice'}, {'amount': '1', 'unit': 'oz', 'name': 'Banana Juice - or nectar'}, {'amount': '1/3', 'unit': 'oz', 'name': 'Candy Floss Syrup (Monin)'}]",Shake all ingredients with ice in a cocktail shaker. Strain into a chilled cocktail glass. Garnish with a small rose or other flower. ,['Flowers'],,http://www.completecocktails.com/Drinks/LaPecheAttitude.aspx#.ZAYF0HZByUk,Cocktail Glass,,,
845,251,Lady Lux,http://www.completecocktails.com/img/d/l/LadyLux.png,"[{'amount': '1', 'unit': 'oz', 'name': 'White Rum (Flor de Cana)'}, {'amount': '1', 'unit': 'oz', 'name': 'Maraschino Liqueur (Luxardo)'}, {'amount': '2', 'unit': 'oz', 'name': 'Pomegranate Juice'}, {'amount': '5', 'unit': 'null', 'name': 'Raspberry'}, {'amount': '5', 'unit': 'null', 'name': 'Blackberry'}, {'amount': 'null', 'unit': 'splash', 'name': ""Sparkling Wine (Cremant d'Alsace)""}]","Muddle blackberries and raspberries in the bottom of a cocktail shaker. Add rum, maraschino liqueur, pomegranate juice and ice, and shake vigorously. Strain into a chilled cocktail glass. Top with sparkling wine and garnish with blackberries and raspberries. ","['Blackberry', ' Raspberry']",,http://www.completecocktails.com/Drinks/LadyLux.aspx#.ZAYF1HZByUk,Cocktail Glass,,,
846,252,Lady Midori,http://www.completecocktails.com/img/d/l/LadyMidori.jpg,"[{'amount': '1', 'unit': 'oz', 'name': 'Midori Melon Liqueur'}, {'amount': '1', 'unit': 'oz', 'name': 'White Rum'}, {'amount': '4', 'unit': 'oz', 'name': 'Light Cream'}, {'amount': '1/2', 'unit': 'cup', 'name': 'Ice - crushed'}, {'amount': 'null', 'unit': 'null', 'name': 'Sago - to taste'}]","Mix the Midori, white rum, light cream and ice in a blender until smooth. Pour into a chilled honeydew melon with the center removed. Add the sago and stir. ",,,http://www.completecocktails.com/Drinks/LadyMidori.aspx#.ZAYF2XZByUk,Fruit Shell,,,
847,253,Lallah Rookh Cocktail,http://www.completecocktails.com/img/g/l/WineGlass.jpg,"[{'amount': '2', 'unit': 'oz', 'name': 'White Rum'}, {'amount': '1', 'unit': 'oz', 'name': 'Cognac'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Vanilla Extract'}, {'amount': '1/2', 'unit': 'tsp', 'name': 'Sugar'}, {'amount': 'null', 'unit': 'null', 'name': 'Ice'}, {'amount': 'null', 'unit': 'null', 'name': 'Whipped Cream - to top'}]","Add all ingredients, except whipped cream, to a blender and blend on low speed until smooth. Pour into a chilled wine glass. Top with whipped cream and serve. ",,,http://www.completecocktails.com/Drinks/LallahRookhCocktail.aspx#.ZAYF3XZByUk,Wine Glass,,,
848,254,Le Bonheur est dans le Pre,http://www.completecocktails.com/img/d/l/LeBonheurEstDansLePre.jpg,"[{'amount': '1', 'unit': 'oz', 'name': 'Ginger Liqueur (Joseph Cartron)'}, {'amount': '1', 'unit': 'oz', 'name': 'White Rum'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Peach Brandy (Cartron Cr?me de P?che de Vigne de Bourgogne)'}, {'amount': '1', 'unit': 'sprig', 'name': 'Tarragon'}, {'amount': '1/4', 'unit': 'null', 'name': 'Bell Pepper - red, cut into thin wheels'}, {'amount': 'null', 'unit': 'null', 'name': 'Lemonade - chilled, to fill'}]","Add ice and red bell pepper slices to a highball glass. Add tarragon, ginger liqueur and peach brandy, then fill with chilled lemonade. ",['Tarragon'],,http://www.completecocktails.com/Drinks/LeBonheurestdanslePre.aspx#.ZAYF4XZByUk,Any Glass,,,
849,255,Lemonade Cruzan,http://www.completecocktails.com/img/d/l/LemonadeCruzan.png,"[{'amount': '1-1/2', 'unit': 'oz', 'name': 'White Rum (Cruzan Aged Light Rum)'}, {'amount': '1', 'unit': 'splash', 'name': 'Lime Juice'}, {'amount': 'null', 'unit': 'null', 'name': 'Lemon-lime Soda'}, {'amount': '1', 'unit': 'wedge', 'name': 'Lime'}]","Fill a highball glass with ice. Add Cruzan rum and lime juice, and top with lemon-lime soda. Garnish with a lime wedge. ",['Lime'],,http://www.completecocktails.com/Drinks/LemonadeCruzan.aspx#.ZAYF53ZByUk,Highball Glass,,,
850,256,Leprechaun,http://www.completecocktails.com/img/g/l/RocksGlass.png,"[{'amount': '2', 'unit': 'oz', 'name': 'Irish Whiskey'}, {'amount': '1', 'unit': 'oz', 'name': 'White Rum'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Sloe Gin'}, {'amount': '1', 'unit': 'oz', 'name': 'Lemon Juice'}, {'amount': '1/2', 'unit': 'tsp', 'name': 'Sugar'}, {'amount': '1/4', 'unit': 'Peach', 'name': '- peeled'}, {'amount': '1/2', 'unit': 'cup', 'name': 'Ice'}, {'amount': '3-4', 'unit': 'null', 'name': 'Raspberry'}]","Add all ingredients to a blender, and blend on low speed until slushy. Pour into a chilled rocks glass. Garnish with a few raspberries. ",['Raspberry'],,http://www.completecocktails.com/Drinks/Leprechaun.aspx#.ZAYF63ZByUk,Rocks Glass,,,
851,257,Lexington Avenue Express,http://www.completecocktails.com/img/g/l/RocksGlass.png,"[{'amount': '2', 'unit': 'oz', 'name': 'White Rum (151-proof)'}, {'amount': '1', 'unit': 'oz', 'name': 'Lime Juice'}, {'amount': '1', 'unit': 'tsp', 'name': 'Grenadine'}]",Shake all ingredients with ice in a cocktail shaker. Strain into a rocks glass full of ice. ,,,http://www.completecocktails.com/Drinks/LexingtonAvenueExpress.aspx#.ZAYF73ZByUk,Rocks Glass,,,
852,258,Liberty Cocktail,http://www.completecocktails.com/img/g/l/CocktailGlass.png,"[{'amount': '2', 'unit': 'oz', 'name': 'Apple Brandy'}, {'amount': '1', 'unit': 'oz', 'name': 'White Rum'}, {'amount': '1/4', 'unit': 'tsp', 'name': 'Sugar'}]","Stir apple brandy, rum and sugar with ice in a mixing glass. Strain into a chilled cocktail glass. ",,,http://www.completecocktails.com/Drinks/LibertyCocktail.aspx#.ZAYF9HZByUk,Cocktail Glass,,,
853,259,Light and Tonic,http://www.completecocktails.com/img/d/l/LightAndTonic.png,"[{'amount': '1-1/2', 'unit': 'oz', 'name': 'White Rum (Cruzan Aged Light Rum)'}, {'amount': '1', 'unit': 'splash', 'name': 'Lime Juice'}, {'amount': 'null', 'unit': 'null', 'name': 'Tonic Water'}]","Fill a highball glass with ice. Add Cruzan rum and lime juice, and fill with tonic water. Garnish with an apple slice. ",['Apple'],,http://www.completecocktails.com/Drinks/LightandTonic.aspx#.ZAYF-HZByUk,Highball Glass,,,
854,260,Light Pina Colada,http://www.completecocktails.com/img/d/l/LightPinaColada.png,"[{'amount': '1-1/2', 'unit': 'oz', 'name': 'White Rum (Bacardi)'}, {'amount': '2', 'unit': 'oz', 'name': 'Pina Colada Mix'}, {'amount': '1', 'unit': 'wedge', 'name': 'Pineapple'}, {'amount': 'null', 'unit': 'null', 'name': 'Club Soda'}]","Fill a highball glass with ice. Add rum and pina colada mix, and fill with club soda. Garnish with a pineapple wedge. ",['Pineapple'],,http://www.completecocktails.com/Drinks/LightPinaColada.aspx#.ZAYF_nZByUk,Highball Glass,,,
855,261,Limbo Cocktail,http://www.completecocktails.com/img/g/l/CocktailGlass.png,"[{'amount': '2', 'unit': 'oz', 'name': 'White Rum'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Banana Liqueur'}, {'amount': '1', 'unit': 'oz', 'name': 'Orange Juice'}]","Shake rum, banana liqueur and orange juice with ice in a cocktail shaker. Strain into a chilled cocktail glass and serve. ",,,http://www.completecocktails.com/Drinks/LimboCocktail.aspx#.ZAYGAnZByUk,Cocktail Glass,,,
856,262,Limey Cocktail,http://www.completecocktails.com/img/g/l/WineGlass.jpg,"[{'amount': '2', 'unit': 'oz', 'name': 'White Rum'}, {'amount': '1', 'unit': 'oz', 'name': 'Lime Vodka'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Triple Sec'}, {'amount': '1', 'unit': 'tbsp', 'name': 'Lime Juice'}, {'amount': 'null', 'unit': 'null', 'name': 'Lime'}, {'amount': '3/4', 'unit': 'cup', 'name': 'Ice - crushed'}]","Add rum, lime vodka, triple sec, lime juice and ice to a blender. Blend on low speed until slushy and pour into a chilled red wine glass. Garnish with a lime twist and serve. ",['Lime'],,http://www.completecocktails.com/Drinks/LimeyCocktail.aspx#.ZAYGB3ZByUk,Wine Glass,,,
857,263,Limon and Coke,http://www.completecocktails.com/img/d/l/LimonAndCoke.png,"[{'amount': '1-1/2', 'unit': 'oz', 'name': 'White Rum (Bacardi)'}, {'amount': 'null', 'unit': 'null', 'name': 'Cola (Coca-Cola)'}, {'amount': '1', 'unit': 'wedge', 'name': 'Lemon'}]",Fill a highball glass with ice. Add rum and fill with Coke. Garnish with a lemon wedge. ,['Lemon'],,http://www.completecocktails.com/Drinks/LimonandCoke.aspx#.ZAYGC3ZByUk,Highball Glass,,,
858,264,Little Devil,http://www.completecocktails.com/img/g/l/CocktailGlass.png,"[{'amount': '2', 'unit': 'oz', 'name': 'Gin'}, {'amount': '1-1/2', 'unit': 'oz', 'name': 'White Rum'}, {'amount': '1', 'unit': 'oz', 'name': 'Triple Sec'}, {'amount': '1', 'unit': 'oz', 'name': 'Lemon Juice'}]","Shake gin, rum, triple sec and lemon juice with ice in a cocktail shaker. Strain into a chilled cocktail glass and watch the party begin. ",,,http://www.completecocktails.com/Drinks/LittleDevil.aspx#.ZAYGD3ZByUk,Cocktail Glass,,,
859,265,Little Princess,http://www.completecocktails.com/img/g/l/CocktailGlass.png,"[{'amount': '2', 'unit': 'oz', 'name': 'White Rum'}, {'amount': '1', 'unit': 'oz', 'name': 'Sweet Vermouth'}]",Stir rum and sweet vermouth with ice in a mixing glass. Strain into a chilled cocktail glass and serve. ,,,http://www.completecocktails.com/Drinks/LittlePrincess.aspx#.ZAYGFHZByUk,Cocktail Glass,,,
860,266,Lobsters on South Beach,http://www.completecocktails.com/img/g/l/HighballGlass.png,"[{'amount': '1/2', 'unit': 'oz', 'name': 'White Rum'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Coconut Rum (Malibu)'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Mango - pureed'}, {'amount': '1', 'unit': 'oz', 'name': 'Orange - from mandarin oranges'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Coconut Cream'}, {'amount': '4', 'unit': 'chunks', 'name': 'Pineapple'}, {'amount': '1/2', 'unit': 'cup', 'name': 'Ice - crushed'}]",Blend all ingredients until smooth in a food processor. Pour into a highball glass. Garnish with a pineapple leaf and mango slices. ,"['Pineapple', ' Mango']",,http://www.completecocktails.com/Drinks/LobstersonSouthBeach.aspx#.ZAYGGHZByUk,Highball Glass,,,
861,267,Long Island Iced Tea,http://www.completecocktails.com/img/d/l/LongIslandIcedTea.jpg,"[{'amount': '1/2', 'unit': 'oz', 'name': 'Triple Sec'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Vodka'}, {'amount': '1/2', 'unit': 'oz', 'name': 'White Rum (Cruzan)'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Gin'}, {'amount': '3', 'unit': 'oz', 'name': 'Sour Mix'}, {'amount': 'null', 'unit': 'null', 'name': 'Cola'}]",Shake all ingredients except cola with ice in a cocktail shaker. Strain into a highball glass full of ice. Top with cola and serve. ,,,http://www.completecocktails.com/Drinks/LongIslandIcedTea.aspx#.ZAYGHXZByUk,Highball Glass,,,
862,268,Mahukona,http://www.completecocktails.com/img/g/l/HighballGlass.png,"[{'amount': '2', 'unit': 'oz', 'name': 'White Rum'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Curacao - orange liqueur'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Lemon Juice'}, {'amount': '1/2', 'unit': 'tsp', 'name': 'Orgeat Syrup'}, {'amount': '5', 'unit': 'dashes', 'name': 'Orange Bitters'}, {'amount': 'null', 'unit': 'null', 'name': 'Ice'}, {'amount': 'null', 'unit': 'wedge', 'name': 'Pineapple'}]","Blend all ingredients, except pineapple wedge, on low speed until smooth. Pour into a chilled highball glass. Garnish with a pineapple wedge and serve. ",['Pineapple'],,http://www.completecocktails.com/Drinks/Mahukona.aspx#.ZAYGIXZByUk,Highball Glass,,,
863,269,Mai Kai No,http://www.completecocktails.com/img/g/l/CollinsGlass.png,"[{'amount': '2', 'unit': 'oz', 'name': 'White Rum'}, {'amount': '2', 'unit': 'oz', 'name': 'Dark Rum'}, {'amount': '2', 'unit': 'oz', 'name': 'Lime Juice'}, {'amount': '1', 'unit': 'oz', 'name': 'Passion Fruit Syrup'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Orgeat Syrup'}, {'amount': 'null', 'unit': 'null', 'name': 'Club Soda - to fill'}, {'amount': 'null', 'unit': 'wedge', 'name': 'Pineapple'}]","Shake rums, lime juice, passion fruit syrup and orgeat syrup with ice in a cocktail shaker. Strain into a Collins glass full of ice and fill with club soda. Stir gently and garnish with a pineapple wedge. ",['Pineapple'],,http://www.completecocktails.com/Drinks/MaiKaiNo.aspx#.ZAYGJnZByUk,Collins Glass,,,
864,270,Mandarine Mojito,http://www.completecocktails.com/img/d/l/MandarineMojito.png,"[{'amount': '3/4', 'unit': 'oz', 'name': 'Mandarine Napoleon'}, {'amount': '3/4', 'unit': 'oz', 'name': 'White Rum'}, {'amount': '3/4', 'unit': 'oz', 'name': 'Lime Juice'}, {'amount': '8', 'unit': 'leaves', 'name': 'Mint'}, {'amount': 'null', 'unit': 'null', 'name': 'Club Soda - to fill'}]","Rub mint leaves over the rim of a highball glass, then muddle them in the bottom of the glass. Fill with ice, then add Mandarine Napoleon, white rum and lime juice. Top with club soda and stir gently, then garnish with more mint. ",['Mint'],,http://www.completecocktails.com/Drinks/MandarineMojito.aspx#.ZAYGLHZByUk,Highball Glass,,,
865,271,Mandeville,http://www.completecocktails.com/img/g/l/RocksGlass.png,"[{'amount': '2', 'unit': 'oz', 'name': 'Dark Rum'}, {'amount': '2', 'unit': 'oz', 'name': 'White Rum'}, {'amount': '1', 'unit': 'tbsp', 'name': 'Absinthe (Pernod)'}, {'amount': '1/2', 'unit': 'tsp', 'name': 'Grenadine'}, {'amount': '1', 'unit': 'tbsp', 'name': 'Lemon Juice'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Cola (Coke)'}]",Shake all ingredients with ice in a cocktail shaker. Strain into a rocks glass full of ice. ,,,http://www.completecocktails.com/Drinks/Mandeville.aspx#.ZAYGMXZByUk,Rocks Glass,,,
866,272,Maneater,http://www.completecocktails.com/img/d/l/Maneater.jpg,"[{'amount': '1-1/2', 'unit': 'oz', 'name': ""White Rum (Burnett's)""}, {'amount': '1/2', 'unit': 'oz', 'name': 'Grenadine'}, {'amount': 'null', 'unit': 'null', 'name': 'Cola (Coke or Pepsi)'}, {'amount': 'null', 'unit': 'null', 'name': 'Lime'}]","Fill a rocks glass with ice. Add white rum and grenadine, then fill with Coke or Pepsi and stir gently. Garnish with a lime twist. ",['Lime'],,http://www.completecocktails.com/Drinks/Maneater.aspx#.ZAYGNnZByUk,Rocks Glass,,,
867,273,Martinique Mai Tai,http://www.completecocktails.com/img/d/l/MartiniqueMaiTai.png,"[{'amount': '1', 'unit': 'oz', 'name': 'Golden Rum (Clement VSOP)'}, {'amount': '1', 'unit': 'oz', 'name': 'White Rum (Clement Premiere Canne)'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Creole Shrubb'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Simple Syrup (Clement Sirop de Canne)'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Orgeat Syrup - almond syrup'}, {'amount': '1', 'unit': 'oz', 'name': 'Lime Juice'}, {'amount': 'null', 'unit': 'null', 'name': 'Cherry'}, {'amount': 'null', 'unit': 'slice', 'name': 'Lime'}, {'amount': 'null', 'unit': 'null', 'name': 'Pineapple'}]","Shake all liquid ingredients without ice in a cocktail shaker. Strain into a rocks glass full of ice. Garnish with pineapple, cherry and a pineapple leaf. ","['Maraschino Cherry', ' Pineapple']",,http://www.completecocktails.com/Drinks/MartiniqueMaiTai.aspx#.ZAYGOnZByUk,Rocks Glass,,,
868,274,Mary Pickford,http://www.completecocktails.com/img/d/l/MaryPickford.png,"[{'amount': '1-1/2', 'unit': 'oz', 'name': 'White Rum (Clement Premiere Canne)'}, {'amount': '1/4', 'unit': 'oz', 'name': 'Maraschino Liqueur'}, {'amount': '3/4', 'unit': 'oz', 'name': 'Pineapple Juice'}, {'amount': '2', 'unit': 'drops', 'name': 'Grenadine'}, {'amount': 'null', 'unit': 'null', 'name': 'Sugar - to rim glass'}, {'amount': 'null', 'unit': 'null', 'name': 'Strawberry'}, {'amount': 'null', 'unit': 'null', 'name': 'Starfruit'}]","Wet the rim of a chilled cocktail glass, then dip into sugar to coat the rim. Shake rum, maraschino liqueur, pineapple juice and grenadine with ice in a cocktail shaker. Strain into the prepared glass and garnish with a strawberry and starfruit. ",['Star Fruit'],,http://www.completecocktails.com/Drinks/MaryPickford.aspx#.ZAYGP3ZByUk,Cocktail Glass,,,
869,275,Menta Moments,http://www.completecocktails.com/img/g/l/CocktailGlass.png,"[{'amount': '1', 'unit': 'oz', 'name': 'Triple Sec'}, {'amount': '3/4', 'unit': 'oz', 'name': 'Creme de Menthe'}, {'amount': '3/4', 'unit': 'oz', 'name': 'White Rum'}, {'amount': '2', 'unit': 'oz', 'name': 'Pineapple Juice'}, {'amount': 'null', 'unit': 'slice', 'name': 'Pineapple'}, {'amount': '2', 'unit': 'leaves', 'name': 'Mint'}, {'amount': 'null', 'unit': 'null', 'name': 'Cherry'}]","Shake all ingredients with ice in a cocktail shaker. Strain into a chilled cocktail glass. Garnish with a maraschino cherry, pineapple slice and mint leaves. ","['Pineapple', ' Mint', ' Maraschino Cherry']",,http://www.completecocktails.com/Drinks/MentaMoments.aspx#.ZAYGQ3ZByUk,Cocktail Glass,,,
870,276,Miami Cocktail,http://www.completecocktails.com/img/g/l/CocktailGlass.png,"[{'amount': '2', 'unit': 'oz', 'name': 'White Rum'}, {'amount': '1', 'unit': 'oz', 'name': 'Peppermint Schnapps'}, {'amount': '1/4', 'unit': 'tsp', 'name': 'Lime Juice'}]","Shake rum, schnapps and lime juice with ice in a cocktail shaker. Strain into a chilled cocktail glass and serve. ",,,http://www.completecocktails.com/Drinks/MiamiCocktail.aspx#.ZAYGR3ZByUk,Cocktail Glass,,,
871,277,Midori Colada,http://www.completecocktails.com/img/d/l/MidoriColada.jpg,"[{'amount': '2', 'unit': 'oz', 'name': 'Midori Melon Liqueur'}, {'amount': '1', 'unit': 'oz', 'name': 'White Rum'}, {'amount': '2', 'unit': 'oz', 'name': 'Coconut Milk'}, {'amount': '4', 'unit': 'oz', 'name': 'Pineapple Juice'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Lemon Juice'}, {'amount': '1/2', 'unit': 'cup', 'name': 'Ice - crushed'}]",Blend all ingredients in a food processor or blender until smooth. Strain into a chilled hurricane glass. Garnish with a pineapple wedge and a maraschino cherry. ,"['Pineapple', ' Maraschino Cherry']",,http://www.completecocktails.com/Drinks/MidoriColada.aspx#.ZAYGTHZByUk,Hurricane Glass,,,
872,278,Midori Mojito,http://www.completecocktails.com/img/d/l/MidoriMojito.jpg,"[{'amount': '1', 'unit': 'oz', 'name': 'Midori Melon Liqueur'}, {'amount': '1-1/2', 'unit': 'oz', 'name': 'White Rum'}, {'amount': '8', 'unit': 'leaves', 'name': 'Mint'}, {'amount': '1/2', 'unit': 'null', 'name': 'Lime - cut into wedges'}, {'amount': 'null', 'unit': 'null', 'name': 'Club Soda - to top'}, {'amount': '1', 'unit': 'tsp', 'name': 'Simple Syrup'}]","Muddle the mint leaves and lime wedges in a rocks glass. Add the remaining ingredients with ice, except the club soda. Stir and top with club soda, and garnish with a sprig of mint. ",['Mint'],,http://www.completecocktails.com/Drinks/MidoriMojito.aspx#.ZAYGUHZByUk,Rocks Glass,,,
873,279,Mint Iced Tea,http://www.completecocktails.com/img/d/l/MintIcedTea.png,"[{'amount': '1/2', 'unit': 'oz', 'name': 'Peppermint Liqueur (Volare Peppermint Green)'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Vodka'}, {'amount': '1/2', 'unit': 'oz', 'name': 'White Rum'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Gin'}, {'amount': '2', 'unit': 'oz', 'name': 'Sweet and Sour Mix'}, {'amount': 'null', 'unit': 'null', 'name': 'Lemon-lime Soda (Sprite) - to fill'}, {'amount': 'null', 'unit': 'wedge', 'name': 'Lime'}]","Shake all ingredients, except Sprite, with ice in a cocktail shaker. Strain into a highball glass full of ice and fill with Sprite. Stir gently and garnish with a lime wedge. ",['Lime'],,http://www.completecocktails.com/Drinks/MintIcedTea.aspx#.ZAYGVHZByUk,Highball Glass,,,
874,280,Mint Star,http://www.completecocktails.com/img/d/l/MintStar.png,"[{'amount': '2', 'unit': 'oz', 'name': 'Amarula Cream Liqueur'}, {'amount': '1', 'unit': 'oz', 'name': 'White Rum'}, {'amount': '1/2', 'unit': 'cup', 'name': 'Ice - crushed'}, {'amount': '1', 'unit': 'sprig', 'name': 'Mint'}]",Blend all ingredients in a food processor or blender. Pour into a chilled cocktail glass. Garnish with a lemon twist and a sprig of mint. ,"['Mint', ' Lemon']",,http://www.completecocktails.com/Drinks/MintStar.aspx#.ZAYGW3ZByUk,Cocktail Glass,,,
875,281,Mint-less Mojito,http://www.completecocktails.com/img/d/l/Mint-LessMojito.png,"[{'amount': '2', 'unit': 'oz', 'name': 'Mint Rum (Don Q Mojito)'}, {'amount': '1', 'unit': 'oz', 'name': 'White Rum (Don Q)'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Lime Juice'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Simple Syrup'}, {'amount': 'null', 'unit': 'splash', 'name': 'Sparkling Wine - to top'}, {'amount': 'null', 'unit': 'slice', 'name': 'Lime'}]","Shake mint rum, white rum, lime juice and simple syrup with ice in a cocktail shaker. Strain into a chilled cocktail glass. Top with a splash of chilled sparkling wine and garnish with a lime slice. ",['Mint'],,http://www.completecocktails.com/Drinks/MintlessMojito.aspx#.ZAYGX3ZByUk,Cocktail Glass,,,
876,282,Mismo,http://www.completecocktails.com/img/d/l/Mismo.png,"[{'amount': '2', 'unit': 'oz', 'name': 'White Rum'}, {'amount': '1', 'unit': 'oz', 'name': ""Rose's Lime""}, {'amount': 'null', 'unit': 'null', 'name': 'Mineral Water'}, {'amount': 'null', 'unit': 'sprig', 'name': 'Mint'}, {'amount': 'null', 'unit': 'wedge', 'name': 'Lime'}]","Fill a highball glass with ice. Add rum, Rose's lime cordial and fill with mineral water. Garnish with a sprig of mint and a lime wedge. ","['Mint', ' Lime']",,http://www.completecocktails.com/Drinks/Mismo.aspx#.ZAYGY3ZByUk,Highball Glass,,,
877,283,Missionary Position,http://www.completecocktails.com/img/d/l/MissionaryPosition.png,"[{'amount': '3/4', 'unit': 'oz', 'name': 'Esprit de June Liqueur'}, {'amount': '3/4', 'unit': 'oz', 'name': 'White Rum'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Peach Brandy'}, {'amount': '2', 'unit': 'oz', 'name': 'Lime Juice'}, {'amount': '3', 'unit': 'oz', 'name': 'Pineapple Juice'}, {'amount': '1', 'unit': 'tbsp', 'name': 'Simple Syrup'}, {'amount': '10', 'unit': 'leaves', 'name': 'Mint'}, {'amount': 'null', 'unit': 'null', 'name': 'Club Soda'}]","Muddle mint leaves and simple syrup in the bottom of a cocktail shaker. Add ice, Esprit de June liqueur, rum, peach brandy, juices and ice, and shake vigorously. Strain into a highball glass full of ice and top with club soda. Stir gently and garnish with more mint. ",['Mint'],,http://www.completecocktails.com/Drinks/MissionaryPosition.aspx#.ZAYGZ3ZByUk,Highball Glass,,,
878,284,Mojito,http://www.completecocktails.com/img/d/l/Mojito.jpg,"[{'amount': '1-1/2', 'unit': 'oz', 'name': 'White Rum'}, {'amount': '1/2', 'unit': 'null', 'name': 'Lime - cut into wedges'}, {'amount': '8', 'unit': 'leaves', 'name': 'Mint'}, {'amount': '2', 'unit': 'tsp', 'name': 'Sugar - cane sugar'}, {'amount': 'null', 'unit': 'null', 'name': 'Club Soda - to top'}]","Muddle the mint leaves, sugar and lime wedges in the bottom of a highball glass. Fill the glass with crushed ice and add the rum. Stir until mixed, and top with club soda. Garnish with a sprig of mint. ",['Mint'],,http://www.completecocktails.com/Drinks/Mojito.aspx#.ZAYGbHZByUk,Highball Glass,,,
879,285,Mojito Cruzan,http://www.completecocktails.com/img/d/l/MojitoCruzan.png,"[{'amount': '2', 'unit': 'oz', 'name': 'White Rum (Cruzan Light)'}, {'amount': '1', 'unit': 'oz', 'name': 'Lime Juice'}, {'amount': '1', 'unit': 'oz', 'name': 'Simple Syrup'}, {'amount': '2', 'unit': 'sprigs', 'name': 'Mint'}, {'amount': 'null', 'unit': 'null', 'name': 'Club Soda'}, {'amount': 'null', 'unit': 'wedge', 'name': 'Lime'}]","Muddle mint and simple syrup in the bottom of a rocks glass. Fill with ice, then add lime juice and rum. Stir gently, then top with club soda and garnish with mint and lime. ","['Lime', ' Mint']",,http://www.completecocktails.com/Drinks/MojitoCruzan.aspx#.ZAYGcHZByUk,Rocks Glass,,,
880,286,Mojito Parisien,http://www.completecocktails.com/img/d/l/MojitoParisien.jpg,"[{'amount': '1', 'unit': 'oz', 'name': 'White Rum'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Elderflower Liqueur (St-Germain)'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Lime Juice'}, {'amount': '10', 'unit': 'leaves', 'name': 'Mint'}, {'amount': 'null', 'unit': 'null', 'name': 'Club Soda'}]","Muddle the mint in the bottom of a highball glass. Fill halfway with crushed ice and rum, elderflower liqueur and lime juice, and stir. Fill remainder with crushed ice and top with club soda, and garnish with fresh mint. ",['Mint'],,http://www.completecocktails.com/Drinks/MojitoParisien.aspx#.ZAYGdXZByUk,Highball Glass,,,
881,287,Molinari Orange,http://www.completecocktails.com/img/d/l/MolinariOrange.png,"[{'amount': '1', 'unit': 'oz', 'name': 'Sambuca (Molinari Extra)'}, {'amount': '1', 'unit': 'oz', 'name': 'White Rum'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Orange Juice'}]","Shake sambuca, white rum and orange juice with ice in a cocktail shaker. Strain into a chilled cocktail glass. Garnish with an orange twist. ",['Orange'],,http://www.completecocktails.com/Drinks/MolinariOrange.aspx#.ZAYGeXZByUk,Cocktail Glass,,,
